User,Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,Sentiment1,Positive,Negative,Neutral
KedarPawar4,"Before trending #UddhavMustAnswer u should know following; •MAHA is demanding GST payment of 15000 Cr from @narendramodi , •25000 Cr package for Maharashtra to fight #COVID19 , Got meagrely 1600 Cr @OfficeofUT So we should ask pm for this #pmshouldanswer @NCPspeaks @MHVaghadi",2020-05-07 18:11:17+00:00,1,1,#UddhavMustAnswer #COVID19 #pmshouldanswer,Pune,Before trending UddhavMustAnswer u should know following MAHA is demanding GST payment of 15000 Cr from 25000 Cr package for Maharashtra to fight COVID19 Got meagrely 1600 Cr So we should ask pm for this pmshouldanswer,0,1742,569,850
SafeKidsIndia,"Kids are curious in nature and since they are at home due to #covid19 outbreak, take a moment to keep hot food, and liquids out of your kid's reach to avoid #burninjuries. #StayHomeStaySafe #safekidsathome #childinjury #childsafety #safekidsfoundation #socialresponsibility",2020-05-07 16:33:10+00:00,0,5,#covid19 #burninjuries #StayHomeStaySafe #safekidsathome #childinjury #childsafety #safekidsfoundation #socialresponsibility,Pune,Kids are curious in nature and since they are at home due to covid19 outbreak take a moment to keep hot food and liquids out of your kid s reach to avoid burninjuries StayHomeStaySafe safekidsathome childinjury childsafety safekidsfoundation socialresponsibility,1,1743,569,850
eranshul23,Congress dont have any responsibility for covid pandemic.Are you prepared for your ruling states? Stop this politics for the sake of people. #COVID19 #ConstitutionOverCoronavirus,2020-05-07 16:32:35+00:00,0,0,#COVID19 #ConstitutionOverCoronavirus,Pune,Congress dont have any responsibility for covid pandemic Are you prepared for your ruling states Stop this politics for the sake of people COVID19 ConstitutionOverCoronavirus,0,1743,569,851
SPREADH56668153,"#COVID19 Seven New cases in Ganjam 43 yr Male, 48 yr Male, 25 yr Male, 29 yr Male, 39 yr Male, 25 yr Male &amp; 60 yr Male. (Surat returnees. All symptomatic) Contact tracing and follow-up action are being done. ATotal Positive Case: 219 #OdishaFightsCorona #CoronaUpdatesOdisha",2020-05-07 15:12:16+00:00,0,1,#COVID19 #OdishaFightsCorona #CoronaUpdatesOdisha,Pune,COVID19 Seven New cases in Ganjam 43 yr Male 48 yr Male 25 yr Male 29 yr Male 39 yr Male 25 yr Male amp 60 yr Male Surat returnees All symptomatic Contact tracing and follow up action are being done ATotal Positive Case 219 OdishaFightsCorona CoronaUpdatesOdisha,1,1744,569,851
JivanPachpute,"#UddhavMustAnswer Yes they answering people's continuously but what about central &amp; state BJP Leader they r doing #shameful things, politics in #COVID19 pandemic situation. #MaharashtraWithCM @uddhavthackeray always. ",2020-05-07 14:28:10+00:00,2,5,#UddhavMustAnswer #shameful #COVID19 #MaharashtraWithCM,Pune,UddhavMustAnswer Yes they answering people s continuously but what about central amp state BJP Leader they r doing shameful things politics in COVID19 pandemic situation MaharashtraWithCM always,0,1744,569,852
A2zExplorers,"The best said by W. Clement Stone,this is an ultimate inspiration for the people who are now setting goals for their new life after this #quarantine due to #Covid19. Never forget the basic rules when you set your goals.. #goals #targets #aimhigh #moon #picoftheday #a2zexplorers – at Kausar Baug",2020-05-07 12:00:15+00:00,0,3,#quarantine #Covid19 #goals #targets #aimhigh #moon #picoftheday #a2zexplorers,Pune,The best said by W Clement Stone this is an ultimate inspiration for the people who are now setting goals for their new life after this quarantine due to Covid19 Never forget the basic rules when you set your goals goals targets aimhigh moon picoftheday a2zexplorers at Kausar Baug,1,1745,569,852
M_Anantkumar,"I wish we could all change into frogs, hibernate for the rest of the year and come out only in 2021#lockdownthoughts #coronavirus #COVID19 #2020WasFunUntil",2020-05-07 11:24:04+00:00,0,1,#coronavirus #COVID19 #2020WasFunUntil,Pune,I wish we could all change into frogs hibernate for the rest of the year and come out only in 2021 lockdownthoughts coronavirus COVID19 2020WasFunUntil,0,1745,569,853
neha2k7,The numbers are scary & coming time could be more lethal.India crosses 50k cases; hits new peak of 3600 cases in a day. https://timesofindia.indiatimes.com/india/covid-19-india-crosses-50k-cases-hits-new-peak-of-3600-cases-in-a-day/articleshow/75588179.cms?UTM_Source=Google_Newsstand&amp;UTM_Campaign=RSS_Feed&amp;UTM_Medium=Referral via @GoogleNews #CoronaUpdatesInIndia #COVID19 #COVID19outbreak,2020-05-07 04:43:15+00:00,0,0,#CoronaUpdatesInIndia #COVID19 #COVID19outbreak,Pune,The numbers are scary coming time could be more lethal India crosses 50k cases hits new peak of 3600 cases in a day via CoronaUpdatesInIndia COVID19 COVID19outbreak,1,1746,569,853
moneyshmalekar,Congrats! @OfficeofUT u have done it! out of 11 .5 crore population only 16k #COVID19 patients really remarkable and u must thank @rajivkhandekar @ashish_jadhao and @zee24taasnews for their marathon efforts for praising ur efforts and being with u n these times,2020-05-07 03:51:13+00:00,0,0,#COVID19,Pune,Congrats u have done it out of 11 5 crore population only 16k COVID19 patients really remarkable and u must thank jadhao and for their marathon efforts for praising ur efforts and being with u n these times,1,1747,569,853
bimaldas1965,DIY or do it yourself is going to be new normal #covid19 #postcovidlife #newnormal #pandemic #corona #newwayofliving #DIY @Ecotech Biofarm Private Limited https://www.instagram.com/p/B_3igZLAyu9/?igshid=1oyxhrhi1fdem,2020-05-07 01:13:52+00:00,0,0,#covid19 #postcovidlife #newnormal #pandemic #corona #newwayofliving #DIY,Pune,DIY or do it yourself is going to be new normal covid19 postcovidlife newnormal pandemic corona newwayofliving DIY Biofarm Private Limited,1,1748,569,853
InfoDivPune,Corona updates from @PuneZp Date -06.05.2020 Time - 9.00 P.M. @MahaDGIPR @mhaisekar1 @collectorpune1 @PuneZp #PuneFightsCovid19 #COVID19 #Social_Distancing,2020-05-06 17:12:34+00:00,0,10,#PuneFightsCovid19 #COVID19 #Social_Distancing,Pune,Corona updates from Date 06 05 2020 Time 9 00 P M PuneFightsCovid19 COVID19 Social Distancing,1,1749,569,853
Parthabarik5,"Behaviour of virus cannot change.. rather our behaviour of physical distancing, wearing mask, washing hands will change. 43 days over for preparation of airports & aircrafts. Resume all flights with medical protocol #COVID19 will stay but economy will not ",2020-05-06 16:57:09+00:00,0,0,#COVID19,Pune,Behaviour of virus cannot change rather our behaviour of physical distancing wearing mask washing hands will change 43 days over for preparation of airports aircrafts Resume all flights with medical protocol COVID19 will stay but economy will not,0,1749,569,854
DICCIorg,Pleasure to have you sir. #DICCIInAction #COVID19 ,2020-05-06 16:50:58+00:00,2,7,#DICCIInAction #COVID19,Pune,Pleasure to have you sir DICCIInAction COVID19,0,1749,569,855
IrfanmSayed,#Lockdown is directly proportionate to success of #demonetization #COVID19 #COVID19Lockdown #COVID19India #Lockdown3 #CoronaUpdatesInIndia #Clueless #endthelockdownnow #indialockdown #MigrantLabourers #PMCares,2020-05-06 16:34:54+00:00,1,0,#Lockdown #demonetization #COVID19 #COVID19Lockdown #COVID19India #Lockdown3 #CoronaUpdatesInIndia #Clueless #endthelockdownnow #indialockdown #MigrantLabourers #PMCares,Pune,Lockdown is directly proportionate to success of demonetization COVID19 COVID19Lockdown COVID19India Lockdown3 CoronaUpdatesInIndia Clueless endthelockdownnow indialockdown MigrantLabourers PMCares,1,1750,569,855
praveenontheweb,Good format to report #COVID19 but please include date instead of (today),2020-05-06 15:21:18+00:00,0,0,#COVID19,Pune,Good format to report COVID19 but please include date instead of today,1,1751,569,855
Ashirwadm,"Team Vertex Salutes to Doctors Police ,Army and Corona Warriors!! #Covid19 #StayHomeStaySafe",2020-05-06 14:56:01+00:00,0,0,#Covid19 #StayHomeStaySafe,Pune,Team Vertex Salutes to Doctors Police Army and Corona Warriors Covid19 StayHomeStaySafe,0,1751,569,856
JitunNayak4,Best care of our pm and all cm doing good for us and our doctors and police cops all are protect us from corona so hats off all and who people work during lockdown like food provide and save for animals life also they are part of universe #StayHome #StayHomeSaveLives #COVID19,2020-05-06 14:10:12+00:00,0,2,#StayHome #StayHome #StayHomeSaveLives #COVID19,Pune,Best care of our pm and all cm doing good for us and our doctors and police cops all are protect us from corona so hats off all and who people work during lockdown like food provide and save for animals life also they are part of universe StayHome StayHomeSaveLives COVID19,1,1752,569,856
arcatronindia,Here's wishing more strength and power to the heroes who don't let anything limit their aspirations! #motivation #positivevibes #arcatron #covid19 #stayhome #staysafe,2020-05-06 12:45:29+00:00,0,2,#motivation #positivevibes #arcatron #covid19 #stayhome #stayhome #staysafe,Pune,Here s wishing more strength and power to the heroes who don t let anything limit their aspirations motivation positivevibes arcatron covid19 stayhome staysafe,1,1753,569,856
GuptaAnismart,Nice idea to fight #covid19 ,2020-05-06 10:26:46+00:00,0,0,#covid19,Pune,Nice idea to fight covid19,1,1754,569,856
PuneReviews,This is now effective and social responsible use of facilities. @Wipro @RishadPremji #wipro #lockdown #lockdownindia #COVIDー19 #COVID #COVID19 #Covid_19 #coronavirus #Pune #puneReviews,2020-05-06 08:15:22+00:00,10,11,#wipro #lockdown #lockdownindia #COVID #COVID #COVID19 #Covid_19 #coronavirus #Pune #puneReviews,Pune,This is now effective and social responsible use of facilities wipro lockdown lockdownindia COVID 19 COVID COVID19 Covid 19 coronavirus Pune puneReviews,1,1755,569,856
DEArdeshir,"To be fair, put that chart alongside one showing the number of #COVID19 deaths in each country ! Preferably on a per capita basis !",2020-05-06 08:12:14+00:00,0,0,#COVID19,Pune,To be fair put that chart alongside one showing the number of COVID19 deaths in each country Preferably on a per capita basis,1,1756,569,856
Madhura_2709,"Scary to see such queue with no distancing rules followed! @mohol_murlidhar @PuneCityPolice help please. In our area are so many aged &amp; vulnerable citizens! We understand the sentiments of these people, but shouldn't lockdown rules be followed equally? #corona #pune #COVID19 ",2020-05-06 06:01:34+00:00,1,1,#corona #pune #COVID19,Pune,Scary to see such queue with no distancing rules followed murlidhar help please In our area are so many aged amp vulnerable citizens We understand the sentiments of these people but shouldn t lockdown rules be followed equally corona pune COVID19,-1,1756,570,856
DEArdeshir,"Two points. One, #COVID19 is here, and - at a considerable human cost, albeit lower than other nations - will pass. The ""biggest test"" is yet to come - getting our heavily dented (not broken, tho) economy back on track ! Two, how with ""folded hands"" do you manage the keyboard ??",2020-05-06 05:18:05+00:00,0,2,#COVID19,Pune,Two points One COVID19 is here and at a considerable human cost albeit lower than other nations will pass The biggest test is yet to come getting our heavily dented not broken tho economy back on track Two how with folded hands do you manage the keyboard,-1,1756,571,856
SikligarAshish,"With multiple cases in some of the major cities the districts are still in Orange zone or green zone, we in wagholi , 4 cases all recovered and zero active are a containment zone. Wow Haveli District . #COVID19 #Lockdownextention @AmitShah @MoHFW_INDIA",2020-05-06 01:05:45+00:00,0,3,#COVID19 #Lockdownextention,Pune,With multiple cases in some of the major cities the districts are still in Orange zone or green zone we in wagholi 4 cases all recovered and zero active are a containment zone Wow Haveli District COVID19 Lockdownextention INDIA,-1,1756,572,856
SikligarAshish,"Govt of India annnounces rules, Maharashtra tweaks and announces its own version, Pune tweaks it further for version 3.0, wagholi says we will tweak it further, hats off to the level of disconnect #Lockdownextention #COVID19 #lockdowntales",2020-05-06 01:02:29+00:00,0,0,#Lockdownextention #COVID19 #lockdowntales,Pune,Govt of India annnounces rules Maharashtra tweaks and announces its own version Pune tweaks it further for version 3 0 wagholi says we will tweak it further hats off to the level of disconnect Lockdownextention COVID19 lockdowntales,1,1757,572,856
MdAbrar62920647,"Awsome sir jii..... Happy Ramadan.... #covid19 – at Pune, Maharashtra",2020-05-06 00:32:42+00:00,0,0,#covid19,Pune,Awsome sir jii Happy Ramadan covid19 at Pune Maharashtra,1,1758,572,856
Abhishek1820123,Ab transport ka farak/#effect bcz of #Diesel #PriceRise #essentials like #Groceries pe padega which may see Inflation in coming times. Toh in all in all aap toh bas #Choronologysamajhiye !! #desperatetimes #COVID19 @BloombergQuint @bhurtya @minmsme @FinMinIndia #StayHome,2020-05-05 22:00:11+00:00,0,0,#effect #Diesel #PriceRise #essentials #Groceries #Choronologysamajhiye #desperatetimes #COVID19 #StayHome #StayHome,Pune,Ab transport ka farak effect bcz of Diesel PriceRise essentials like Groceries pe padega which may see Inflation in coming times Toh in all in all aap toh bas Choronologysamajhiye desperatetimes COVID19 StayHome,0,1758,572,857
AzimjiSayad,#IndiaFightsCorona #Indian #StaySafeStayHome Sad to see this #wineshops picture. We need to correct it &amp; follow #SocialDistancing otherwise it'll destroy the #lockdown #COVID19 ,2020-05-05 18:06:46+00:00,0,1,#IndiaFightsCorona #Indian #StaySafeStayHome #wineshops #SocialDistancing #lockdown #COVID19,Pune,IndiaFightsCorona Indian StaySafeStayHome Sad to see this wineshops picture We need to correct it amp follow SocialDistancing otherwise it ll destroy the lockdown COVID19,-1,1758,573,857
Parthabarik5,Coming to India is not a joke. U will be in 14 days quarantine in Delhi/ Mumbai and again 14 days in Kolkata.. ie if domestic flights & rail opens up after 14 May. We are hoping to make India #COVID19 free ,2020-05-05 17:30:12+00:00,0,0,#COVID19,Pune,Coming to India is not a joke U will be in 14 days quarantine in Delhi Mumbai and again 14 days in Kolkata ie if domestic flights rail opens up after 14 May We are hoping to make India COVID19 free,1,1759,573,857
salilurunkar,EXPLAINED: Why does it take so long to create a #vaccine? #COVIDー19 #Corona #COVID19 #COVID #vaccines #VaccinesWork,2020-05-05 14:34:09+00:00,0,0,#vaccine #COVID #Corona #COVID19 #COVID #vaccines #VaccinesWork,Pune,EXPLAINED Why does it take so long to create a vaccine COVID 19 Corona COVID19 COVID vaccines VaccinesWork,-1,1759,574,857
BiharFraternity,"Let’s hear & interact with @Prof_P_Ranjan, VC of D Y Patil Interntl Uni, #Pune &amp; former ED of @TIFAC_India along with a #Bioengineer Dr. Surabhi Sonam (Associate Professor) via FB Live on May 6th (Wed) at 5PM India/ 1:30 PM Germany. #biharfraternity #bioengineering #covid19 ",2020-05-05 13:21:50+00:00,8,12,#Pune #Bioengineer #biharfraternity #bioengineering #covid19,Pune,Let s hear interact with P Ranjan VC of D Y Patil Interntl Uni Pune amp former ED of India along with a Bioengineer Dr Surabhi Sonam Associate Professor via FB Live on May 6th Wed at 5PM India 1 30 PM Germany biharfraternity bioengineering covid19,1,1760,574,857
prajaktajoshi19,"Pune Railway Division has created 46,000 hamdmade masks for employees, #labourers and other staff. Family members of employees made these masks. @RailMinIndia @PiyushGoyal @SusRanjan #COVID19 #lockdown #pandemic #masks #Pune",2020-05-05 11:22:25+00:00,1,5,#labourers #COVID19 #lockdown #pandemic #masks #Pune,Pune,Pune Railway Division has created 46 000 hamdmade masks for employees labourers and other staff Family members of employees made these masks COVID19 lockdown pandemic masks Pune,-1,1760,575,857
thebaconbaba,Condolences to his family and salute to his dedication @PuneCityPolice @CPPuneCity @PuneCityLife #covid19 #lockdown #pune #police,2020-05-05 11:11:01+00:00,1,1,#covid19 #lockdown #pune #police,Pune,Condolences to his family and salute to his dedication covid19 lockdown pune police,0,1760,575,858
prajaktajoshi19,#COVID19 patients in different parts of #Pune as of May 4. #COVID19outbreak #CovidUpdates #lockdown,2020-05-05 11:09:25+00:00,1,1,#COVID19 #Pune #COVID19outbreak #CovidUpdates #lockdown,Pune,COVID19 patients in different parts of Pune as of May 4 COVID19outbreak CovidUpdates lockdown,0,1760,575,859
sakaltimes,"Total number of #COVID19 cases stands at 46,433 in #India and death toll at 1,568: Health ministry http://www.sakaltimes.com #Sakal #SakalNews #viral #ViralNews #SakalTimes #news #Corona #COVID #COVID2019india #coronaupdatesindia",2020-05-05 10:55:57+00:00,0,0,#COVID19 #India #Sakal #SakalNews #viral #ViralNews #SakalTimes #news #Corona #COVID #COVID2019india #coronaupdatesindia,Pune,Total number of COVID19 cases stands at 46 433 in India and death toll at 1 568 Health ministry Sakal SakalNews viral ViralNews SakalTimes news Corona COVID COVID2019india coronaupdatesindia,0,1760,575,860
arcatronindia,"Since COVID-19 is not giving up easily, the question remains- “Is India ready to work again?” or “Is it safe to work again?” Read More : http://bit.ly/3b17CuN #arcatron #covid19 #stayhome #StaySafe",2020-05-05 06:55:54+00:00,0,0,#arcatron #covid19 #stayhome #stayhome #StaySafe,Pune,Since COVID 19 is not giving up easily the question remains Is India ready to work again or Is it safe to work again Read More arcatron covid19 stayhome StaySafe,1,1761,575,860
SikligarAshish,"I think signs on doors of shops “Sorry We Are Closed” have also sealed into humans in this Lockdown becos a lot of them are now closed to humanity, empathy, sentiments and Will to help #COVID19 #lockdownextension #lockdowntales",2020-05-05 03:32:04+00:00,0,0,#COVID19 #lockdownextension #lockdowntales,Pune,I think signs on doors of shops Sorry We Are Closed have also sealed into humans in this Lockdown becos a lot of them are now closed to humanity empathy sentiments and Will to help COVID19 lockdownextension lockdowntales,-1,1761,576,860
SikligarAshish,"Everyone is craving their 30 sec of fame, I did this , donated here help this help that, forget outsider what did u do for ur neighbour, harrased him, he is a tenant, returned from hometown, does it give u right to harass #COVID19 #lockdown #lockdowntales",2020-05-05 03:23:51+00:00,0,0,#COVID19 #lockdown #lockdowntales,Pune,Everyone is craving their 30 sec of fame I did this donated here help this help that forget outsider what did u do for ur neighbour harrased him he is a tenant returned from hometown does it give u right to harass COVID19 lockdown lockdowntales,1,1762,576,860
SikligarAshish,It is being said this is the time to support each other but on the contraray people have made this an opportunity to oppress and harass the vulnerable #COVID19 #lockdown,2020-05-05 02:38:20+00:00,0,0,#COVID19 #lockdown,Pune,It is being said this is the time to support each other but on the contraray people have made this an opportunity to oppress and harass the vulnerable COVID19 lockdown,-1,1762,577,860
memo_debayan,Hw if we somhw neutralize de #COVID19 protein spikes and inject to a helthy #humanbeing it's bdy wil create antibodies which will atack the spikeles #virus thus the body becoms resistant to #coronavirus. #alcohol can neutralize the spikes @BillGates @UniofOxford @SerumInstIndia – at Manik colony,2020-05-04 18:46:32+00:00,0,2,#COVID19 #humanbeing #virus #coronavirus #alcohol,Pune,Hw if we somhw neutralize de COVID19 protein spikes and inject to a helthy humanbeing it s bdy wil create antibodies which will atack the spikeles virus thus the body becoms resistant to coronavirus alcohol can neutralize the spikes at Manik colony,0,1762,577,861
praveenontheweb,#liquor bring even 2 unknown persons together and 2 expect #SocialDistancing is like day dreaming. Better would b 2 close #LiquorShops in #Pune n #PCMC during #Lockdown3 for our safety fm #COVID19 like #Aurangabad n #Solapur @pcmcindiagovin @PMCPune,2020-05-04 16:24:01+00:00,1,1,#liquor #SocialDistancing #LiquorShops #Pune #PCMC #Lockdown3 #COVID19 #Aurangabad #Solapur,Pune,liquor bring even 2 unknown persons together and 2 expect SocialDistancing is like day dreaming Better would b 2 close LiquorShops in Pune n PCMC during Lockdown3 for our safety fm COVID19 like Aurangabad n Solapur,1,1763,577,861
praveenontheweb,"Sir, #liquor bring even 2 unknown persons together and 2 expect #SocialDistancing is like day dreaming. Better would b 2 close #LiquorShops in #Pune during #Lockdown3 for our safety fm #COVID19 like #Aurangabad n #Solapur @CMOMaharashtra @EconomicTimes @MahaDGIPR @DGPMaharashtra",2020-05-04 16:21:08+00:00,4,12,#liquor #SocialDistancing #LiquorShops #Pune #Lockdown3 #COVID19 #Aurangabad #Solapur,Pune,Sir liquor bring even 2 unknown persons together and 2 expect SocialDistancing is like day dreaming Better would b 2 close LiquorShops in Pune during Lockdown3 for our safety fm COVID19 like Aurangabad n Solapur,1,1764,577,861
praveenontheweb,"Why can't various State governments keep #LiquorShops closed for our safety from #COVID19. If we could manage 40 days without #liquor , then certainly during #Lockdown3 also. More than liquor shops, we should worry about poor @CMOMaharashtra @TOIPune https://m.facebook.com/story.php?story_fbid=3032180933470532&amp;id=100000359667260?sfnsn=wiwspmo&amp;extid=3shRx6tgT3WVYoVT",2020-05-04 16:15:04+00:00,0,1,#LiquorShops #COVID19 #liquor #Lockdown3,Pune,Why can t various State governments keep LiquorShops closed for our safety from COVID19 If we could manage 40 days without liquor then certainly during Lockdown3 also More than liquor shops we should worry about poor,1,1765,577,861
Direct_Dil_se_,"The long-lasting impact of the #CoronaOutbreak is turning out to be more severe and effecting more people than any nuclear weapon. China definitely deserves a severe punishment for ""creating"" this deadly and devastating biological weapon. #COVID19 #ChineseVirus19",2020-05-04 08:13:48+00:00,0,0,#CoronaOutbreak #COVID19 #ChineseVirus19,Pune,The long lasting impact of the CoronaOutbreak is turning out to be more severe and effecting more people than any nuclear weapon China definitely deserves a severe punishment for creating this deadly and devastating biological weapon COVID19 ChineseVirus19,-1,1765,578,861
mukulvarshney03,"#Covid19 has effected the businesses badly offline as well as #online. And it will take months to recover back to #business. Though during #lockdown3 while people are at home, we can take advantage of the Internet. . Here are some of the #DigitalMarketing Ideas. #CoronaUpdates",2020-05-04 06:46:02+00:00,2,1,#Covid19 #online #business #lockdown3 #DigitalMarketing #CoronaUpdates,Pune,Covid19 has effected the businesses badly offline as well as online And it will take months to recover back to business Though during lockdown3 while people are at home we can take advantage of the Internet Here are some of the DigitalMarketing Ideas CoronaUpdates,-1,1765,579,861
muralinamanna,"Telugu actor Lakshmi Narayana who usually plays side villians, heard the story of a poor Brahmin begging on Hyderabad roads. He found out his address traced him, gave him 3 months ration, 25,000 for expenses . Reel villian is the real hero here. #TrueHeroes #coronayoddha #COVID19",2020-05-04 05:59:57+00:00,0,0,#TrueHeroes #coronayoddha #COVID19,Pune,Telugu actor Lakshmi Narayana who usually plays side villians heard the story of a poor Brahmin begging on Hyderabad roads He found out his address traced him gave him 3 months ration 25 000 for expenses Reel villian is the real hero here TrueHeroes coronayoddha COVID19,-1,1765,580,861
Sham_Waghmare,"When the whole world is fighting #covid19, #Pakistand and it's #Jihadi's aka Islamist radicals are fighting the peace. We may have lost our Heros but we will not lose our will to crush these terrorist rats across and within the borders. #OmShanti to the departed Veers of India. ",2020-05-04 02:56:58+00:00,0,1,#covid19 #Pakistand #Jihadi #OmShanti,Pune,When the whole world is fighting covid19 Pakistand and it s Jihadi s aka Islamist radicals are fighting the peace We may have lost our Heros but we will not lose our will to crush these terrorist rats across and within the borders OmShanti to the departed Veers of India,1,1766,580,861
Shailesh_Bhoya, Homeopathic medicine for boosting your immunity system! ભાજપ મહિલા મોરચા ખેરગામ તાલુકા @ShitalSoni16 @itcell1mm4guj @jigarpera @hetalpatelbjp @rcpatelmla @CRPaatil @Bjp4Navsari @BJP4Gujarat @narendramodi @vijayrupanibjp @jitu_vaghani #CoronaWarriors #COVID19 – at Khergam,2020-05-16 18:29:30+00:00,0,1,#CoronaWarriors #COVID19,Surat,Homeopathic medicine for boosting your immunity system vaghani CoronaWarriors COVID19 at Khergam,0,1766,580,862
ChiragRangholia,Our contribution as #architect and #engineer to fight #COVID19 pandemic in #India..!! #D3LAB #ARoyalCo #CreativesInTheTimeOfCorona @ishatalsania @harsh_patel2403,2020-05-16 12:42:55+00:00,0,1,#architect #engineer #COVID19 #India #D3LAB #ARoyalCo #CreativesInTheTimeOfCorona,Surat,Our contribution as architect and engineer to fight COVID19 pandemic in India D3LAB ARoyalCo CreativesInTheTimeOfCorona patel2403,0,1766,580,863
MSEducationCon1,International students: post-graduation work permit eligibility WON’T be affected if your Fall 2020 courses will be online due to #COVID19 Learn more: https://www.canada.ca/en/immigration-refugees-citizenship/news/notices/pgwpp-rules-covid19.html https://www.canada.ca/en/immigration-refugees-citizenship/news/notices/pgwpp-rules-covid19.html,2020-05-16 11:18:09+00:00,0,0,#COVID19,Surat,International students post graduation work permit eligibility WON T be affected if your Fall 2020 courses will be online due to COVID19 Learn more,1,1767,580,863
H30051990,#COVID19 Follow this link to join my WhatsApp group: https://chat.whatsapp.com/HWYvLq0tYSiEFGFvGqLwGU,2020-05-15 15:59:07+00:00,0,0,#COVID19,Surat,COVID19 Follow this link to join my WhatsApp group,0,1767,580,864
beingabhishek17,Everyone should see this video and follow it .. #justiceforcarry #lockdown #india #bharat #indiafightscorona #covid19 ,2020-05-15 14:20:12+00:00,0,0,#justiceforcarry #lockdown #india #bharat #indiafightscorona #covid19,Surat,Everyone should see this video and follow it justiceforcarry lockdown india bharat indiafightscorona covid19,0,1767,580,865
iamjaybothra,Elon Musk's Son not gonna have birthdays he's gonna have updates #ElonMusk #COVID #Covid19 Updates are - added ability to walk - fixed midnight crying bug - fixed hunger bar - removed 'foreskin' attachement - added vocabulary (beta) - ability to install apps-schooling @elonmusk,2020-05-15 10:39:13+00:00,0,1,#ElonMusk #COVID #Covid19,Surat,Elon Musk s Son not gonna have birthdays he s gonna have updates ElonMusk COVID Covid19 Updates are added ability to walk fixed midnight crying bug fixed hunger bar removed foreskin attachement added vocabulary beta ability to install apps schooling,0,1767,580,866
kmanishs01,“The #family is the test of freedom; because the family is the only thing that the free man makes for himself and by himself.” —Gilbert K. Chesterton #IDF #InternationalFamilyDay #StayHome #StayHomeStaySafe #corona #COVID19 #lockdownindia,2020-05-15 06:27:04+00:00,0,0,#family #IDF #InternationalFamilyDay #StayHome #StayHome #StayHomeStaySafe #corona #COVID19 #lockdownindia,Surat,The family is the test of freedom because the family is the only thing that the free man makes for himself and by himself Gilbert K Chesterton IDF InternationalFamilyDay StayHome StayHomeStaySafe corona COVID19 lockdownindia,1,1768,580,866
sanjaytirdiya,The #evil during times of #COVID19 ... Stay Strong Baby Girl! She was shot by brutal #Terrorists in #Kabul . She was injured but she survived . Her first operation was done successfully and she is waiting for the second one. Let us wish her best of health and a speedy recovery!,2020-05-15 05:31:33+00:00,0,0,#evil #COVID19 #Terrorists #Kabul,Surat,The evil during times of COVID19 Stay Strong Baby Girl She was shot by brutal Terrorists in Kabul She was injured but she survived Her first operation was done successfully and she is waiting for the second one Let us wish her best of health and a speedy recovery,1,1769,580,866
KavishDesai10,COVID-19 AND THE FUTURE OF TRAVEL. Posted a New Vlog on How Traveling would be in future. Click on the link to read. #blog #TravelTuesday #COVID19 https://www.instagram.com/p/CAMh9cKhc82/?igshid=wkf9r6uzkt59,2020-05-15 04:58:14+00:00,0,2,#blog #TravelTuesday #COVID19,Surat,COVID 19 AND THE FUTURE OF TRAVEL Posted a New Vlog on How Traveling would be in future Click on the link to read blog TravelTuesday COVID19,1,1770,580,866
jignesh_darbar,Homelock. #jigneshdarbar #instagram #instagram_ahmedabad #instagram_rajkot #mumbai_igers #delhi_igers #streetsofindia #_soi #streetphotography #covid19 #asusindia #shotonasus #street #quarantine #quarantinelife… https://www.instagram.com/p/CALSLkNBgWM/?igshid=mj1glbe2yh3f,2020-05-14 17:16:02+00:00,0,0,#jigneshdarbar #instagram #instagram_ahmedabad #instagram_rajkot #mumbai_igers #delhi_igers #streetsofindia #_soi #streetphotography #covid19 #asusindia #shotonasus #street #quarantine #quarantinelife,Surat,Homelock jigneshdarbar instagram instagram ahmedabad instagram rajkot mumbai igers delhi igers streetsofindia soi streetphotography covid19 asusindia shotonasus street quarantine quarantinelife,0,1770,580,867
ClaraFurniture,"Virus protective Face shield 98% transparency, Re-usable, washable, unbreakable, Long lasting durability. For inquiry: +91 9277755508 http://Www.claraacrylic.com #corona #coronavirus #covid19 #covid_19 #protection… https://www.instagram.com/p/CAKUcThBQwc/?igshid=12jot6ictsf6p",2020-05-14 08:16:34+00:00,0,0,#corona #coronavirus #covid19 #covid_19 #protection,Surat,Virus protective Face shield 98 transparency Re usable washable unbreakable Long lasting durability For inquiry 91 9277755508 corona coronavirus covid19 covid 19 protection,-1,1770,581,867
bardoliguide,3rd Round Sanitizer Spray At. Tajpor Bujarang Village. Very Good Work by Tajpor Administration to protect village against Covid-19. #tajporbujrang #covid19 #covid19india #IndiaFightsCorona #GujaratfightsCorona @… https://www.instagram.com/p/CAKCrTDDsDU/?igshid=zron11qd5n22,2020-05-14 05:41:19+00:00,0,0,#tajporbujrang #covid19 #covid19india #IndiaFightsCorona #GujaratfightsCorona,Surat,3rd Round Sanitizer Spray At Tajpor Bujarang Village Very Good Work by Tajpor Administration to protect village against Covid 19 tajporbujrang covid19 covid19india IndiaFightsCorona GujaratfightsCorona,1,1771,581,867
