Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,sadness,joy,fear,tentative,confident,anger
@Seldomcooker1 Do you really think the Trump Event contributed even a single #COVID19 +be case in Gujarat count ? This has nothing to do with supporting/opposing Modi/BJP. I firmly believe ppl use Trump event just score point when someone comes with #Tablighi Markaz event.,2020-05-24 13:19:06+00:00,0,1,#COVID19 #Tablighi,Ahmadabad,Do you really think the Trump Event contributed even a single COVID19 be case in Gujarat count This has nothing to do with supporting opposing Modi BJP I firmly believe ppl use Trump event just score point when someone comes with Tablighi Markaz event,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
I request many people that forget #covid19 not finished but day to day basis earn person market is open now situation is still same so never forget social distancing.,2020-05-24 07:49:25+00:00,0,1,#covid19,Ahmadabad,I request many people that forget covid19 not finished but day to day basis earn person market is open now situation is still same so never forget social distancing,"[{'score': 0.65503, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
India's Sanitizer Market Touched Rs 43 Crore In March From Rs 10 Crore A Year Ago Due To #Covid19 Pandemic,2020-05-24 05:09:28+00:00,0,1,#Covid19,Ahmadabad,India s Sanitizer Market Touched Rs 43 Crore In March From Rs 10 Crore A Year Ago Due To Covid19 Pandemic,"[{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
An interesting approach to estimating #covid19 viral spread dynamics.. Could be helpful in directing/ prepping necessary healthcare resources @PrinSciAdvGoI @RenuSwarup @DBTIndia @ICMRDELHI @IndiaDST @ChaitanyaGJoshi @CMOGuj @gujratsamachar @sandeshnews @pallavabagla,2020-05-24 02:15:49+00:00,0,2,#covid19,Ahmadabad,An interesting approach to estimating covid19 viral spread dynamics Could be helpful in directing prepping necessary healthcare resources,[],,,,,,,
A solemn reminder of the true cost of #covid19 ,2020-05-24 01:43:47+00:00,1,1,#covid19,Ahmadabad,A solemn reminder of the true cost of covid19,"[{'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,,1.0,
गुजराती कुछ भी बना सकते हैं । Don't Underestimate the Power of Gujarati #GujaratiKhakhara #CoronaSpecial #Khakhara #COVID19 ,2020-05-23 17:23:00+00:00,6,43,#GujaratiKhakhara #CoronaSpecial #Khakhara #COVID19,Ahmadabad,Don t Underestimate the Power of Gujarati GujaratiKhakhara CoronaSpecial Khakhara COVID19,[],,,,,,,
It's been 6 yrs of #ModiGovernment Surely they have done everything to remain in power. Its fucking doesn't matter who's government is in power.What really matters is how people are suffering!!! #COVID19India #COVID19 #Lockdown4,2020-05-23 17:16:42+00:00,0,0,#ModiGovernment #COVID19India #COVID19 #Lockdown4,Ahmadabad,It s been 6 yrs of ModiGovernment Surely they have done everything to remain in power Its fucking doesn t matter who s government is in power What really matters is how people are suffering COVID19India COVID19 Lockdown4,"[{'score': 0.555778, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,,1.0
Pray #everythingwillbeok Online yoga class- yogaurmi@gmail.com #yogaonline #onlineyoga #stayhome #stayhappy #stayhealthy #covıd19 #yogalifestyle #backbends #yogastretch #yogainstructor #yogainspiration… https://www.instagram.com/p/CAiU3Hbjfhh/?igshid=o0vt4remugla,2020-05-23 16:02:08+00:00,0,2,#everythingwillbeok #yogaonline #onlineyoga #stayhome #stayhome #stayhappy #stayhealthy #cov #yogalifestyle #backbends #yogastretch #yogainstructor #yogainspiration,Ahmadabad,Pray everythingwillbeok Online yoga class yogaurmi com yogaonline onlineyoga stayhome stayhappy stayhealthy cov d19 yogalifestyle backbends yogastretch yogainstructor yogainspiration,[],,,,,,,
Super meta study that suggests that the mutations acquired by #covid19 are unlikely to have increased its transmission capacity through human pop @PrinSciAdvGoI @ICMRDELHI @DBTIndia @RenuSwarup @IndiaDST @gbrc_gujarat @ChaitanyaGJoshi,2020-05-23 14:22:53+00:00,0,2,#covid19,Ahmadabad,Super meta study that suggests that the mutations acquired by covid19 are unlikely to have increased its transmission capacity through human pop gujarat,[],,,,,,,
Cheers @EricTopol for bringing this up! @PrinSciAdvGoI office advised using cloth mask many weeks ago for the entire Indian population #covid19 #MasksSaveLives #masksforall,2020-05-23 14:10:16+00:00,0,6,#covid19 #MasksSaveLives #masksforall,Ahmadabad,Cheers for bringing this up office advised using cloth mask many weeks ago for the entire Indian population covid19 MasksSaveLives masksforall,[],,,,,,,
Sir @bismay_inc do you have any study confirming your claim ? Even a raw data ? Do you know when was the first #Covid19 +ve case of Ahmedabad reported ? What was first patients history? Which areas of Ahm have max +ve cases? I be obe obliged if you can please provide this?,2020-05-23 13:27:21+00:00,0,0,#Covid19,Ahmadabad,Sir inc do you have any study confirming your claim Even a raw data Do you know when was the first Covid19 ve case of Ahmedabad reported What was first patients history Which areas of Ahm have max ve cases I be obe obliged if you can please provide this,"[{'score': 0.6731, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
#Covid19 State Dashboard For Latest Corona Updates,2020-05-23 12:22:59+00:00,0,0,#Covid19,Ahmadabad,Covid19 State Dashboard For Latest Corona Updates,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
#CoronaUpdate on 23rd May 2020 #COVID19 #CoronaVirusUpdates – at Ahmedabad Haat,2020-05-23 11:57:10+00:00,0,0,#CoronaUpdate #COVID19 #CoronaVirusUpdates,Ahmadabad,CoronaUpdate on 23rd May 2020 COVID19 CoronaVirusUpdates at Ahmedabad Haat,"[{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
@SonuSood Hats off to you Sir #SonuSood for your good work regarding migrant workers. Salute to you . #India @PMOIndia #MigrantWorkers #covid19 #COVIDー19 #CoronaUpdatesInIndia #corona #COVID19India #MigrantLabourers #Sonu_Sood,2020-05-23 11:38:07+00:00,2,2,#SonuSood #India #MigrantWorkers #covid19 #COVID #CoronaUpdatesInIndia #corona #COVID19India #MigrantLabourers #Sonu_Sood,Ahmadabad,Hats off to you Sir SonuSood for your good work regarding migrant workers Salute to you India MigrantWorkers covid19 COVID 19 CoronaUpdatesInIndia corona COVID19India MigrantLabourers Sonu Sood,[],,,,,,,
Maninagar - Isanpur Road Blocked Again! #Covid19 #StayHome #StaySafe #Ahmedabad @abpasmitatv @ahmedabadmirror @Zee24Kalak @News18Guj @tv9gujarati,2020-05-23 05:49:58+00:00,0,0,#Covid19 #StayHome #StayHome #StaySafe #Ahmedabad,Ahmadabad,Maninagar Isanpur Road Blocked Again Covid19 StayHome StaySafe Ahmedabad,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Absolutely critical study on remdesivir treatment in #covid19 patients @PrinSciAdvGoI @DBTIndia @RenuSwarup @drharshvardhan @ICMRDELHI @PMOIndia @SciComm_India @CMOGuj @pallavabagla @sandeshnews @gujratsamachar @timesofindia @TimesNow,2020-05-23 02:23:57+00:00,0,4,#covid19,Ahmadabad,Absolutely critical study on remdesivir treatment in covid19 patients India,"[{'score': 0.928569, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,,1.0,
"Advice To People To Stay Home & Stay Safe Use Good Quality Sanitiser #goQUICKCLEAN #Sanitiser #VocalFORlocal #MakeInIndia #COVID19 #Lockdown #ahmedabad #ahmedabaddiaries #ahmedabad_instagram @Ahmedabad, India https://www.instagram.com/p/CAf1x-_n8Ak/?igshid=w3vmfzr2wesf",2020-05-22 16:51:54+00:00,0,1,#goQUICKCLEAN #Sanitiser #VocalFORlocal #MakeInIndia #COVID19 #Lockdown #ahmedabad #ahmedabaddiaries #ahmedabad_instagram,Ahmadabad,Advice To People To Stay Home Stay Safe Use Good Quality Sanitiser goQUICKCLEAN Sanitiser VocalFORlocal MakeInIndia COVID19 Lockdown ahmedabad ahmedabaddiaries ahmedabad instagram India,"[{'score': 0.678263, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"In last 24 hours, 363 new #COVID19 cases reported in #Gujarat , taking the state's tally to 13,273 cases including 5880 cured/discharged and 802 deaths: State Health Department @GujHFWDept #CoronaVirusUpdates #GujaratFightsCovid19 #jayantiravi",2020-05-22 14:52:43+00:00,0,0,#COVID19 #Gujarat #CoronaVirusUpdates #GujaratFightsCovid19 #jayantiravi,Ahmadabad,In last 24 hours 363 new COVID19 cases reported in Gujarat taking the state s tally to 13 273 cases including 5880 cured discharged and 802 deaths State Health Department CoronaVirusUpdates GujaratFightsCovid19 jayantiravi,"[{'score': 0.518035, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
"Stop expenditure on advertisement of Gujarat Govt in the time of pandemic of #covid19. Instead of spending on advertisement, spend that amount on Govt hospitals, ventilators, and purchasing other equipments. Stop advertisement on #HupanCoronaWorrior events. @PMOIndia @CMOGuj",2020-05-22 13:09:45+00:00,0,4,#covid19 #HupanCoronaWorrior,Ahmadabad,Stop expenditure on advertisement of Gujarat Govt in the time of pandemic of covid19 Instead of spending on advertisement spend that amount on Govt hospitals ventilators and purchasing other equipments Stop advertisement on HupanCoronaWorrior events,"[{'score': 0.761344, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
“Yoga takes you into the present moment. The only place where life exists.“ Online yoga class- yogaurmi@gmail.com #yogaonline #onlineyoga #stayhome #stayhappy #stayhealthy #covıd19 #yogalifestyle #backbends… https://www.instagram.com/p/CAfCVjuDaU7/?igshid=1hy9jghauz4lw,2020-05-22 09:22:39+00:00,0,0,#yogaonline #onlineyoga #stayhome #stayhome #stayhappy #stayhealthy #cov #yogalifestyle #backbends,Ahmadabad,Yoga takes you into the present moment The only place where life exists Online yoga class yogaurmi com yogaonline onlineyoga stayhome stayhappy stayhealthy cov d19 yogalifestyle backbends,"[{'score': 0.797895, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
Covid 19 Leads to such measure which should be highly appreciated A restaurant in coimbatore delivers their food like this !! Saw this on Facebook ! #NewReality #COVID19 #Delivery #Measures,2020-05-22 09:13:51+00:00,0,0,#NewReality #COVID19 #Delivery #Measures,Ahmadabad,Covid 19 Leads to such measure which should be highly appreciated A restaurant in coimbatore delivers their food like this Saw this on Facebook NewReality COVID19 Delivery Measures,"[{'score': 0.711887, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"#covid19 #lockdown #morning People are successful not necessarily because they work hard. They just do the right things in given situations. #shadesofshivanjali @Ahmedabad, India https://www.instagram.com/p/CAeaX0WAPd7fl6R71p4_7GP-JOf7uspxRhrMW80/?igshid=12p6axc29vklr",2020-05-22 03:33:10+00:00,0,0,#covid19 #lockdown #morning #shadesofshivanjali,Ahmadabad,covid19 lockdown morning People are successful not necessarily because they work hard They just do the right things in given situations shadesofshivanjali India,"[{'score': 0.594786, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
#COVID19 May your soul rest in peace. कितना दोगला है तू? ,2020-05-21 23:36:24+00:00,0,0,#COVID19,Ahmadabad,COVID19 May your soul rest in peace,"[{'score': 0.622536, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.91961, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,,1.0,,
Happy International Tea Day !!! Its Chai Time and we miss sipping on this Garam cutting chai ki pyaali with some Bun Maska!!! #jainfoodgasm #jainfood #jainfoodie #covid19 #stayhome #quarantine #mumbai #buzzfeed… https://www.instagram.com/p/CAcmj3alkEv/?igshid=y0c5w6pedjvg,2020-05-21 10:41:11+00:00,0,0,#jainfoodgasm #jainfood #jainfoodie #covid19 #stayhome #stayhome #quarantine #mumbai #buzzfeed,Ahmadabad,Happy International Tea Day Its Chai Time and we miss sipping on this Garam cutting chai ki pyaali with some Bun Maska jainfoodgasm jainfood jainfoodie covid19 stayhome quarantine mumbai buzzfeed,"[{'score': 0.647727, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
Online yoga class- yogaurmi@gmail.com #yogaonline #onlineyoga #stayhome #stayhappy #stayhealthy #covıd19 #yogalifestyle #backbends #yogastretch #yogainstructor #yogainspiration #yogateacher #yogatravel #yogagirl… https://www.instagram.com/p/CAclvGXjZAK/?igshid=pyn7av7sacp6,2020-05-21 10:34:03+00:00,0,0,#yogaonline #onlineyoga #stayhome #stayhome #stayhappy #stayhealthy #cov #yogalifestyle #backbends #yogastretch #yogainstructor #yogainspiration #yogateacher #yogatravel #yogagirl,Ahmadabad,Online yoga class yogaurmi com yogaonline onlineyoga stayhome stayhappy stayhealthy cov d19 yogalifestyle backbends yogastretch yogainstructor yogainspiration yogateacher yogatravel yogagirl,"[{'score': 0.568712, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
All private hospitals taken over by Gujarat Govt as #Covid19 hospitals asking to deposit Rs. 2 Lac to 4 Lac before admitting patient of Covid19 suspect. Missing @narendramodi ji as our CM. Take action @PMOIndia #Gujarat #Ahmedabad #India #COVID19India #coronaupdatesindia #corona,2020-05-21 04:36:16+00:00,0,0,#Covid19 #Gujarat #Ahmedabad #India #COVID19India #coronaupdatesindia #corona,Ahmadabad,All private hospitals taken over by Gujarat Govt as Covid19 hospitals asking to deposit Rs 2 Lac to 4 Lac before admitting patient of Covid19 suspect Missing ji as our CM Take action Gujarat Ahmedabad India COVID19India coronaupdatesindia corona,"[{'score': 0.661711, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
#covid19 #lockdown #morning #water #summer2k20 #people #kids #bachpan #Temple Diversity is the basis and strength of Natural Existence. It should also be a fundamental element of a… https://www.instagram.com/p/CAbwgjJgo61fko4TtcpcnQrnq197NPmKnZOVBg0/?igshid=1fyts2s9bbylc,2020-05-21 02:48:53+00:00,0,0,#covid19 #lockdown #morning #water #summer2k20 #people #kids #bachpan #Temple,Ahmadabad,covid19 lockdown morning water summer2k20 people kids bachpan Temple Diversity is the basis and strength of Natural Existence It should also be a fundamental element of a,"[{'score': 0.602111, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"Health & Family Welfare Minister , Government of India @drharshvardhan ji is appointed as, Working Chairman of @WHO, it’s proud moment for country, particularly during #COVID19 pandemic. I wish him all the success. ",2020-05-20 13:38:39+00:00,12,38,#COVID19,Ahmadabad,Health Family Welfare Minister Government of India ji is appointed as Working Chairman of it s proud moment for country particularly during COVID19 pandemic I wish him all the success,"[{'score': 0.847287, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"The fake ventilator scam: No DGCI licence for 900 fake ventilators, performance trial held only on one patient. Take action @PMOIndia @drharshvardhan #Gujarat #FakeVentilators #India #Ahmedabad #COVID19 #corona #coronaupdatesindia @narendramodi",2020-05-20 08:45:14+00:00,0,1,#Gujarat #FakeVentilators #India #Ahmedabad #COVID19 #corona #coronaupdatesindia,Ahmadabad,The fake ventilator scam No DGCI licence for 900 fake ventilators performance trial held only on one patient Take action Gujarat FakeVentilators India Ahmedabad COVID19 corona coronaupdatesindia,[],,,,,,,
And we r proud of u guys sir. In all platforms (#Global / ) we at #BHUNGROO team always give ur example 4 grassroot #learning #knowledge #empathy. Will love 2 do a series on #women #Farmers &amp; #climate #shocks agnst #COVID19 @trbjain,2020-05-20 06:51:04+00:00,0,0,#Global #BHUNGROO #learning #knowledge #empathy #women #Farmers #climate #shocks #COVID19,Ahmadabad,And we r proud of u guys sir In all platforms Global we at BHUNGROO team always give ur example 4 grassroot learning knowledge empathy Will love 2 do a series on women Farmers amp climate shocks agnst COVID19,"[{'score': 0.788237, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.628634, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,1.0,
I swear! I was scared to even step out of my Car! Positive #COVID19 cases in Ahmedabad will increase immensely in coming week! Just praying for safety! #Ahmedabad,2020-05-20 05:57:17+00:00,0,2,#COVID19 #Ahmedabad,Ahmadabad,I swear I was scared to even step out of my Car Positive COVID19 cases in Ahmedabad will increase immensely in coming week Just praying for safety Ahmedabad,"[{'score': 0.940243, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,1.0,,,
Relaxation is only given by government. Corona hasn't given relaxation. #COVID #StayHomeSaveLives #tiktokexposed #tiktokbanindia #COVID19 #PMQs,2020-05-20 02:02:09+00:00,0,1,#COVID #StayHomeSaveLives #tiktokexposed #tiktokbanindia #COVID19 #PMQs,Ahmadabad,Relaxation is only given by government Corona hasn t given relaxation COVID StayHomeSaveLives tiktokexposed tiktokbanindia COVID19 PMQs,[],,,,,,,
Yoga - Happiness Online yoga class- yogaurmi@gmail.com #yogaonline #onlineyoga #stayhome #stayhappy #stayhealthy #covıd19 #yogalifestyle #backbends #yogastretch #yogainstructor #yogainspiration #yogateacher… https://www.instagram.com/p/CAYGk4FDDpr/?igshid=tba37whwe07n,2020-05-19 16:44:45+00:00,0,0,#yogaonline #onlineyoga #stayhome #stayhome #stayhappy #stayhealthy #cov #yogalifestyle #backbends #yogastretch #yogainstructor #yogainspiration #yogateacher,Ahmadabad,Yoga Happiness Online yoga class yogaurmi com yogaonline onlineyoga stayhome stayhappy stayhealthy cov d19 yogalifestyle backbends yogastretch yogainstructor yogainspiration yogateacher,"[{'score': 0.930427, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
Lockdown be like: Starting your car after a long time | |_ _ _ _ _ _ _ _ _ _ _ _ _ | Getting it serviced _ _ _ _ _ _ _ _ _ _ _ _ _ | | | Keep on driving with Flat Tyres. #Lockdownextention #COVID19 #CarService,2020-05-19 16:38:48+00:00,0,0,#Lockdownextention #COVID19 #CarService,Ahmadabad,Lockdown be like Starting your car after a long time Getting it serviced Keep on driving with Flat Tyres Lockdownextention COVID19 CarService,"[{'score': 0.532898, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,,1.0
"When #Ahmedabad is heading with highest no of covid cases in #Gujarat, why is @ZydusHospitals not a #COVID19 hospital, ask city pvt hospitals who have been included by @AmdavadAMC in their list of 42. My report: https://ahmedabadmirror.indiatimes.com/ahmedabad/others/why-is-zydus-not-a-covid-hospital/articleshow/75813116.cms #Corona",2020-05-19 16:15:51+00:00,3,6,#Ahmedabad #Gujarat #COVID19 #Corona,Ahmadabad,When Ahmedabad is heading with highest no of covid cases in Gujarat why is not a COVID19 hospital ask city pvt hospitals who have been included by in their list of 42 My report Corona,[],,,,,,,
Yoga - Happiness Online yoga class- yogaurmi@gmail.com #yogaonline #onlineyoga #stayhome #stayhappy #stayhealthy #covıd19 #yogalifestyle #backbends #yogastretch #yogainstructor #yogainspiration #yogateacher… https://www.instagram.com/p/CAXjPzuDIgK/?igshid=t3bpaim0vugt,2020-05-19 11:36:28+00:00,0,0,#yogaonline #onlineyoga #stayhome #stayhome #stayhappy #stayhealthy #cov #yogalifestyle #backbends #yogastretch #yogainstructor #yogainspiration #yogateacher,Ahmadabad,Yoga Happiness Online yoga class yogaurmi com yogaonline onlineyoga stayhome stayhappy stayhealthy cov d19 yogalifestyle backbends yogastretch yogainstructor yogainspiration yogateacher,"[{'score': 0.930427, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"We've created this video clip in in a school. But the purpose of posting it is different today. It depicts mindset of people when they heard that lockdown 4 gives some liberty, We need behavioural changes to fight with pandemic, plz understand that! #COVID19 #StayHomeStaySafe – at Bopal circle",2020-05-19 07:50:05+00:00,0,1,#COVID19 #StayHomeStaySafe,Ahmadabad,We ve created this video clip in in a school But the purpose of posting it is different today It depicts mindset of people when they heard that lockdown 4 gives some liberty We need behavioural changes to fight with pandemic plz understand that COVID19 StayHomeStaySafe at Bopal circle,"[{'score': 0.500592, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
Request:Start Mail and passenger trains across India forthwith.Lockdown 4 is no lockdown in true sense.@PMOIndia @PiyushGoyal @RailMinIndia @RailwaySeva @WesternRly @RailwayNorthern #IndianRailways #Rail #Railway #India #Lockdown4 #Lockdownextention #lockdown4guidelines #covid19,2020-05-19 03:54:50+00:00,0,0,#IndianRailways #Rail #Railway #India #Lockdown4 #Lockdownextention #lockdown4guidelines #covid19,Ahmadabad,Request Start Mail and passenger trains across India forthwith Lockdown 4 is no lockdown in true sense IndianRailways Rail Railway India Lockdown4 Lockdownextention lockdown4guidelines covid19,[],,,,,,,
https://www.medicalnewstoday.com/articles/why-does-sars-cov-2-spread-so-easily why does #COVID19 spread so fast ?? @CSIR_IND,2020-05-19 02:56:11+00:00,0,0,#COVID19,Ahmadabad,why does COVID19 spread so fast IND,[],,,,,,,
"By Showing false figure of 10% of GDP = 20 Lac Cr in economic package declaration,U may make people fool but deep inside u know,U spoke a blunt lie. One line from Gandhiji for central Govt "" असत् माहिथी, प्रभु परम सत्य तू लय जा "" @PMOIndia @nsitharaman @narendramodi #covid19",2020-05-19 02:06:07+00:00,2,0,#covid19,Ahmadabad,By Showing false figure of 10 of GDP 20 Lac Cr in economic package declaration U may make people fool but deep inside u know U spoke a blunt lie One line from Gandhiji for central Govt covid19,"[{'score': 0.734398, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
This one is Really a Big News amdist this Pandemic if its True . @MadhishParikh @kumarmanish9 @ipsvipul_ @MoHFW_INDIA @WHO @ShrutiKushwah @themahendrab @rpharms @AmitHPanchal @DeepalTrevedie @moderna_tx #COVID19 #lockdown4guidelines,2020-05-19 00:53:28+00:00,2,5,#COVID19 #lockdown4guidelines,Ahmadabad,This one is Really a Big News amdist this Pandemic if its True INDIA tx COVID19 lockdown4guidelines,"[{'score': 0.743104, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
 Still thinking of going out to play with death? #StayHomeStaySafe to contain the #COVID19! ,2020-05-18 22:13:21+00:00,0,1,#StayHomeStaySafe #COVID19,Ahmadabad,Still thinking of going out to play with death StayHomeStaySafe to contain the COVID19,"[{'score': 0.637735, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.874319, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
Boost your immunity naturally during lockdown Browse the link http://www.ealmihtig.com and get easy and super immunity to fight against the Covid-19 pandemic. #covid19 #gocorona #stayhome #staysafe #coronavirus… https://www.instagram.com/p/CAV7MC6jGcm/?igshid=4uzhxc0vn42d,2020-05-18 20:26:46+00:00,0,1,#covid19 #gocorona #stayhome #stayhome #staysafe #coronavirus,Ahmadabad,Boost your immunity naturally during lockdown Browse the link and get easy and super immunity to fight against the Covid 19 pandemic covid19 gocorona stayhome staysafe coronavirus,"[{'score': 0.673248, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
How to make Poha; Healthy & Quick Breakfast Recipe; Poha- flatten rice f... https://youtu.be/eJJlYDsETSI via @YouTube - one of the best chef @sohamchef please subscribe his channel for the best recipes when you’re #homequarantined and stay away from #coronavirus #covid19,2020-05-18 18:45:53+00:00,0,1,#homequarantined #coronavirus #covid19,Ahmadabad,How to make Poha Healthy Quick Breakfast Recipe Poha flatten rice f via one of the best chef please subscribe his channel for the best recipes when you re homequarantined and stay away from coronavirus covid19,"[{'score': 0.92882, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
#COVID19 #India #IndiaFightsCorona #Lockdown3 Confirmed Active Recovered Deceased [+4641] [+2436] [+130] 100340 57948 39231 3155 #GujaratCoronaUpdate 11746 6248 4804 694 #Ahmedabad 8683 [+263] 555,2020-05-18 17:42:52+00:00,0,1,#COVID19 #India #IndiaFightsCorona #Lockdown3 #GujaratCoronaUpdate #Ahmedabad,Ahmadabad,COVID19 India IndiaFightsCorona Lockdown3 Confirmed Active Recovered Deceased 4641 2436 130 100340 57948 39231 3155 GujaratCoronaUpdate 11746 6248 4804 694 Ahmedabad 8683 263 555,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Yoga with Mom Online yoga class- yogaurmi@gmail.com #yogaonline #onlineyoga #stayhome #stayhappy #stayhealthy #covıd19 #yogalifestyle #backbends #yogastretch #yogainstructor #yogainspiration #yogateacher… https://www.instagram.com/p/CAVcZjejPJW/?igshid=1teuxg71loq36,2020-05-18 15:57:44+00:00,0,0,#yogaonline #onlineyoga #stayhome #stayhome #stayhappy #stayhealthy #cov #yogalifestyle #backbends #yogastretch #yogainstructor #yogainspiration #yogateacher,Ahmadabad,Yoga with Mom Online yoga class yogaurmi com yogaonline onlineyoga stayhome stayhappy stayhealthy cov d19 yogalifestyle backbends yogastretch yogainstructor yogainspiration yogateacher,"[{'score': 0.721068, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"Is there any scientific and quantifiable definition as above or below what number of active cases lockdown has to be imposed or to be lifted ? If No, why it was imposed and how it is being lifted now ? #Lockdown4 #lockdown4guidelines #COVID19",2020-05-18 15:25:17+00:00,0,0,#Lockdown4 #lockdown4guidelines #COVID19,Ahmadabad,Is there any scientific and quantifiable definition as above or below what number of active cases lockdown has to be imposed or to be lifted If No why it was imposed and how it is being lifted now Lockdown4 lockdown4guidelines COVID19,"[{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.560381, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,1.0,,
Online yoga class- yogaurmi@gmail.com #yogaonline #onlineyoga #stayhome #stayhappy #stayhealthy #covıd19 #yogalifestyle #backbends #yogastretch #yogainstructor #yogainspiration #yogateacher #yogatravel #yogagirl… https://www.instagram.com/p/CAVXk5Fjirr/?igshid=e2s2ftenaymq,2020-05-18 15:15:35+00:00,0,0,#yogaonline #onlineyoga #stayhome #stayhome #stayhappy #stayhealthy #cov #yogalifestyle #backbends #yogastretch #yogainstructor #yogainspiration #yogateacher #yogatravel #yogagirl,Ahmadabad,Online yoga class yogaurmi com yogaonline onlineyoga stayhome stayhappy stayhealthy cov d19 yogalifestyle backbends yogastretch yogainstructor yogainspiration yogateacher yogatravel yogagirl,"[{'score': 0.568712, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
Online yoga class- yogaurmi@gmail.com #yogaonline #onlineyoga #stayhome #stayhappy #stayhealthy #covıd19 #yogalifestyle #backbends #yogastretch #yogainstructor #yogainspiration #yogateacher #yogatravel #yogagirl… https://www.instagram.com/p/CAVXhXwDYah/?igshid=1ixq12sea0351,2020-05-18 15:15:07+00:00,0,0,#yogaonline #onlineyoga #stayhome #stayhome #stayhappy #stayhealthy #cov #yogalifestyle #backbends #yogastretch #yogainstructor #yogainspiration #yogateacher #yogatravel #yogagirl,Ahmadabad,Online yoga class yogaurmi com yogaonline onlineyoga stayhome stayhappy stayhealthy cov d19 yogalifestyle backbends yogastretch yogainstructor yogainspiration yogateacher yogatravel yogagirl,"[{'score': 0.568712, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
No doubt ahmedabad has high number of Covid-19 cases #COVID19 #Ahmedabad #AhmedabadFightsCorona #IRCTC – at Sabarmati Railway Station,2020-05-18 10:47:53+00:00,0,0,#COVID19 #Ahmedabad #AhmedabadFightsCorona #IRCTC,Ahmadabad,No doubt ahmedabad has high number of Covid 19 cases COVID19 Ahmedabad AhmedabadFightsCorona IRCTC at Sabarmati Railway Station,"[{'score': 0.816764, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,,1.0,
