Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,confident,sadness,tentative,analytical,fear,anger
Hopefully soon we will see progress in recovery of #covid19 cases,2020-05-08 14:53:29+00:00,0,3,#covid19,Delhi,Hopefully soon we will see progress in recovery of covid19 cases,"[{'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,
Please save dharavi either this fire will consume whole mumbai #Dharavi #mumbai #covid19,2020-05-08 14:46:03+00:00,0,0,#Dharavi #mumbai #covid19,Delhi,Please save dharavi either this fire will consume whole mumbai Dharavi mumbai covid19,"[{'score': 0.851087, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
We thank the Red Cross Society for its contribution to the fight against #COVID19 . The Red Cross has always reached out to help people in every crisis and this organization is a great example of human welfare which is an example for all. #WorldRedCrossDay @IndianRedCross,2020-05-08 14:41:10+00:00,0,4,#COVID19 #WorldRedCrossDay,Delhi,We thank the Red Cross Society for its contribution to the fight against COVID19 The Red Cross has always reached out to help people in every crisis and this organization is a great example of human welfare which is an example for all WorldRedCrossDay,"[{'score': 0.673969, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.769444, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.74355, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,1.0,,
Sperm containing virus raises small risk of #COVID19 spread via sex: study - Reuters @MIUI|,2020-05-08 14:39:22+00:00,1,6,#COVID19,Delhi,Sperm containing virus raises small risk of COVID19 spread via sex study Reuters,[],,,,,,,
Kudos! Community awareness (with safety protocols) is key to contain #COVID19 pandemic. #Odisha shows the way! @Vijaykulange @skilledinodisha,2020-05-08 14:30:10+00:00,1,72,#COVID19 #Odisha,Delhi,Kudos Community awareness with safety protocols is key to contain COVID19 pandemic Odisha shows the way,"[{'score': 0.610552, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
#IndiaFightsCorona: Let's be thankful to delivery staff for ensuring uninterrupted supply of essential products during #COVID19 lockdown. #StaySafe #StayHome,2020-05-08 14:20:50+00:00,5,4,#IndiaFightsCorona #COVID19 #StaySafe #StayHome #StayHome,Delhi,IndiaFightsCorona Let s be thankful to delivery staff for ensuring uninterrupted supply of essential products during COVID19 lockdown StaySafe StayHome,"[{'score': 0.718753, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.522484, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
"Indian medics wearing PPE’s wait for stranded passengers from Singapore to arrive at the IGI airport, New Delhi. The Indian government has started flights to repatriate its citizens wanting to come back. #COVID19 #VandeBharatMission",2020-05-08 14:02:22+00:00,2,4,#COVID19 #VandeBharatMission,Delhi,Indian medics wearing PPE s wait for stranded passengers from Singapore to arrive at the IGI airport New Delhi The Indian government has started flights to repatriate its citizens wanting to come back COVID19 VandeBharatMission,"[{'score': 0.580722, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
"#COVID19 A total of 1437788 samples have been tested as on 08 May 2020 Yesterday, testing figure was : 1357413 80,375 samples tested in last 24 hours.",2020-05-08 13:20:27+00:00,1,5,#COVID19,Delhi,COVID19 A total of 1437788 samples have been tested as on 08 May 2020 Yesterday testing figure was 1357413 80 375 samples tested in last 24 hours,[],,,,,,,
Today video conferencing all congress work subject is #COVID19 help for people .,2020-05-08 13:19:49+00:00,2,1,#COVID19,Delhi,Today video conferencing all congress work subject is COVID19 help for people,"[{'score': 0.636484, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
First death reported today in GB Nagar due to #COVID19 ,2020-05-08 13:05:21+00:00,3,4,#COVID19,Delhi,First death reported today in GB Nagar due to COVID19,"[{'score': 0.704069, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
"In times of #COVID19 crisis, we have to go back to basics, staying happy with our family members, unshackling ourselves from bondages that guided us earlier &amp; following the very basic routines of #Hygiene &amp; #sanitation. #FridayMotivation #IndiaShares",2020-05-08 13:01:38+00:00,3,20,#COVID19 #Hygiene #sanitation #FridayMotivation #IndiaShares,Delhi,In times of COVID19 crisis we have to go back to basics staying happy with our family members unshackling ourselves from bondages that guided us earlier amp following the very basic routines of Hygiene amp sanitation FridayMotivation IndiaShares,"[{'score': 0.666113, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.649512, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
"Thanks for the kind words. I also enjoyed being a part of this @ISAMAddiction webinar &amp; presenting Indian #COVID19 &amp; #addiction scene. Great contributions from colleagues, @drrvrao , @drroshansindia , @Dr_ArpitP , @ydeepakaiims",2020-05-08 12:50:24+00:00,1,6,#COVID19 #addiction,Delhi,Thanks for the kind words I also enjoyed being a part of this webinar amp presenting Indian COVID19 amp addiction scene Great contributions from colleagues ArpitP,"[{'score': 0.882533, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"This #WorldRedCrossDay, let’s promise ourselves to be a helping hand for those in need and help the world to heal faster. #RedCrossDay #WorldRedCrossday2020 #HealthWorkers #COVID19 #IndiaFightsCorona #redcrossday… https://www.instagram.com/p/B_7RFK6n40a/?igshid=14kvzahorwpl",2020-05-08 11:58:33+00:00,0,1,#WorldRedCrossDay #RedCrossDay #WorldRedCrossday2020 #HealthWorkers #COVID19 #IndiaFightsCorona #redcrossday,Delhi,This WorldRedCrossDay let s promise ourselves to be a helping hand for those in need and help the world to heal faster RedCrossDay WorldRedCrossday2020 HealthWorkers COVID19 IndiaFightsCorona redcrossday,"[{'score': 0.500297, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Total 5 homeless resident #COVID19 positive in Shelter Code 14 Jhandewalan Central District, and name of Rani is correct name is Ravi, typo error. @MoHFW_INDIA",2020-05-08 11:57:55+00:00,2,2,#COVID19,Delhi,Total 5 homeless resident COVID19 positive in Shelter Code 14 Jhandewalan Central District and name of Rani is correct name is Ravi typo error INDIA,"[{'score': 0.787944, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
"All university students in Maharashtra, except those in the final year, will be promoted to the next class without examination due to #COVID19 lockdown. The final year examinations will be held in July: State Higher &amp; Technical Education Minister Uday Samant",2020-05-08 11:56:10+00:00,0,0,#COVID19,Delhi,All university students in Maharashtra except those in the final year will be promoted to the next class without examination due to COVID19 lockdown The final year examinations will be held in July State Higher amp Technical Education Minister Uday Samant,"[{'score': 0.85365, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
The AIIMS Director talks of the worst phase of #COVID19 in June / July &amp; #CBSE here plan exam during same period.,2020-05-08 11:55:58+00:00,0,0,#COVID19 #CBSE,Delhi,The AIIMS Director talks of the worst phase of COVID19 in June July amp CBSE here plan exam during same period,"[{'score': 0.652848, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
#आशारामजी_आश्रमद्वारा_कोरोना_सेवाकार्य is a recommendable work done by disciples of Sant Shri Asharamji Bapu in this critical time period of #lockdown. Many needy people are getting food and grains in this worst situation of #Covid19. ,2020-05-08 11:48:50+00:00,1,1,#lockdown #Covid19,Delhi,is a recommendable work done by disciples of Sant Shri Asharamji Bapu in this critical time period of lockdown Many needy people are getting food and grains in this worst situation of Covid19,"[{'score': 0.599938, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
"On May 1, the health dept. said while 223 #COVID19 cases were reported in Delhi, 383 people were reported positive from 99 containment zones. Next day, the bulletin said 384 cases were reported across the city but it also said 1,015 cases were reported from 96 containment zones. ",2020-05-08 11:27:05+00:00,2,5,#COVID19,Delhi,On May 1 the health dept said while 223 COVID19 cases were reported in Delhi 383 people were reported positive from 99 containment zones Next day the bulletin said 384 cases were reported across the city but it also said 1 015 cases were reported from 96 containment zones,[],,,,,,,
"Focus on 4 things; Hand washing system ( most HH don't have one), continuous campaign around health hygiene and nutrition, ensuring that people have mask and keep social distancing, most vulnerable households to be given ration and facilitating government entitlements.#COVID19 https://twitter.com/arvindkmalik/status/1258709876592668674",2020-05-08 11:01:44+00:00,0,2,#COVID19,Delhi,Focus on 4 things Hand washing system most HH don t have one continuous campaign around health hygiene and nutrition ensuring that people have mask and keep social distancing most vulnerable households to be given ration and facilitating government entitlements COVID19,[],,,,,,,
#COVID19 India Update: 216 districts which haven’t reported any case till date. 42 districts with no fresh cases in last 28 days. 29 districts with no fresh cases in last 21 days. 36 districts with no fresh cases in last 14 days. 46 districts with no fresh cases in last 7 days.,2020-05-08 10:56:08+00:00,302,1165,#COVID19,Delhi,COVID19 India Update 216 districts which haven t reported any case till date 42 districts with no fresh cases in last 28 days 29 districts with no fresh cases in last 21 days 36 districts with no fresh cases in last 14 days 46 districts with no fresh cases in last 7 days,"[{'score': 0.755037, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
"We may not reach peak, can flatten it befor if we observe precautions of #SocialDistancing Lav Agarwal JS @MoHFW_INDIA on AIIMS DIRECTOR Randip Guleria’s statement that spread of #COVID19 will peak in June-July ",2020-05-08 10:52:03+00:00,1,1,#SocialDistancing #COVID19,Delhi,We may not reach peak can flatten it befor if we observe precautions of SocialDistancing Lav Agarwal JS INDIA on AIIMS DIRECTOR Randip Guleria s statement that spread of COVID19 will peak in June July,"[{'score': 0.543864, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
Just change it to Zoom Zoom for #COVID19 version #Covid_19india,2020-05-08 10:51:01+00:00,0,3,#COVID19 #Covid_19india,Delhi,Just change it to Zoom Zoom for COVID19 version Covid 19india,"[{'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,
"Today 500+ fleet of electric vehicles at @eblu are managed on @AerisM2M Smart Fleet Platform. We thank Team #AerisIndia for continuous 24x7 proactive support provided as our fleet is deployed for #COVID19 essential services provision- Hyder Khan, CEO @eblu Godawari Emobility Ltd",2020-05-08 10:25:15+00:00,1,3,#AerisIndia #COVID19,Delhi,Today 500 fleet of electric vehicles at are managed on Smart Fleet Platform We thank Team AerisIndia for continuous 24x7 proactive support provided as our fleet is deployed for COVID19 essential services provision Hyder Khan CEO Godawari Emobility Ltd,[],,,,,,,
Beautiful Pictures @DivsiGupta do you believe Government will help to #SaveTourismJobs so we can visit these nice monuments post #COVID19 ??,2020-05-08 10:07:56+00:00,0,0,#SaveTourismJobs #COVID19,Delhi,Beautiful Pictures do you believe Government will help to SaveTourismJobs so we can visit these nice monuments post COVID19,"[{'score': 0.926187, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,1.0,,,
"Beautiful pictures. I hope, government will #SaveTourismJobs so we can visit these places post #COVID19",2020-05-08 10:05:36+00:00,0,2,#SaveTourismJobs #COVID19,Delhi,Beautiful pictures I hope government will SaveTourismJobs so we can visit these places post COVID19,"[{'score': 0.79262, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,1.0,,,
I am Agree with you and Post #COVID19 systems will change and help for survival and work out on revival also. #SaveTourismJobs,2020-05-08 10:01:48+00:00,0,2,#COVID19 #SaveTourismJobs,Delhi,I am Agree with you and Post COVID19 systems will change and help for survival and work out on revival also SaveTourismJobs,"[{'score': 0.560822, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
This video was deleted multiple times by #youtube. Is #covid19 a conspiracy plan. Today it is #ChineseVirus or from #china but tomorrow you may hear that #usa own citizens for million dollars have spread this virus. #coronavirus #lockdown https://youtu.be/qJXEvQrGBVc,2020-05-08 09:56:41+00:00,0,0,#youtube #covid19 #ChineseVirus #china #usa #coronavirus #lockdown,Delhi,This video was deleted multiple times by youtube Is covid19 a conspiracy plan Today it is ChineseVirus or from china but tomorrow you may hear that usa own citizens for million dollars have spread this virus coronavirus lockdown,"[{'score': 0.53071, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,1.0,,,
"States are changing labour laws.... after UP, it is MP next. Can labour law reforms be one positive of #COVID19 crisis? ",2020-05-08 09:27:29+00:00,1,9,#COVID19,Delhi,States are changing labour laws after UP it is MP next Can labour law reforms be one positive of COVID19 crisis,"[{'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
"4 Homeless Positive case in Night Shelter Code 14 Jhandewalan, last 4May one caretaker is also positive and quarantine at Jhajjar AIIMS @LtGovDelhi @ArvindKejriwal @DcpNorthDelhi #NidhiShrivastva #COVID19 @CHDIndia",2020-05-08 09:10:01+00:00,5,6,#NidhiShrivastva #COVID19,Delhi,4 Homeless Positive case in Night Shelter Code 14 Jhandewalan last 4May one caretaker is also positive and quarantine at Jhajjar AIIMS NidhiShrivastva COVID19,"[{'score': 0.709479, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.817737, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
"As we all have a lot of time in our hands currently, why not look up for some DIY activities, and create something of your own. Apart from a marginal redecoration, this activity will also help you feel at ease with your anxiety. #COVID19 #amxietyhelp #stressrelief #mentalhealth",2020-05-08 08:42:08+00:00,0,1,#COVID19 #amxietyhelp #stressrelief #mentalhealth,Delhi,As we all have a lot of time in our hands currently why not look up for some DIY activities and create something of your own Apart from a marginal redecoration this activity will also help you feel at ease with your anxiety COVID19 amxietyhelp stressrelief mentalhealth,"[{'score': 0.511089, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.542121, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.585016, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,1.0,1.0,
Sevron Foundation fight against Corona Virus Covid 19. #Covid19 #Coronavirus #FightCorona #Coronaindia #SafeFromcorona #StayAtHome #StaySafe #StayBless #stayfitathome @PMOIndia @TwitterSupport,2020-05-08 08:22:42+00:00,0,1,#Covid19 #Coronavirus #FightCorona #Coronaindia #SafeFromcorona #StayAtHome #StayAtHome #StaySafe #StayBless #stayfitathome,Delhi,Sevron Foundation fight against Corona Virus Covid 19 Covid19 Coronavirus FightCorona Coronaindia SafeFromcorona StayAtHome StaySafe StayBless stayfitathome,"[{'score': 0.743104, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
Sevron Foundation fight against Corona Virus Covid 19. #Covid19 #Coronavirus #FightCorona #Coronaindia #SafeFromcorona #StayAtHome #StaySafe #StayBless #StayFit,2020-05-08 08:20:41+00:00,0,1,#Covid19 #Coronavirus #FightCorona #Coronaindia #SafeFromcorona #StayAtHome #StayAtHome #StaySafe #StayBless #StayFit,Delhi,Sevron Foundation fight against Corona Virus Covid 19 Covid19 Coronavirus FightCorona Coronaindia SafeFromcorona StayAtHome StaySafe StayBless StayFit,"[{'score': 0.743104, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
IN India Book of Records *Food Distribution to Maximum People in 24 Hours During Lockdown* #ISKCONDelhi Kitchen achievements by the Blessings of HH Gopal Krishna Goswami Maharaj! @indiabookrecord @GKGmedia #JaiGuruDeva #COVID19 #COVIDResponse,2020-05-08 08:11:01+00:00,2,4,#ISKCONDelhi #JaiGuruDeva #COVID19 #COVIDResponse,Delhi,IN India Book of Records Food Distribution to Maximum People in 24 Hours During Lockdown ISKCONDelhi Kitchen achievements by the Blessings of HH Gopal Krishna Goswami Maharaj JaiGuruDeva COVID19 COVIDResponse,"[{'score': 0.68531, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
@bookmyshow along with @mybmc @CMOMaharashtra government are calling volunteers to fight #Covid19 https://www.surveymonkey.com/r/VQDFS7Y Sign up to know more. #Volunteer,2020-05-08 07:58:24+00:00,0,1,#Covid19 #Volunteer,Delhi,along with government are calling volunteers to fight Covid19 Sign up to know more Volunteer,"[{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"I am agree with you Ravi, I think government have another major issues for fight against #COVID19 first. Do they have enough money to support Industry like #IndianTourism ? #SaveTourismJobs #SaveIndianTourism",2020-05-08 07:51:52+00:00,0,2,#COVID19 #IndianTourism #SaveTourismJobs #SaveIndianTourism,Delhi,I am agree with you Ravi I think government have another major issues for fight against COVID19 first Do they have enough money to support Industry like IndianTourism SaveTourismJobs SaveIndianTourism,"[{'score': 0.508184, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,,1.0
New updates new video Keep supporting Please subscribe like share comment Thanks #gst #lockdown #covid19 ,2020-05-08 07:40:26+00:00,0,0,#gst #lockdown #covid19,Delhi,New updates new video Keep supporting Please subscribe like share comment Thanks gst lockdown covid19,"[{'score': 0.751664, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
While you're enjoying the luxury of your Houses and indulging in culinary delights spare a thought for 1000s of migrant labourers who are walking day and night with no food and water. They are the backbone of our nation. #migrants #FreeTrains4Workers #COVID19 #India,2020-05-08 07:19:38+00:00,2,2,#migrants #FreeTrains4Workers #COVID19 #India,Delhi,While you re enjoying the luxury of your Houses and indulging in culinary delights spare a thought for 1000s of migrant labourers who are walking day and night with no food and water They are the backbone of our nation migrants FreeTrains4Workers COVID19 India,"[{'score': 0.829439, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"This is HUGE!! The Economist praises Kerala. The Economist is the beating heart of Western Capitalism & the same Economist is now praising two Socialist models (Kerala & Vietnam), under two communist governments in Asia, for effectively tackling #COVID19 ",2020-05-08 07:18:00+00:00,0,0,#COVID19,Delhi,This is HUGE The Economist praises Kerala The Economist is the beating heart of Western Capitalism the same Economist is now praising two Socialist models Kerala Vietnam under two communist governments in Asia for effectively tackling COVID19,"[{'score': 0.504258, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
We applaud the selfless service of our #CoronaWarriors as #IndiaFightsCoronavirus. Together we will fight #COVID19. #IndiaSalutesCoronaWarriors #IndiaFightsCorona ,2020-05-08 07:01:55+00:00,0,2,#CoronaWarriors #IndiaFightsCoronavirus #COVID19 #IndiaSalutesCoronaWarriors #IndiaFightsCorona,Delhi,We applaud the selfless service of our CoronaWarriors as IndiaFightsCoronavirus Together we will fight COVID19 IndiaSalutesCoronaWarriors IndiaFightsCorona,[],,,,,,,
"The numbers shared in #Delhi Health Bulletin have been inconsistent, too. On May 3, for example, the bulletin said 1,071 cases were reported from 96 containment zones. From May 4, however, the bulletin stopped sending out the number of cases in containment zones. #COVID19 https://twitter.com/jeelanikash/status/1258638163582410752",2020-05-08 06:51:20+00:00,1,2,#Delhi #COVID19,Delhi,The numbers shared in Delhi Health Bulletin have been inconsistent too On May 3 for example the bulletin said 1 071 cases were reported from 96 containment zones From May 4 however the bulletin stopped sending out the number of cases in containment zones COVID19,"[{'score': 0.666663, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"Being a Muslim dominating state the simple reason behind Kerla's success rate in fighting #COVID19 is the cooperation of the patients, whereas in other parts of the country they spitted urinated pelted stones on the health &amp; security workers Bitter but true. #IndiaFightsCOVID19",2020-05-08 06:50:11+00:00,0,4,#COVID19 #IndiaFightsCOVID19,Delhi,Being a Muslim dominating state the simple reason behind Kerla s success rate in fighting COVID19 is the cooperation of the patients whereas in other parts of the country they spitted urinated pelted stones on the health amp security workers Bitter but true IndiaFightsCOVID19,"[{'score': 0.679542, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
What Do You Need To Start A #Business #goals2020 #lockdown #coronavirusinindia #sessions #webinars #talk #youth #livesession #loveyourself #leadershipqualities #motivationalquote #education #india #vision #MannKiBaat #stayhome #safe #family #leadership #motivation #COVID19 ,2020-05-08 06:38:47+00:00,1,3,#Business #goals2020 #lockdown #coronavirusinindia #sessions #webinars #talk #youth #livesession #loveyourself #leadershipqualities #motivationalquote #education #india #vision #MannKiBaat #stayhome #stayhome #safe #family #leadership #motivation #COVID19,Delhi,What Do You Need To Start A Business goals2020 lockdown coronavirusinindia sessions webinars talk youth livesession loveyourself leadershipqualities motivationalquote education india vision MannKiBaat stayhome safe family leadership motivation COVID19,"[{'score': 0.683649, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.791857, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
*That I exist is a perpetual surprise which is life.* - Rabindranath Tagore Stay safe. Beat the virus. #COVID19 #Covid_19 #COVID #coronavirusinindia #LockdownEnd #Wuhan #ChinaLiedAndPeopleDied #ChineseVirus,2020-05-08 06:34:56+00:00,2,2,#COVID19 #Covid_19 #COVID #coronavirusinindia #LockdownEnd #Wuhan #ChinaLiedAndPeopleDied #ChineseVirus,Delhi,That I exist is a perpetual surprise which is life Rabindranath Tagore Stay safe Beat the virus COVID19 Covid 19 COVID coronavirusinindia LockdownEnd Wuhan ChinaLiedAndPeopleDied ChineseVirus,"[{'score': 0.654315, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"On the World Red Cross and Red Crescent Day, I salute all those volunteers working on the front lines to save lives and stop the spread of #COVID19. #RedCrossDay #WorldRedCrossDay",2020-05-08 06:33:05+00:00,2,22,#COVID19 #RedCrossDay #WorldRedCrossDay,Delhi,On the World Red Cross and Red Crescent Day I salute all those volunteers working on the front lines to save lives and stop the spread of COVID19 RedCrossDay WorldRedCrossDay,"[{'score': 0.591203, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"#Manufacturing companies are working towards adapting to the #NewNormal, experimenting with new business models in order to survive #COVID19 @achyutaghosh @nvbjain @titli_chaterji @NASSCOMCoEIoT via @wef",2020-05-08 06:20:59+00:00,0,2,#Manufacturing #NewNormal #COVID19,Delhi,Manufacturing companies are working towards adapting to the NewNormal experimenting with new business models in order to survive COVID19 chaterji via,"[{'score': 0.520607, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.599421, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
#UNITEDSIKHS emergency relief team packing essential kits for sangat kept in #Quarantine centers. Join us in our efforts by donating to our #COVID19 Emergency Relief Mission https://unitedsikhs.org/donate/ Volunteer with us. https://unitedsikhs.org/join-united-sikhs/ #StaySafe #CoronaVirusIndia,2020-05-08 06:14:45+00:00,2,10,#UNITEDSIKHS #Quarantine #COVID19 #StaySafe #CoronaVirusIndia,Delhi,UNITEDSIKHS emergency relief team packing essential kits for sangat kept in Quarantine centers Join us in our efforts by donating to our COVID19 Emergency Relief Mission Volunteer with us StaySafe CoronaVirusIndia,"[{'score': 0.677322, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Glimpse of measure taken across #infychandigarh #COVID19 campus @Infosys @Sharmaji522. @Finacle https://twitter.com/Infosys/status/1258418487996960768,2020-05-08 06:04:22+00:00,1,0,#infychandigarh #COVID19,Delhi,Glimpse of measure taken across infychandigarh COVID19 campus,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
The goverment should convert the fear of the people into confidence #COVID19 #RahulFightsForIndia,2020-05-08 06:01:54+00:00,0,5,#COVID19 #RahulFightsForIndia,Delhi,The goverment should convert the fear of the people into confidence COVID19 RahulFightsForIndia,"[{'score': 0.930625, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,1.0,
"But it isn't about a day. Between May 1 and May 7, #Delhi has reported a total of 2,465 Covid-19 cases - more than 41 % of the total 5,980 infections reported since March 2, when the first one came to light. #COVID19 ",2020-05-08 06:01:37+00:00,7,11,#Delhi #COVID19,Delhi,But it isn t about a day Between May 1 and May 7 Delhi has reported a total of 2 465 Covid 19 cases more than 41 of the total 5 980 infections reported since March 2 when the first one came to light COVID19,[],,,,,,,
Imp - How to Covid - proof your home #COVID19 ,2020-05-08 06:00:13+00:00,3,8,#COVID19,Delhi,Imp How to Covid proof your home COVID19,"[{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
"General Advice To All Public. Please Be Alert, If You are Facing These Symptoms. #fever #cough #cold #breathingproblem #coronavirus #coronavirustreatment #coronavirusdisease #COVID19 #socialdistancing #physicaldistance",2020-05-08 05:53:21+00:00,0,0,#fever #cough #cold #breathingproblem #coronavirus #coronavirustreatment #coronavirusdisease #COVID19 #socialdistancing #physicaldistance,Delhi,General Advice To All Public Please Be Alert If You are Facing These Symptoms fever cough cold breathingproblem coronavirus coronavirustreatment coronavirusdisease COVID19 socialdistancing physicaldistance,[],,,,,,,
#roopaggarwal A series of events in 2020 : Is it planned? Are we safe? #DelhiRiots #COVID19 #MigrantsOnTheRoad #HandwaraMartyrs #vizaggasleaktragedy #aurangabadTrainAccident What now?,2020-05-08 05:52:27+00:00,0,1,#roopaggarwal #DelhiRiots #COVID19 #MigrantsOnTheRoad #HandwaraMartyrs #vizaggasleaktragedy #aurangabadTrainAccident,Delhi,roopaggarwal A series of events in 2020 Is it planned Are we safe DelhiRiots COVID19 MigrantsOnTheRoad HandwaraMartyrs vizaggasleaktragedy aurangabadTrainAccident What now,[],,,,,,,
#WorldRedCrossday2020 #Food for the voiceless and #Juices for the people was s served at different location. #Volunteer -To reach out to Help. #COVID19 #fridaymorning @TOIIndiaNews @ChiefSecyUP @dm_ghaziabad @ANI #SavePlanet #CoExistence,2020-05-08 05:46:45+00:00,9,9,#WorldRedCrossday2020 #Food #Juices #Volunteer #COVID19 #fridaymorning #SavePlanet #CoExistence,Delhi,WorldRedCrossday2020 Food for the voiceless and Juices for the people was s served at different location Volunteer To reach out to Help COVID19 fridaymorning ghaziabad SavePlanet CoExistence,"[{'score': 0.569129, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"Let's meet soon, We are working on Strict Measures against COVID to make the shopping experience safe and smooth. #SafeAndSanitizedStores Connect at +919599089232, +919338131313 #shoppers #shoppinghub #delhishopping #delhi #delhishoppers #fashionnova #covid19 #newdelhi",2020-05-08 05:38:39+00:00,0,0,#SafeAndSanitizedStores #shoppers #shoppinghub #delhishopping #delhi #delhishoppers #fashionnova #covid19 #newdelhi,Delhi,Let s meet soon We are working on Strict Measures against COVID to make the shopping experience safe and smooth SafeAndSanitizedStores Connect at 919599089232 919338131313 shoppers shoppinghub delhishopping delhi delhishoppers fashionnova covid19 newdelhi,"[{'score': 0.67103, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
As the first Indian Navy rescue ship #INSJalashwa in Maldives prepares to welcome 700 Indians aboard to take them back home. The ship will set sail from Male to Kochi with stranded Indians. #COVID19 ,2020-05-08 05:35:21+00:00,23,165,#INSJalashwa #COVID19,Delhi,As the first Indian Navy rescue ship INSJalashwa in Maldives prepares to welcome 700 Indians aboard to take them back home The ship will set sail from Male to Kochi with stranded Indians COVID19,[],,,,,,,
