Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,sadness,analytical,confident,tentative,anger,fear
#LetsTalkEducation amid #Covid19 #ProudDelhiGovTeachers as #CreativeWarriors working diligently for providing the best educational support to the students in stressful times. #LetsTalkEnglish on #EnglishLanguageDay2020 @PbpandeyB @IamCJha @PriyankaSheraw4 @Kamayan99356112,2020-04-23 17:23:11+00:00,0,4,#LetsTalkEducation #Covid19 #ProudDelhiGovTeachers #CreativeWarriors #LetsTalkEnglish #EnglishLanguageDay2020,Delhi,LetsTalkEducation amid Covid19 ProudDelhiGovTeachers as CreativeWarriors working diligently for providing the best educational support to the students in stressful times LetsTalkEnglish on EnglishLanguageDay2020,[],,,,,,,
#COVID19 update: India crosses 5000 recoveries.... From 1 to 1000 recoveries- 59 days From 1001 to 2000 recoveries- 6 days From 2001 to 3000 recoveries- 2 days From 3001 to 5000- 3 days @MoHFW_INDIA #COVIDー19 #COVID19 #Covid19India #IndiaFightsCorona,2020-04-23 17:13:54+00:00,0,1,#COVID19 #COVID #COVID19 #Covid19India #IndiaFightsCorona,Delhi,COVID19 update India crosses 5000 recoveries From 1 to 1000 recoveries 59 days From 1001 to 2000 recoveries 6 days From 2001 to 3000 recoveries 2 days From 3001 to 5000 3 days INDIA COVID 19 COVID19 Covid19India IndiaFightsCorona,[],,,,,,,
REST IN HOME IS BETTER THEN REST IN PEACE SO..#StayHome #StaySafe #StayHomeStaySafe #StayHomeIndia #IndiaFightsCorona #Covid19India #covid19 #coronavirus #lockdown #lockdownextension #Lockdown2 #Lockdownindia #LockdowninIndia #Quarantine #QuarantineLife #QuarantineQuotes,2020-04-23 16:40:24+00:00,0,1,#StayHome #StayHome #StaySafe #StayHomeStaySafe #StayHomeIndia #IndiaFightsCorona #Covid19India #covid19 #coronavirus #lockdown #lockdownextension #Lockdown2 #Lockdownindia #LockdowninIndia #Quarantine #QuarantineLife #QuarantineQuotes,Delhi,REST IN HOME IS BETTER THEN REST IN PEACE SO StayHome StaySafe StayHomeStaySafe StayHomeIndia IndiaFightsCorona Covid19India covid19 coronavirus lockdown lockdownextension Lockdown2 Lockdownindia LockdowninIndia Quarantine QuarantineLife QuarantineQuotes,"[{'score': 0.569504, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
#SanFrancisco brought Live to you by @rsrobin1 as Sikh Community helps those in need #COVID19 Watch Foreign Affairs Corps ,2020-04-23 16:31:43+00:00,2,8,#SanFrancisco #COVID19,Delhi,SanFrancisco brought Live to you by as Sikh Community helps those in need COVID19 Watch Foreign Affairs Corps,[],,,,,,,
"This is the 3rd #COVID19 relief package that US congress is approving , total almost $3 trillion pumped in to support small businesses and protect jobs. Meanwhile we are yet to see our 1st package from the committee that was suppose to study economic impact of #Corona",2020-04-23 16:18:04+00:00,0,1,#COVID19 #Corona,Delhi,This is the 3rd COVID19 relief package that US congress is approving total almost 3 trillion pumped in to support small businesses and protect jobs Meanwhile we are yet to see our 1st package from the committee that was suppose to study economic impact of Corona,[],,,,,,,
How #Australia has fared in its fight against #COVID19 with @Wangu_News18 Watch Foreign Affairs Corps,2020-04-23 16:13:01+00:00,3,13,#Australia #COVID19,Delhi,How Australia has fared in its fight against COVID19 with News18 Watch Foreign Affairs Corps,[],,,,,,,
"Death toll due to #COVID19 rises to 686 in India, cases climb to 21,700: @MoHFW_INDIA",2020-04-23 15:21:28+00:00,2,5,#COVID19,Delhi,Death toll due to COVID19 rises to 686 in India cases climb to 21 700 INDIA,"[{'score': 0.582193, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
"Ground Report from Jaipur, Rajasthan, with @AdityaRajKaul as Chief Minister @ashokgehlot51 assures that the state is doing everything possible to contain the spread of #COVID19. Watch Foreign Affairs Corps: ",2020-04-23 15:17:30+00:00,1,10,#COVID19,Delhi,Ground Report from Jaipur Rajasthan with as Chief Minister assures that the state is doing everything possible to contain the spread of COVID19 Watch Foreign Affairs Corps,"[{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
This would be a gift from @UniofOxford to mankind and humanity!!! Cant wait to see the end of #coronavirus #COVID19 ,2020-04-23 15:08:53+00:00,1,9,#coronavirus #COVID19,Delhi,This would be a gift from to mankind and humanity Cant wait to see the end of coronavirus COVID19,"[{'score': 0.5143, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
संवेदनहीनता की पराकाष्ठा है। Dear Mr. CM @ArvindKejriwal kindly look into this matter. We can't afford these blunders. Plz inculcate sense of security among Medical fraternity or else we will loose many. @MoHFW_INDIA @drharshvardhan #corona #Covid19 ,2020-04-23 14:58:45+00:00,1,1,#corona #Covid19,Delhi,Dear Mr CM kindly look into this matter We can t afford these blunders Plz inculcate sense of security among Medical fraternity or else we will loose many INDIA corona Covid19,[],,,,,,,
#BRICS Forn Ministers Video Conference on #COVID19 on 28th @MEAIndia @PMOIndia @ABPNews,2020-04-23 14:42:07+00:00,2,20,#BRICS #COVID19,Delhi,BRICS Forn Ministers Video Conference on COVID19 on 28th,[],,,,,,,
"10 lacs Insurance cover for Journalists involved with #COVID19 Coverage, by Haryana Govt is a very welcome step @cmohry @mlkhattar",2020-04-23 14:30:16+00:00,26,210,#COVID19,Delhi,10 lacs Insurance cover for Journalists involved with COVID19 Coverage by Haryana Govt is a very welcome step,"[{'score': 0.687806, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
"#China has announced it will contribute another $30 million to the #WHO for Covid19. Before now, China contributes about $50million, USA contributes about $500million, #Corona #COVID19",2020-04-23 14:23:55+00:00,4,7,#China #WHO #Corona #COVID19,Delhi,China has announced it will contribute another 30 million to the WHO for Covid19 Before now China contributes about 50million USA contributes about 500million Corona COVID19,[],,,,,,,
Gurugram: #Children #sketched a graffitti of virus near sector-10 #civilhospital on the road to spread awareness in the fight against #COVID19 @ipspankajnain @nsvirk @DrHanifQ @DC_Gurugram @gurgaonpolice @Live_Hindustan @cmohry @mlkhattar – at Sector 9A,2020-04-23 14:23:50+00:00,8,18,#Children #sketched #civilhospital #COVID19,Delhi,Gurugram Children sketched a graffitti of virus near sector 10 civilhospital on the road to spread awareness in the fight against COVID19 Gurugram Hindustan at Sector 9A,[],,,,,,,
Good news: Iran reports 1030 new cases and 90 new deaths in the last 24 hours. This is Iran’s lowest number of new coronavirus cases in 30 days. #Covid_19 #Iran #coronavirus #COVID19,2020-04-23 14:21:28+00:00,0,6,#Covid_19 #Iran #coronavirus #COVID19,Delhi,Good news Iran reports 1030 new cases and 90 new deaths in the last 24 hours This is Iran s lowest number of new coronavirus cases in 30 days Covid 19 Iran coronavirus COVID19,[],,,,,,,
"#UNITEDSIKHS through its Emergency Food and Health care support services provided PPE kits to the staff of Cremation ground at Punjabi Bagh, New Delhi. The PPE kits are also provided to the medical staff of Maulana Azad Medical College, #NewDelhi. #COVID19 #StayHomeStaySafe",2020-04-23 13:48:00+00:00,0,6,#UNITEDSIKHS #NewDelhi #COVID19 #StayHomeStaySafe,Delhi,UNITEDSIKHS through its Emergency Food and Health care support services provided PPE kits to the staff of Cremation ground at Punjabi Bagh New Delhi The PPE kits are also provided to the medical staff of Maulana Azad Medical College NewDelhi COVID19 StayHomeStaySafe,"[{'score': 0.537197, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Very unfortunate soon Delhi will be under 3stage of corona virus infection another vacation activities engaged in paschim vihar. If Delhi govt does not take appropriate actions no one will be able to spot this disaster.#COVID19 #CoronaVirusUpdates #AAP @ArvindKejriwal @msisodia – at BG- 6, Paschim Vihar",2020-04-23 13:47:35+00:00,0,0,#COVID19 #CoronaVirusUpdates #AAP,Delhi,Very unfortunate soon Delhi will be under 3stage of corona virus infection another vacation activities engaged in paschim vihar If Delhi govt does not take appropriate actions no one will be able to spot this disaster COVID19 CoronaVirusUpdates AAP at BG 6 Paschim Vihar,[],,,,,,,
@MoHFW_INDIA &amp; @ICMRDELHI has done a fine job until now.. #COVID19 #Covid19India #IndiaFightsCorona,2020-04-23 13:27:44+00:00,0,0,#COVID19 #Covid19India #IndiaFightsCorona,Delhi,INDIA amp has done a fine job until now COVID19 Covid19India IndiaFightsCorona,"[{'score': 0.563198, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Very happy @narendramodi @leehsienloong #India_Singapore strategic is much needed. Agree, this Partnership can truly contribute to stability &amp; prosperity in the #Post_COVID_World. Looking back to how Singapore Government had handled #SARS outbreak. Looking forward #COVID19",2020-04-23 13:05:22+00:00,0,4,#India_Singapore #Post_COVID_World #SARS #COVID19,Delhi,Very happy India Singapore strategic is much needed Agree this Partnership can truly contribute to stability amp prosperity in the Post COVID World Looking back to how Singapore Government had handled SARS outbreak Looking forward COVID19,"[{'score': 0.838563, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,,,
#Doctors Are Dealing With A Mysterious Blood-Clotting Complication Among #Covid19 Patients #FightAgainstCOVID19,2020-04-23 13:01:42+00:00,1,3,#Doctors #Covid19 #FightAgainstCOVID19,Delhi,Doctors Are Dealing With A Mysterious Blood Clotting Complication Among Covid19 Patients FightAgainstCOVID19,"[{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
#lappyfy #corona #fightagainstcorono #hygiene #covid19 #gocorona In this time of Corona it is said wash hands frequently but it is our legacy where we say hygiene is very important. #Gyan 2 Much like charity begins at home . Sanitation and hygiene starts with you and me.,2020-04-23 12:34:44+00:00,0,0,#lappyfy #corona #fightagainstcorono #hygiene #covid19 #gocorona #Gyan,Delhi,lappyfy corona fightagainstcorono hygiene covid19 gocorona In this time of Corona it is said wash hands frequently but it is our legacy where we say hygiene is very important Gyan 2 Much like charity begins at home Sanitation and hygiene starts with you and me,"[{'score': 0.63373, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
More Good News On #Remdesivir's Power To Treat #COVID19 ,2020-04-23 12:23:04+00:00,2,6,#Remdesivir #COVID19,Delhi,More Good News On Remdesivir s Power To Treat COVID19,"[{'score': 0.834461, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Presented my views on #COVID19 impact on Indian EV market (short-term) during today's webinar on 'EV &amp; ESS' organized by @EQMagPro. Lack in consumer confidence, demand interruption, falling price of fossil fuels are major concerns. Govt. may facilitate EV charging infra. @teriin – at Crossings Republik",2020-04-23 12:21:27+00:00,2,4,#COVID19,Delhi,Presented my views on COVID19 impact on Indian EV market short term during today s webinar on EV amp ESS organized by Lack in consumer confidence demand interruption falling price of fossil fuels are major concerns Govt may facilitate EV charging infra at Crossings Republik,[],,,,,,,
"When this is going to stop?? 1229 new #COVID19 cases &amp; 34 deaths reported in the last 24 hours. A total number of cases rises to 21700, including 16689 active cases, 4325 cured &amp; 686 deaths: Union Health Ministry.",2020-04-23 12:20:02+00:00,0,0,#COVID19,Delhi,When this is going to stop 1229 new COVID19 cases amp 34 deaths reported in the last 24 hours A total number of cases rises to 21700 including 16689 active cases 4325 cured amp 686 deaths Union Health Ministry,"[{'score': 0.705433, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
CORONA PANDEMIC 2020 #mirabdulkhalick #covid19 #social #year2020 #help #helpingothers #humanity #human #humanityfirst #beinghuman #indianrunnerscommunity #indian @Greater Noida West https://www.instagram.com/p/B_UrRTEJcCG/?igshid=wrg1ys4po3tn,2020-04-23 12:18:08+00:00,0,0,#mirabdulkhalick #covid19 #social #year2020 #help #helpingothers #humanity #human #humanityfirst #beinghuman #indianrunnerscommunity #indian,Delhi,CORONA PANDEMIC 2020 mirabdulkhalick covid19 social year2020 help helpingothers humanity human humanityfirst beinghuman indianrunnerscommunity indian Noida West,[],,,,,,,
The Bengal state health department has banned cellphones inside #COVID19 hospitals,2020-04-23 12:15:55+00:00,0,0,#COVID19,Delhi,The Bengal state health department has banned cellphones inside COVID19 hospitals,"[{'score': 0.788547, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Heartfelt to the Ramakrishna Vivekananda Mission, Barrackpore, West Bengal for the generous donation to @DPCgov in these challenging times #Covid19. The friendship between India and Italy stands strong. #ItalyIndiaTogether #RamakrishnaVivekanandaMission",2020-04-23 11:59:14+00:00,2,6,#Covid19 #ItalyIndiaTogether #RamakrishnaVivekanandaMission,Delhi,Heartfelt to the Ramakrishna Vivekananda Mission Barrackpore West Bengal for the generous donation to in these challenging times Covid19 The friendship between India and Italy stands strong ItalyIndiaTogether RamakrishnaVivekanandaMission,"[{'score': 0.852652, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
@MoHFW_INDIA what a long press briefing without the mention of the number of tests since yesterday. Please bring back people who can simply mention facts and answer questions. Even the channels chose to remove the briefing half way through my yawn. #KeepUpTheGoodWork #COVID19,2020-04-23 11:37:48+00:00,0,0,#KeepUpTheGoodWork #COVID19,Delhi,INDIA what a long press briefing without the mention of the number of tests since yesterday Please bring back people who can simply mention facts and answer questions Even the channels chose to remove the briefing half way through my yawn KeepUpTheGoodWork COVID19,"[{'score': 0.823277, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
The list of such #facilities should be published all over so that people know where exactly to go in case of #Covid19 The already jam-packed #hospitals should be spared the burden as #SD is defied by crowds.,2020-04-23 11:27:02+00:00,0,0,#facilities #Covid19 #hospitals #SD,Delhi,The list of such facilities should be published all over so that people know where exactly to go in case of Covid19 The already jam packed hospitals should be spared the burden as SD is defied by crowds,"[{'score': 0.707422, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.807548, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,1.0,,,
"Tiny #Peyton, Scotland's Youngest #Covid19 Patient Discharged From Hospital ",2020-04-23 10:22:51+00:00,2,12,#Peyton #Covid19,Delhi,Tiny Peyton Scotland s Youngest Covid19 Patient Discharged From Hospital,[],,,,,,,
"""...the miracle of a single flower.."" Poppy (archives) #FlowerReport stay calm #COVID19 ",2020-04-23 09:32:32+00:00,1,4,#FlowerReport #COVID19,Delhi,the miracle of a single flower Poppy archives FlowerReport stay calm COVID19,"[{'score': 0.815566, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Bougainvillea in Jugalbandi with Gulmohar - Today morning - stay safe #COVID19 #FlowerReport #Delhi,2020-04-23 09:31:38+00:00,1,20,#COVID19 #FlowerReport #Delhi,Delhi,Bougainvillea in Jugalbandi with Gulmohar Today morning stay safe COVID19 FlowerReport Delhi,"[{'score': 0.528334, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"PLEASE RETWEET #IndiaFightsCorona The first lady of India,#SavitaKovind contributes in Nation's fight against #COVID19 by stitching face masks at the Shakti Haat in the President's estate. The masks stitched at Shakti Haat are being distributed at various shelter homes of Delhi ",2020-04-23 09:26:18+00:00,4,10,#IndiaFightsCorona #SavitaKovind #COVID19,Delhi,PLEASE RETWEET IndiaFightsCorona The first lady of India SavitaKovind contributes in Nation s fight against COVID19 by stitching face masks at the Shakti Haat in the President s estate The masks stitched at Shakti Haat are being distributed at various shelter homes of Delhi,[],,,,,,,
Public Health Resource Society is supporting 4600 household in Odisha by distributing dry ration and hygiene kit. Efforts are directed towards reaching out to Particularly Vulnerable Tribal Groups (PVTG) communities. #covid19 #AzimPremjiPhilanthropicInitiatives #PHRS #PHRN,2020-04-23 09:10:25+00:00,0,4,#covid19 #AzimPremjiPhilanthropicInitiatives #PHRS #PHRN,Delhi,Public Health Resource Society is supporting 4600 household in Odisha by distributing dry ration and hygiene kit Efforts are directed towards reaching out to Particularly Vulnerable Tribal Groups PVTG communities covid19 AzimPremjiPhilanthropicInitiatives PHRS PHRN,[],,,,,,,
A line from CEO Rono Dutta's http://mail.to employees: Managing revenue of an airline is fun &amp; exciting in normal times Doing that during a downturn is severely dull and painful #aviation during #COVID19,2020-04-23 08:56:03+00:00,1,6,#aviation #COVID19,Delhi,A line from CEO Rono Dutta s employees Managing revenue of an airline is fun amp exciting in normal times Doing that during a downturn is severely dull and painful aviation during COVID19,[],,,,,,,
"Great initiative by @Porsche cars North America while they supported @UnitedWay for #COVID19 relief in US.Yesterday auction of #Porsche 911 was applauded by one and all ,look forward for many more such corporate support @MercedesBenz @BMW @Audi @unitedway_delhi @unitedwayindia",2020-04-23 08:33:06+00:00,1,2,#COVID19 #Porsche,Delhi,Great initiative by cars North America while they supported for COVID19 relief in US Yesterday auction of Porsche 911 was applauded by one and all look forward for many more such corporate support delhi,"[{'score': 0.650727, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Presenting the Latest Chartbuster by the singers of #DharamKeKaram #COVID19 #lockdown @timesofindia,2020-04-23 08:20:46+00:00,1,1,#DharamKeKaram #COVID19 #lockdown,Delhi,Presenting the Latest Chartbuster by the singers of DharamKeKaram COVID19 lockdown,[],,,,,,,
Around the world abt 300 mn children are daily fed in schools-their most important meal in a day. Absence of this has grave and irreversible damage on health and growth of these children already in poverty and vulnerable to other pertinent threats of poverty #Education #Covid19,2020-04-23 08:20:13+00:00,0,4,#Education #Covid19,Delhi,Around the world abt 300 mn children are daily fed in schools their most important meal in a day Absence of this has grave and irreversible damage on health and growth of these children already in poverty and vulnerable to other pertinent threats of poverty Education Covid19,"[{'score': 0.709635, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
"STAY HOME STAY SAFE •GROCERIES• Home delivered anywhere across Delhi NCR. T&C Apply. COVID - 19 Inquiry: https://wa.me/919560722054 Website:-https://www.humparivar.com/ App:- https://lnkd.in/gHqsCVi You can earn money from work from home &gt; #food #foodie #grocery #COVID19 – at Sector 2, Noida",2020-04-23 08:19:03+00:00,0,0,#food #foodie #grocery #COVID19,Delhi,STAY HOME STAY SAFE GROCERIES Home delivered anywhere across Delhi NCR T C Apply COVID 19 Inquiry Website App You can earn money from work from home gt food foodie grocery COVID19 at Sector 2 Noida,"[{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
BREAKING: IndiGo CEO Rono to employees: Everyone except Senior Vice President and above will get their April salary without any cuts IndiGo had announced a 5-15 % paycut for employees earlier #aviation during #COVID19,2020-04-23 08:11:18+00:00,16,48,#aviation #COVID19,Delhi,BREAKING IndiGo CEO Rono to employees Everyone except Senior Vice President and above will get their April salary without any cuts IndiGo had announced a 5 15 paycut for employees earlier aviation during COVID19,[],,,,,,,
PLEASE RETWEET #IndiaFightsCorona: Let us be responsible for the well-being of ourselves and everyone around us. Together we will fight #COVID19. #CoronaOutbreak #SwasthaBharat #HealthForAll #Lockdown2,2020-04-23 08:07:34+00:00,3,7,#IndiaFightsCorona #COVID19 #CoronaOutbreak #SwasthaBharat #HealthForAll #Lockdown2,Delhi,PLEASE RETWEET IndiaFightsCorona Let us be responsible for the well being of ourselves and everyone around us Together we will fight COVID19 CoronaOutbreak SwasthaBharat HealthForAll Lockdown2,"[{'score': 0.538306, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
#BHU Professors Plan Clinical Trial Of #Ayurvedic Drug Against #COVID19 @bhu,2020-04-23 07:16:46+00:00,1,1,#BHU #Ayurvedic #COVID19,Delhi,BHU Professors Plan Clinical Trial Of Ayurvedic Drug Against COVID19,[],,,,,,,
What are the consequences for a co. not abiding by a government order in the #COVID19 situation our country is in ...? and ....... whom should we approach to get us heard,2020-04-23 07:07:24+00:00,2,1,#COVID19,Delhi,What are the consequences for a co not abiding by a government order in the COVID19 situation our country is in and whom should we approach to get us heard,"[{'score': 0.587989, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Death toll due to #COVID19 climbs to 681; number of cases rise to 21,393: @MoHFW_INDIA",2020-04-23 07:06:34+00:00,1,3,#COVID19,Delhi,Death toll due to COVID19 climbs to 681 number of cases rise to 21 393 INDIA,"[{'score': 0.530924, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
Dogs trained to sniff out Covid-19 in UK #COVID19 #CoronaVirusUpdate #Dogslover #StayAtHomeSaveLives,2020-04-23 06:33:22+00:00,0,0,#COVID19 #CoronaVirusUpdate #Dogslover #StayAtHomeSaveLives #StayAtHomeSaveLives,Delhi,Dogs trained to sniff out Covid 19 in UK COVID19 CoronaVirusUpdate Dogslover StayAtHomeSaveLives,[],,,,,,,
"Duty in COVID-19 #covid_19 #covid19 @Ghaziabad, India https://www.instagram.com/p/B_UC4NGAa1VlRy2MPJ_ENGso1DmwTuSv3MrdHY0/?igshid=165xdaofd9xbr",2020-04-23 06:24:05+00:00,0,0,#covid_19 #covid19,Delhi,Duty in COVID 19 covid 19 covid19 India,[],,,,,,,
Sir please also include Disability and let’s leave one behind @PMOIndia @narendramodi @ncpedp_india @TCGEHLOT @socialpwds @NITIAayog @PTI_News @ANI @ncpedp_india @WHO #Covid19 #DisabilityRights #LNOB #SDGs,2020-04-23 06:02:14+00:00,3,7,#Covid19 #DisabilityRights #LNOB #SDGs,Delhi,Sir please also include Disability and let s leave one behind india News india Covid19 DisabilityRights LNOB SDGs,[],,,,,,,
"Small and marginal farmers, being the dominant food producers, deserve to be cared for in post- #COVID19 policy responses. @prchoudhury and I argue on relevant issues and reforms agenda in this @FinancialXpress OpEd. @ICRISAT @CGIAR @NITIAayog @AgriGoI",2020-04-23 05:55:25+00:00,34,164,#COVID19,Delhi,Small and marginal farmers being the dominant food producers deserve to be cared for in post COVID19 policy responses and I argue on relevant issues and reforms agenda in this OpEd,"[{'score': 0.676008, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
The World is Quarantined! Let’s see you Quarantine means to you! Drop your answer in the comment box below! #quarantine2020 #quarantine #covid19 #coronavirus #safety #precautions #alert #updated #stayathome #staysafe #stayhealthy #stayprotected #ruseducation,2020-04-23 05:53:48+00:00,1,13,#quarantine2020 #quarantine #covid19 #coronavirus #safety #precautions #alert #updated #stayathome #stayathome #staysafe #stayhealthy #stayprotected #ruseducation,Delhi,The World is Quarantined Let s see you Quarantine means to you Drop your answer in the comment box below quarantine2020 quarantine covid19 coronavirus safety precautions alert updated stayathome staysafe stayhealthy stayprotected ruseducation,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Success of lockdown is to be judged finally on our ability to tackle #COVID19. Cooperation between the Centre &amp; States is key to success of our fight-Dr. Manmohan Singh,2020-04-23 05:47:02+00:00,7,51,#COVID19,Delhi,Success of lockdown is to be judged finally on our ability to tackle COVID19 Cooperation between the Centre amp States is key to success of our fight Dr Manmohan Singh,"[{'score': 0.874404, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Timeline of our efforts towards the fight against #COVID19 Detailed blog here https://blog.paytm.com/together-against-covid-19-heres-how-lockdown-is-shaping-digital-payments-and-how-we-are-8da851e1521,2020-04-23 05:29:21+00:00,1,14,#COVID19,Delhi,Timeline of our efforts towards the fight against COVID19 Detailed blog here,[],,,,,,,
PLEASE RETWEET #IndiaFightsCorona Let’s encourage social distancing and help protect each other from #COVID19. #StayAtHomeSaveLives #StayHomeStaySafe #StayHome #CoronaVirus #COVID2019 #coronavirusindia #CoronavirusOutbreak,2020-04-23 05:12:50+00:00,5,7,#IndiaFightsCorona #COVID19 #StayAtHomeSaveLives #StayAtHomeSaveLives #StayHomeStaySafe #StayHome #StayHome #CoronaVirus #COVID2019 #coronavirusindia #CoronavirusOutbreak,Delhi,PLEASE RETWEET IndiaFightsCorona Let s encourage social distancing and help protect each other from COVID19 StayAtHomeSaveLives StayHomeStaySafe StayHome CoronaVirus COVID2019 coronavirusindia CoronavirusOutbreak,[],,,,,,,
RyanAir says they will not start flying if middle seat vacant rule is enforced: https://www.google.com/amp/s/amp.theguardian.com/business/2020/apr/22/ryanair-boss-says-airline-wont-fly-with-idiotic-social-distancing-rules #aviation during #COVID19,2020-04-23 05:05:16+00:00,1,7,#aviation #COVID19,Delhi,RyanAir says they will not start flying if middle seat vacant rule is enforced aviation during COVID19,"[{'score': 0.743104, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"@dm_ghaziabad @SspGhaziabad When residents are self obeying norms of lockdown &amp; social distancing self, police patrolling should not visit into premises of residential societies to make announcement through speakers. This creates more panic during current situation of #COVID19",2020-04-23 04:53:10+00:00,1,1,#COVID19,Delhi,ghaziabad When residents are self obeying norms of lockdown amp social distancing self police patrolling should not visit into premises of residential societies to make announcement through speakers This creates more panic during current situation of COVID19,"[{'score': 0.683129, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,,1.0
An important advisory issued by local administration to cater for Daily Households Needs of the residents of Lakhimpur Kheri district in #UttarPradesh Issued in Public Interest. #IndiaFightsCorona #COVID19 @Dmkheri @garima_visen @UPGovt,2020-04-23 04:02:41+00:00,7,5,#UttarPradesh #IndiaFightsCorona #COVID19,Delhi,An important advisory issued by local administration to cater for Daily Households Needs of the residents of Lakhimpur Kheri district in UttarPradesh Issued in Public Interest IndiaFightsCorona COVID19 visen,[],,,,,,,
"No, they are not, until we start discussing and make this a bigger issue than #COVID19 Better we pull our hands immediately from all such topics so people who throws this at social platform will be disappointed.",2020-04-23 03:58:23+00:00,0,0,#COVID19,Delhi,No they are not until we start discussing and make this a bigger issue than COVID19 Better we pull our hands immediately from all such topics so people who throws this at social platform will be disappointed,"[{'score': 0.517033, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,1.0,
Plan To Use #Hydroxychloroquine For #COVID19 Treatment Receives Setback ,2020-04-23 03:40:54+00:00,3,9,#Hydroxychloroquine #COVID19,Delhi,Plan To Use Hydroxychloroquine For COVID19 Treatment Receives Setback,[],,,,,,,
"Some countries are currently experiencing a rapid rise in new cases. In others, the rate of growth has slowed after leaders have instituted nationwide lockdowns, leading to a battered world economy.sadly India is among the countries where #coronavirus is still rising #COVID19 https://twitter.com/Sadafsayeed/status/1253163708198449154",2020-04-23 03:34:04+00:00,0,1,#coronavirus #COVID19,Delhi,Some countries are currently experiencing a rapid rise in new cases In others the rate of growth has slowed after leaders have instituted nationwide lockdowns leading to a battered world economy sadly India is among the countries where coronavirus is still rising COVID19,"[{'score': 0.672028, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
"I want WHO to hold a talk with med experts and not Bollywood guys, how can she be qualified to have a conversation about #COVID19? And Deepika she always chooses the wrong guys sans the Ranveer Singh, she won't do a great job today because I'm sure she'll avoid the 'obvious'",2020-04-23 02:35:35+00:00,1,2,#COVID19,Delhi,I want WHO to hold a talk with med experts and not Bollywood guys how can she be qualified to have a conversation about COVID19 And Deepika she always chooses the wrong guys sans the Ranveer Singh she won t do a great job today because I m sure she ll avoid the obvious,"[{'score': 0.530904, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.587021, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,1.0,,,
