Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,joy,confident,anger,sadness,tentative,fear
Our #COVID19 warriors in Delhi are working Day and Night to defeat the vulnerability of daily w due to #Lockdown21 . Dry ration kit have been distributed by @ActionAidIndia to homebased workers and garment workers in Jaitpur-Delhi. #MainBhiCovidWarrior,2020-04-08 06:40:57+00:00,5,6,#COVID19 #Lockdown21 #MainBhiCovidWarrior,Delhi,Our COVID19 warriors in Delhi are working Day and Night to defeat the vulnerability of daily w due to Lockdown21 Dry ration kit have been distributed by to homebased workers and garment workers in Jaitpur Delhi MainBhiCovidWarrior,"[{'score': 0.522272, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
#COVID19: What Is #Hydroxychloroquine? Is The Excitement Over It Premature? - @ZydusUniverse @IPAOfficialPage #ipca #IDMA @ICMRDELHI @WallacePharma1 @MangalamDrugs,2020-04-08 06:38:37+00:00,4,3,#COVID19 #Hydroxychloroquine #ipca #IDMA,Delhi,COVID19 What Is Hydroxychloroquine Is The Excitement Over It Premature ipca IDMA,[],,,,,,,
"Just replace your cloud data, these days pollution is low & sky is so clear. I (we) can read that fuckin data. #LockdownLearning #covid19 #savedatafromcloud",2020-04-08 06:11:05+00:00,0,0,#LockdownLearning #covid19 #savedatafromcloud,Delhi,Just replace your cloud data these days pollution is low sky is so clear I we can read that fuckin data LockdownLearning covid19 savedatafromcloud,[],,,,,,,
Hi! We at @ecociate just started a study on impact of #Covid19 on #Agriculture. We have some of our field researchers now in their own villages and taking these villages as sample ones. Also in touch with many key VC actors and stakeholders for their views.,2020-04-08 05:38:02+00:00,1,1,#Covid19 #Agriculture,Delhi,Hi We at just started a study on impact of Covid19 on Agriculture We have some of our field researchers now in their own villages and taking these villages as sample ones Also in touch with many key VC actors and stakeholders for their views,"[{'score': 0.587187, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
The Government claims to establish 22000 shelter and food homes All whose livelyhoods have been affected badly should take refuge in these places.#Covid19 #caronavirus #indiafightscorona #quarentinelife,2020-04-08 05:35:19+00:00,0,0,#Covid19 #caronavirus #indiafightscorona #quarentinelife,Delhi,The Government claims to establish 22000 shelter and food homes All whose livelyhoods have been affected badly should take refuge in these places Covid19 caronavirus indiafightscorona quarentinelife,"[{'score': 0.574477, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Lockdown should continue at all establishments where crowding can take place u monitored #lockdown #indiafightscorona #covid19 #caronavirus #ndtv.,2020-04-08 05:31:00+00:00,0,0,#lockdown #indiafightscorona #covid19 #caronavirus #ndtv,Delhi,Lockdown should continue at all establishments where crowding can take place u monitored lockdown indiafightscorona covid19 caronavirus ndtv,"[{'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,,
Let go of the HCQS story and cover what's coming and how can it be minimised the Economic Dooms day. #covid19 #caronavirus #indiafightscorona,2020-04-08 05:28:11+00:00,0,0,#covid19 #caronavirus #indiafightscorona,Delhi,Let go of the HCQS story and cover what s coming and how can it be minimised the Economic Dooms day covid19 caronavirus indiafightscorona,[],,,,,,,
Myths and Facts about the Coronavirus outbreak. Stay protected. Keep yourself and your surroundings healthy. #covid19 #coronavirus #myth #facts #symptoms #pneumonia #vaccine #fightagainstcoronavirus #stayathome #staysafe #stayhealthy #stayprotected #stayupdated #ruseducation,2020-04-08 05:10:56+00:00,3,11,#covid19 #coronavirus #myth #facts #symptoms #pneumonia #vaccine #fightagainstcoronavirus #stayathome #stayathome #staysafe #stayhealthy #stayprotected #stayupdated #ruseducation,Delhi,Myths and Facts about the Coronavirus outbreak Stay protected Keep yourself and your surroundings healthy covid19 coronavirus myth facts symptoms pneumonia vaccine fightagainstcoronavirus stayathome staysafe stayhealthy stayprotected stayupdated ruseducation,"[{'score': 0.632066, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.85019, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
Be kind when noone is looking; donate when noone is watching; help others when noone is helping ; love all even if they are not worth it ; care for all even if noone cares. Doctors/nurses have shown the world a different aspect of humans. Embrace it. Protect it. Use it. #Covid19,2020-04-08 05:09:41+00:00,0,0,#Covid19,Delhi,Be kind when noone is looking donate when noone is watching help others when noone is helping love all even if they are not worth it care for all even if noone cares Doctors nurses have shown the world a different aspect of humans Embrace it Protect it Use it Covid19,"[{'score': 0.743686, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
Circular issued by #AIIMS to #Doctors and #Nurses involved in direct patient care to REUSE #N95mask because of lack of the supply. #DocsNeedGear #COVID19 #IndiaVsCorona #IndiaFightsCorona #coronavirusinindia – at AIIMS,2020-04-08 04:59:27+00:00,0,1,#AIIMS #Doctors #Nurses #N95mask #DocsNeedGear #COVID19 #IndiaVsCorona #IndiaFightsCorona #coronavirusinindia,Delhi,Circular issued by AIIMS to Doctors and Nurses involved in direct patient care to REUSE N95mask because of lack of the supply DocsNeedGear COVID19 IndiaVsCorona IndiaFightsCorona coronavirusinindia at AIIMS,"[{'score': 0.502155, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.864824, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
"Green barbet - today morning - #birdwatching #Delhi stay fit, stay safe #COVID19 @Avibase",2020-04-08 04:48:08+00:00,2,13,#birdwatching #Delhi #COVID19,Delhi,Green barbet today morning birdwatching Delhi stay fit stay safe COVID19,"[{'score': 0.656406, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
This is serious.South Korea & Japan who effectively controlled Covid19 have now started to see rebound in cases. All the scientific community must work together for creating a vaccine for the same. Hopefully they will do so. Human’s have always performed under pressure.#Covid19,2020-04-08 04:46:55+00:00,1,0,#Covid19,Delhi,This is serious South Korea Japan who effectively controlled Covid19 have now started to see rebound in cases All the scientific community must work together for creating a vaccine for the same Hopefully they will do so Human s have always performed under pressure Covid19,"[{'score': 0.570106, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,,
May Lord Shiva be with all those suffering from #Covid2019. Please God take away the pain of #Covid19 Please be the panacea against #coronavirus ॐ नम: शिवाय @sudhirchaudhary,2020-04-08 04:45:51+00:00,0,1,#Covid2019 #Covid19 #coronavirus,Delhi,May Lord Shiva be with all those suffering from Covid2019 Please God take away the pain of Covid19 Please be the panacea against coronavirus,"[{'score': 0.78212, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.523822, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
Poor Nations Need #COVID19 Research To Avoid System 'Breakdown': Scientific Bodies @doctorsoumya @WFP @TheLancet,2020-04-08 04:39:47+00:00,4,3,#COVID19,Delhi,Poor Nations Need COVID19 Research To Avoid System Breakdown Scientific Bodies,[],,,,,,,
#ICMR approves HCI &amp;Azithromycin against #COVID19 PCM in addition in short supply in Ramos up production Avoidable politicking @RahulGandhi says @ShekharGupta Aap chronology samajhiye: Did Trump arm-twist Modi on Hydroxychloroquine... https://youtu.be/aScreHmQmu0 via @YouTube,2020-04-08 04:33:12+00:00,0,1,#ICMR #COVID19,Delhi,ICMR approves HCI amp Azithromycin against COVID19 PCM in addition in short supply in Ramos up production Avoidable politicking says Aap chronology samajhiye Did Trump arm twist Modi on Hydroxychloroquine via,"[{'score': 0.802309, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Death toll due to #COVID19 rises to 149; cases climb to 5,194: @MoHFW_INDIA",2020-04-08 04:29:20+00:00,0,4,#COVID19,Delhi,Death toll due to COVID19 rises to 149 cases climb to 5 194 INDIA,"[{'score': 0.581259, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.73677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
#Bangladesh #RohingyaCamp #Covid19 No refuge – The world’s refugee camps are a coronavirus disaster in waiting ,2020-04-08 04:26:29+00:00,0,0,#Bangladesh #RohingyaCamp #Covid19,Delhi,Bangladesh RohingyaCamp Covid19 No refuge The world s refugee camps are a coronavirus disaster in waiting,[],,,,,,,
#COVID19 update : yesterday was the worst day for US. For a single day US reported almost 2000 deaths and 33000 new cases of #Coronavirus.US president blamed WHO for delaying the warning on #pandemic . Meanwhile UK PM got admitted to ICU. US and UK cases are on steep incline.,2020-04-08 04:18:45+00:00,0,0,#COVID19 #Coronavirus #pandemic,Delhi,COVID19 update yesterday was the worst day for US For a single day US reported almost 2000 deaths and 33000 new cases of Coronavirus US president blamed WHO for delaying the warning on pandemic Meanwhile UK PM got admitted to ICU US and UK cases are on steep incline,"[{'score': 0.755818, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
#covid19 #Britain’s battle against the coronavirus – Boris Johnson is admitted to intensive care with covid-19,2020-04-08 04:14:25+00:00,0,0,#covid19 #Britain,Delhi,covid19 Britain s battle against the coronavirus Boris Johnson is admitted to intensive care with covid 19,"[{'score': 0.507365, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
#DailyFood distribution to #Citimakers at #YamunaPushta #Delhi by the organization #SAFEAPPROACH #Coronaindia #CoronaOutbreak #coronavirusinindia #Coronafighters #Corona #CoronaWarriors #CoronaTigerForce #foodie #COVID19 #FeedTheNeedy #foodbox #FoodHeroes #hunger,2020-04-08 04:11:49+00:00,0,0,#DailyFood #Citimakers #YamunaPushta #Delhi #SAFEAPPROACH #Coronaindia #CoronaOutbreak #coronavirusinindia #Coronafighters #Corona #CoronaWarriors #CoronaTigerForce #foodie #COVID19 #FeedTheNeedy #foodbox #FoodHeroes #hunger,Delhi,DailyFood distribution to Citimakers at YamunaPushta Delhi by the organization SAFEAPPROACH Coronaindia CoronaOutbreak coronavirusinindia Coronafighters Corona CoronaWarriors CoronaTigerForce foodie COVID19 FeedTheNeedy foodbox FoodHeroes hunger,"[{'score': 0.543415, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"Face mask is better than ventilator,home is better than ICU & prevention is better than cure.stay home,stay safe & inspire others #21daylockdown #coronaupdatesindia #CoronaWarriors #COVID19 #coronavirusindia #ChinaLiedPeopleDied #ChineseWuhanVirus #ChineseVirus #StayHomeIndia",2020-04-08 04:09:22+00:00,1,9,#21daylockdown #coronaupdatesindia #CoronaWarriors #COVID19 #coronavirusindia #ChinaLiedPeopleDied #ChineseWuhanVirus #ChineseVirus #StayHomeIndia,Delhi,Face mask is better than ventilator home is better than ICU prevention is better than cure stay home stay safe inspire others 21daylockdown coronaupdatesindia CoronaWarriors COVID19 coronavirusindia ChinaLiedPeopleDied ChineseWuhanVirus ChineseVirus StayHomeIndia,"[{'score': 0.865699, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
One Assistant Sub-Inspector (ASI) with @DelhiTrafficPolice has tested positive for #COVID19. @dtptraffic @SatyendarJain #DelhiFightsCorona #NewDelhi #DelhiPolice,2020-04-08 03:26:23+00:00,0,0,#COVID19 #DelhiFightsCorona #NewDelhi #DelhiPolice,Delhi,One Assistant Sub Inspector ASI with has tested positive for COVID19 DelhiFightsCorona NewDelhi DelhiPolice,"[{'score': 0.762434, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
Breakfast done #StayHomeStaySafe #StayHomeIndia #StayAtHome #StayHome #ChinaLiedPeopleDied #ChinaVirus19 #ChineseWuhanVirus #breakfast #21daylockdown #21DaysChallenge #selfcare #SelfQuarantine #fightagainstcorona #covidindia #COVID #COVID19 #coronaupdatesindia,2020-04-08 03:24:20+00:00,0,3,#StayHomeStaySafe #StayHomeIndia #StayAtHome #StayAtHome #StayHome #StayHome #ChinaLiedPeopleDied #ChinaVirus19 #ChineseWuhanVirus #breakfast #21daylockdown #21DaysChallenge #selfcare #SelfQuarantine #fightagainstcorona #covidindia #COVID #COVID19 #coronaupdatesindia,Delhi,Breakfast done StayHomeStaySafe StayHomeIndia StayAtHome StayHome ChinaLiedPeopleDied ChinaVirus19 ChineseWuhanVirus breakfast 21daylockdown 21DaysChallenge selfcare SelfQuarantine fightagainstcorona covidindia COVID COVID19 coronaupdatesindia,"[{'score': 0.869721, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"Always a proud feeling to read good things about a batchmate. Keep up the spirit, Lav! Sincerely hope, India would soon weather the #COVID19 storm. Tagging few batchmates: @iqbaldhali @CHAKRAVIEW1971 @rameshpandeyifs @AmbArunSahu @ushapadhee1996 @Ravindra_IPS @CaraKDeshmukh",2020-04-08 03:09:53+00:00,14,68,#COVID19,Delhi,Always a proud feeling to read good things about a batchmate Keep up the spirit Lav Sincerely hope India would soon weather the COVID19 storm Tagging few batchmates IPS,"[{'score': 0.758427, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
With cases close to 5000 & deaths 124 I feel there could be chances of lockdown extension. That time I'm going to take up day duties too . #lockdownextension #COVID19,2020-04-08 03:06:17+00:00,0,2,#lockdownextension #COVID19,Delhi,With cases close to 5000 deaths 124 I feel there could be chances of lockdown extension That time I m going to take up day duties too lockdownextension COVID19,"[{'score': 0.66181, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.546148, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.515711, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,1.0,1.0,
This is crazy!! They still lying! #ChinaLiedPeopleDied #ChineseVirusCorona #covid19 #COVID19Pandemic,2020-04-08 02:42:31+00:00,0,3,#ChinaLiedPeopleDied #ChineseVirusCorona #covid19 #COVID19Pandemic,Delhi,This is crazy They still lying ChinaLiedPeopleDied ChineseVirusCorona covid19 COVID19Pandemic,"[{'score': 0.578798, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,1.0,,,
Today Wuhan is Coming Out of lock down After 76 Days. #COVID19 #FightAgainstCOVID19 #FightAgainstCoronavirus #StayHomeStaySafe,2020-04-08 02:19:07+00:00,0,1,#COVID19 #FightAgainstCOVID19 #FightAgainstCoronavirus #StayHomeStaySafe,Delhi,Today Wuhan is Coming Out of lock down After 76 Days COVID19 FightAgainstCOVID19 FightAgainstCoronavirus StayHomeStaySafe,[],,,,,,,
Thank you healthcare family around the globe for taking care of us and saving lives selflessly. #WorldHealthDay2020 #Doctors #NursesAreHeroes #FightAgainstCOVID19 #covid19 ,2020-04-08 01:55:09+00:00,0,0,#WorldHealthDay2020 #Doctors #NursesAreHeroes #FightAgainstCOVID19 #covid19,Delhi,Thank you healthcare family around the globe for taking care of us and saving lives selflessly WorldHealthDay2020 Doctors NursesAreHeroes FightAgainstCOVID19 covid19,"[{'score': 0.752488, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
A great & excellent article by @viacom18's #RavishKumar on #workingfromhome and the new normal during this #crononavirus #Covid19 crisis which made us in #Indiq go on a #lockdown and hence starting work in this new way!,2020-04-07 22:40:52+00:00,0,0,#RavishKumar #workingfromhome #crononavirus #Covid19 #Indiq #lockdown,Delhi,A great excellent article by s RavishKumar on workingfromhome and the new normal during this crononavirus Covid19 crisis which made us in Indiq go on a lockdown and hence starting work in this new way,"[{'score': 0.776917, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.666537, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
Via PTI: A Group of Ministers on #COVID19 recommended extension of closure of all educational institutions and restricting all religious activities having public participation till May 15 irrespective of whether the government extends the 21-day lockdown or not: official sources ,2020-04-07 21:34:45+00:00,3,6,#COVID19,Delhi,Via PTI A Group of Ministers on COVID19 recommended extension of closure of all educational institutions and restricting all religious activities having public participation till May 15 irrespective of whether the government extends the 21 day lockdown or not official sources,"[{'score': 0.569636, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Our lives and the lives of future generations do not only depend on the conflicts that take place, but also on the solutions we offer in response to them... #Covid19 #PleaseGodBlessWorld #CoronaVirus #StayHomeStaySafeSaveLives",2020-04-07 21:07:59+00:00,0,0,#Covid19 #PleaseGodBlessWorld #CoronaVirus #StayHomeStaySafeSaveLives,Delhi,Our lives and the lives of future generations do not only depend on the conflicts that take place but also on the solutions we offer in response to them Covid19 PleaseGodBlessWorld CoronaVirus StayHomeStaySafeSaveLives,"[{'score': 0.761764, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.966377, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.664718, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,1.0,,,,1.0,
There's a faint Yin and Yang in the moon tonight. Is the cosmos whispering something to us? Peace? #supermoon #COVID19 ,2020-04-07 20:12:31+00:00,0,3,#supermoon #COVID19,Delhi,There s a faint Yin and Yang in the moon tonight Is the cosmos whispering something to us Peace supermoon COVID19,"[{'score': 0.782856, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"ASI posted with @dtptraffic tested positive for #COVID19-19 Tuesday evening. A resident of Kalkaji police colony, he has been shifted to #AIIMS, while his wife and two children have been advised Home Quarantine. First case from delhi Police.",2020-04-07 19:56:59+00:00,0,0,#COVID19 #AIIMS,Delhi,ASI posted with tested positive for COVID19 19 Tuesday evening A resident of Kalkaji police colony he has been shifted to AIIMS while his wife and two children have been advised Home Quarantine First case from delhi Police,[],,,,,,,
A special page would be dedicated to these morons in the Indian history!! #TablighiJamat #JamaatKoBanKaro #COVID19 #coronaupdatesindia,2020-04-07 19:28:01+00:00,0,0,#TablighiJamat #JamaatKoBanKaro #COVID19 #coronaupdatesindia,Delhi,A special page would be dedicated to these morons in the Indian history TablighiJamat JamaatKoBanKaro COVID19 coronaupdatesindia,[],,,,,,,
Social distancing is the key to our fight against #COVID19. However the 200 odd slum dwellers from Sector 8 being taken to quarantine are being packed like a deck of cards. What if just one contact person is a carrier of the disease? HT Photo/Sunil Ghosh ,2020-04-07 19:27:29+00:00,6,7,#COVID19,Delhi,Social distancing is the key to our fight against COVID19 However the 200 odd slum dwellers from Sector 8 being taken to quarantine are being packed like a deck of cards What if just one contact person is a carrier of the disease HT Photo Sunil Ghosh,[],,,,,,,
"Every second, I am missing the fun, The fun of spending time with u, The fun of reciting my rhymes for u, The fun of having dine with u, Don't make #SocialDistanacing ur habit, Once #coronavirus is over, We will again enjoy every occasion bit by bit #amwriting #poetry #COVID19",2020-04-07 19:02:05+00:00,2,9,#SocialDistanacing #coronavirus #amwriting #poetry #COVID19,Delhi,Every second I am missing the fun The fun of spending time with u The fun of reciting my rhymes for u The fun of having dine with u Don t make SocialDistanacing ur habit Once coronavirus is over We will again enjoy every occasion bit by bit amwriting poetry COVID19,"[{'score': 0.838612, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.51757, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
"The Corona crisis is a good moment to revise our Economic, Political and Legal system. #MyOpinion #COVID19 #QuarantineThoughts",2020-04-07 19:00:37+00:00,0,0,#MyOpinion #COVID19 #QuarantineThoughts,Delhi,The Corona crisis is a good moment to revise our Economic Political and Legal system MyOpinion COVID19 QuarantineThoughts,[],,,,,,,
"I have downloaded #AarogyaSetu App. How about you ? It will augment GoI’s initiatives in proactively informing users of the potential risk of infection, and relevant medical advisories to contain spread of #COVID19 pandemic. #IndiaFightsCorona.",2020-04-07 18:40:51+00:00,1,12,#AarogyaSetu #COVID19 #IndiaFightsCorona,Delhi,I have downloaded AarogyaSetu App How about you It will augment GoI s initiatives in proactively informing users of the potential risk of infection and relevant medical advisories to contain spread of COVID19 pandemic IndiaFightsCorona,[],,,,,,,
Stay Home ! Save Lives ! #StayHomeStaySafe #StayHome #COVID19 #IndiaFightsCorona #WHO @AtalAbhyudaya @ICMRDELHI,2020-04-07 18:38:43+00:00,0,7,#StayHomeStaySafe #StayHome #StayHome #COVID19 #IndiaFightsCorona #WHO,Delhi,Stay Home Save Lives StayHomeStaySafe StayHome COVID19 IndiaFightsCorona WHO,"[{'score': 0.554869, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
GODS PLAN Swipe For more follow @iravikoranga . . . . . #godsplan #prayer #weareinthistogether #life #ravikoranga #covid19 #coronavirus #meme #comic #comics #seemedoodle #9gag #darkhumor #webcomic #webcomics… https://www.instagram.com/p/B-sJMO_jMCJ/?igshid=1a6uzufboq929,2020-04-07 18:29:38+00:00,1,2,#godsplan #prayer #weareinthistogether #life #ravikoranga #covid19 #coronavirus #meme #comic #comics #seemedoodle #9gag #darkhumor #webcomic #webcomics,Delhi,GODS PLAN Swipe For more follow godsplan prayer weareinthistogether life ravikoranga covid19 coronavirus meme comic comics seemedoodle 9gag darkhumor webcomic webcomics,[],,,,,,,
Health workers are front Warier durring #covid19 #pandemic I salute them #WorldHealthDay,2020-04-07 18:09:40+00:00,0,1,#covid19 #pandemic #WorldHealthDay,Delhi,Health workers are front Warier durring covid19 pandemic I salute them WorldHealthDay,[],,,,,,,
"Happy #WorldHealthDay As a Doctor,very proud of myself serving underprivileged all over ..Thank you all my friends,well wishers, supporters...Stay safe #COVID19 #CORONA #Covid_19india #WorldHealthDay2020 #AnandAlochanalu @WHO #DrAnandKumar #BmNgo @UNICEF",2020-04-07 17:56:12+00:00,0,3,#WorldHealthDay #COVID19 #CORONA #Covid_19india #WorldHealthDay2020 #AnandAlochanalu #DrAnandKumar #BmNgo,Delhi,Happy WorldHealthDay As a Doctor very proud of myself serving underprivileged all over Thank you all my friends well wishers supporters Stay safe COVID19 CORONA Covid 19india WorldHealthDay2020 AnandAlochanalu DrAnandKumar BmNgo,"[{'score': 0.969354, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.841576, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
Important thread to read to dispel all the rumours and fake news spread by media targeting Muslim community. In this hour of crisis when country is dealing with #COVID19 #Pandemic Indian media is busy fanning hate n bigotry. This thread compiles and exposes fake news,2020-04-07 17:34:04+00:00,10,9,#COVID19 #Pandemic,Delhi,Important thread to read to dispel all the rumours and fake news spread by media targeting Muslim community In this hour of crisis when country is dealing with COVID19 Pandemic Indian media is busy fanning hate n bigotry This thread compiles and exposes fake news,"[{'score': 0.606816, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,1.0,,,
It was a great learning experience participating in the event online. All presenters were unanimous that the present crisis around #COVID19 offers an opportunity for investments to make the food systems resilient and inclusive. Strengthening hidden-middle in supply chain is imp.,2020-04-07 17:31:17+00:00,1,7,#COVID19,Delhi,It was a great learning experience participating in the event online All presenters were unanimous that the present crisis around COVID19 offers an opportunity for investments to make the food systems resilient and inclusive Strengthening hidden middle in supply chain is imp,[],,,,,,,
Starting early gave #Chhattisgarh a head start in tackling #COVID19 outbreak: State Health Minister #India,2020-04-07 17:28:11+00:00,0,0,#Chhattisgarh #COVID19 #India,Delhi,Starting early gave Chhattisgarh a head start in tackling COVID19 outbreak State Health Minister India,[],,,,,,,
"#COVID19 Looks like many journos, media houses are informally on payroll of Kejri. He is CM of a city but his PC is shown live by all National TV channels everyday. Does national TV channels show PC of @myogiadityanath @NitishKumar @OfficeofUT live, CMs of much larger states?",2020-04-07 17:21:34+00:00,0,0,#COVID19,Delhi,COVID19 Looks like many journos media houses are informally on payroll of Kejri He is CM of a city but his PC is shown live by all National TV channels everyday Does national TV channels show PC of live CMs of much larger states,[],,,,,,,
"Great work Worli @mybmc. All #publicspaces in small/big #cities to b regularly sprayed wth disinfectants incldng all #children parks/play equipments, #anganwadicenter, #community toilets, lanes in slums as a prevention against #COVID19 @MoHUA_India @SmartCities_HUA @amrut_MoHUA",2020-04-07 17:06:19+00:00,0,0,#publicspaces #cities #children #anganwadicenter #community #COVID19,Delhi,Great work Worli All publicspaces in small big cities to b regularly sprayed wth disinfectants incldng all children parks play equipments anganwadicenter community toilets lanes in slums as a prevention against COVID19 India HUA MoHUA,"[{'score': 0.67107, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,,
"Today SC heared my PIL - seeking release of under-trial prisoners held 4 non-heinous crimes & those suffering from various medical conditions, in light of #COVID19 pandemic - The SC has allowed us to prefer a representation to the government, and the said PIL has been withdrawn ",2020-04-07 16:48:06+00:00,1,16,#COVID19,Delhi,Today SC heared my PIL seeking release of under trial prisoners held 4 non heinous crimes those suffering from various medical conditions in light of COVID19 pandemic The SC has allowed us to prefer a representation to the government and the said PIL has been withdrawn,"[{'score': 0.750688, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
I have also expressed same thought what u have said in today's #DNA two days ago. @sudhirchaudhary @ZeeNews . I also appreciate the contribution of #zeemedia in #PMCaresFunds . #IndiaFightsCorona #COVID19 https://twitter.com/Amanmahto16/status/1246753332821016576,2020-04-07 16:47:06+00:00,0,1,#DNA #zeemedia #PMCaresFunds #IndiaFightsCorona #COVID19,Delhi,I have also expressed same thought what u have said in today s DNA two days ago I also appreciate the contribution of zeemedia in PMCaresFunds IndiaFightsCorona COVID19,"[{'score': 0.591407, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"A total of 1,14,015 samples tested for #COVID19, as of 9 pm today: ICMR @MoHFW_INDIA @drharshvardhan #CoronavirusPandemic",2020-04-07 16:46:51+00:00,0,1,#COVID19 #CoronavirusPandemic,Delhi,A total of 1 14 015 samples tested for COVID19 as of 9 pm today ICMR INDIA CoronavirusPandemic,[],,,,,,,
"25.UP man suffering from cough, cold ends life fearing he had #COVID19 #suicide https://www.newindianexpress.com/nation/2020/apr/06/up-man-suffering-from-cough-cold-ends-life-fearing-he-had-covid-19-2126446.amp?__twitter_impression=true",2020-04-07 16:42:52+00:00,0,1,#COVID19 #suicide,Delhi,25 UP man suffering from cough cold ends life fearing he had COVID19 suicide,"[{'score': 0.735186, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,,1.0
A great short film with a strong message: ‘घर में रहे’ Every artist shot their own section in their own house. If they stay home why can’t you? Remember - we are ONE family and together we will fight #COVID19 ,2020-04-07 15:59:32+00:00,10,16,#COVID19,Delhi,A great short film with a strong message Every artist shot their own section in their own house If they stay home why can t you Remember we are ONE family and together we will fight COVID19,"[{'score': 0.642696, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
#JadMehendiLagLagJaave #FullVideoSong Out Now! #VideoEditing #VFX by @AshuArtsMusic @AshuArts_Real Feat.: #UrvashiRautela #SunnyDeol #shreyaghoshal #SonuNigam #WorldHealthDay #WhatsApp #COVID19 #COVID19 #Trending #Music #Video #hydroxychloriquine #TuesdayThoughts #tuesdayvibes,2020-04-07 15:54:43+00:00,4,6,#JadMehendiLagLagJaave #FullVideoSong #VideoEditing #VFX #UrvashiRautela #SunnyDeol #shreyaghoshal #SonuNigam #WorldHealthDay #WhatsApp #COVID19 #COVID19 #Trending #Music #Video #hydroxychloriquine #TuesdayThoughts #tuesdayvibes,Delhi,JadMehendiLagLagJaave FullVideoSong Out Now VideoEditing VFX by Real Feat UrvashiRautela SunnyDeol shreyaghoshal SonuNigam WorldHealthDay WhatsApp COVID19 COVID19 Trending Music Video hydroxychloriquine TuesdayThoughts tuesdayvibes,"[{'score': 0.786824, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
