Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,confident,analytical,sadness,tentative,fear,anger
Parenting in Covid :- Day 23 - ‘Don’t raise your Minnie me’ #parentingincovid #jasminkumar #parentinganswesbyjasminkumar #parentinginlockdown #lockdown #parenting #motherhood #fatherhood #childreninlockdown #covid19 #Time,2020-05-24 02:16:31+00:00,0,1,#parentingincovid #jasminkumar #parentinganswesbyjasminkumar #parentinginlockdown #lockdown #parenting #motherhood #fatherhood #childreninlockdown #covid19 #Time,Delhi,Parenting in Covid Day 23 Don t raise your Minnie me parentingincovid jasminkumar parentinganswesbyjasminkumar parentinginlockdown lockdown parenting motherhood fatherhood childreninlockdown covid19 Time,[],,,,,,,
Mumbai- based Go Air has said that it will open its bookings only after a clarity on states' position on flight resumption #aviation during #COVID19 ,2020-05-24 01:55:17+00:00,6,9,#aviation #COVID19,Delhi,Mumbai based Go Air has said that it will open its bookings only after a clarity on states position on flight resumption aviation during COVID19,[],,,,,,,
"State governments of Maharshtra & West Bengal have said they don't want flights to resume from 25 May, ruling out Mumbai & Kolkata from network map. Passengers travelling to Bangalore will face quarantine of 14 days #aviation during #COVID19 ",2020-05-24 01:51:29+00:00,9,10,#aviation #COVID19,Delhi,State governments of Maharshtra West Bengal have said they don t want flights to resume from 25 May ruling out Mumbai Kolkata from network map Passengers travelling to Bangalore will face quarantine of 14 days aviation during COVID19,[],,,,,,,
" Hw Artificial Intelligence restored century-old film frm some f d world's most famous capital cities! Don't Panic #Corona 24x7 #TollFree 1075,01123978046 &amp; 9013151515 to Fight against #COVID19.. All d Bst! B Sporty Happy.. जय हिन्द! #HappyYadav https://twitter.com/anupamyad/status/1264188330528268290 – at HUDCO Place",2020-05-23 22:41:18+00:00,0,0,#Corona #TollFree #COVID19 #HappyYadav,Delhi,Hw Artificial Intelligence restored century old film frm some f d world s most famous capital cities Don t Panic Corona 24x7 TollFree 1075 01123978046 amp 9013151515 to Fight against COVID19 All d Bst B Sporty Happy HappyYadav at HUDCO Place,"[{'score': 0.700643, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
#HumanRace with #Love @CocaCola_Ind #COVID19 ,2020-05-23 22:20:41+00:00,0,1,#HumanRace #Love #COVID19,Delhi,HumanRace with Love Ind COVID19,"[{'score': 0.868737, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Molecular testing used to be a term which was confined within the walls of science institutions. Not anymore in the times of #COVID19. @vinodscaria https://genomeconnect.blogspot.com/2020/05/understanding-molecular-testing-of.html,2020-05-23 21:22:52+00:00,0,0,#COVID19,Delhi,Molecular testing used to be a term which was confined within the walls of science institutions Not anymore in the times of COVID19,[],,,,,,,
"4 Date : 09/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 10,080 poor people in Lockdown Place: Rohini, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy",2020-05-23 19:52:51+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,4 Date 09 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 10 080 poor people in Lockdown Place Rohini Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy,[],,,,,,,
"2 Date : 09/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 10,080 poor people in Lockdown Place: Rohini, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy",2020-05-23 19:49:23+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,2 Date 09 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 10 080 poor people in Lockdown Place Rohini Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy,[],,,,,,,
"1 Date : 09/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 10,080 poor people in Lockdown Place: Rohini, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy",2020-05-23 19:47:39+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,1 Date 09 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 10 080 poor people in Lockdown Place Rohini Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy,[],,,,,,,
"4 Date : 09/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 10,020 poor people in Lockdown Place: Rohini, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Sector 24",2020-05-23 19:47:10+00:00,0,1,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,4 Date 09 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 10 020 poor people in Lockdown Place Rohini Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Sector 24,[],,,,,,,
"2 Date : 09/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 10,020 poor people in Lockdown Place: Rohini, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Sector 24",2020-05-23 19:44:01+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,2 Date 09 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 10 020 poor people in Lockdown Place Rohini Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Sector 24,[],,,,,,,
"1 Date : 09/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 10,020 poor people in Lockdown Place: Rohini, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Sector 24",2020-05-23 19:42:33+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,1 Date 09 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 10 020 poor people in Lockdown Place Rohini Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Sector 24,[],,,,,,,
"Date : 08/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 9960 poor people in Lockdown Place : Shahberi, UP Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Crossing Republic, Ghaziabad",2020-05-23 19:35:43+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,Date 08 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 9960 poor people in Lockdown Place Shahberi UP Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Crossing Republic Ghaziabad,[],,,,,,,
"4 Date : 06/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 9480 poor people in Lockdown Place : Rohini, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Sector 24",2020-05-23 19:32:40+00:00,0,1,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,4 Date 06 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 9480 poor people in Lockdown Place Rohini Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Sector 24,[],,,,,,,
"Date : 07/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 9840 poor people in Lockdown Place : Alwar, Rajasthan Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Alwar, Rajasthan",2020-05-23 19:32:39+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,Date 07 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 9840 poor people in Lockdown Place Alwar Rajasthan Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Alwar Rajasthan,[],,,,,,,
"2 Date : 06/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 9480 poor people in Lockdown Place : Rohini, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Sector 24",2020-05-23 19:29:20+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,2 Date 06 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 9480 poor people in Lockdown Place Rohini Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Sector 24,[],,,,,,,
We have submitted an idea to IIMTKAVACH 2020 named “Health Module” #IIMTKAVACH”. @iimtnoida #COVID19,2020-05-23 19:28:55+00:00,0,0,#IIMTKAVACH #COVID19,Delhi,We have submitted an idea to IIMTKAVACH 2020 named Health Module IIMTKAVACH COVID19,"[{'score': 0.564789, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.821913, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"1 Date : 06/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 9480 poor people in Lockdown Place : Rohini, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Sector 24",2020-05-23 19:27:41+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,1 Date 06 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 9480 poor people in Lockdown Place Rohini Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Sector 24,[],,,,,,,
"2 Date : 06/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 9420 poor people in Lockdown Place : Rohini, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Sector 24",2020-05-23 19:24:31+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,2 Date 06 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 9420 poor people in Lockdown Place Rohini Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Sector 24,[],,,,,,,
"2 Date : 05/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 9360 poor people in Lockdown Place : Ghaziabad, UP Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Crossing Republic, Ghaziabad",2020-05-23 19:22:07+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,2 Date 05 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 9360 poor people in Lockdown Place Ghaziabad UP Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Crossing Republic Ghaziabad,[],,,,,,,
Some Officers are doing really good during #COVID19 @IASassociation @IPS_Association,2020-05-23 19:10:03+00:00,16,69,#COVID19,Delhi,Some Officers are doing really good during COVID19 Association,"[{'score': 0.722597, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,1.0,,1.0,,
"Date : 04/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 9000 poor people in Lockdown Place : Budhvihar, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Budh Vihar",2020-05-23 19:07:05+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,Date 04 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 9000 poor people in Lockdown Place Budhvihar Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Budh Vihar,[],,,,,,,
"1 Date : 03/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 8640 poor people in Lockdown Place : Shahberi, UP Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Crossing Republic, Ghaziabad",2020-05-23 18:57:14+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,1 Date 03 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 8640 poor people in Lockdown Place Shahberi UP Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Crossing Republic Ghaziabad,[],,,,,,,
"Date : 03/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 8460 poor people in Lockdown Place : Shahberi, UP Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Crossing Republic, Ghaziabad",2020-05-23 18:19:19+00:00,0,2,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,Date 03 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 8460 poor people in Lockdown Place Shahberi UP Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Crossing Republic Ghaziabad,[],,,,,,,
"2 Date : 03/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 8340 poor people in Lockdown Place : Rohini, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Sector 24",2020-05-23 18:19:13+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,2 Date 03 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 8340 poor people in Lockdown Place Rohini Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Sector 24,[],,,,,,,
"1 Date : 03/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 8340 poor people in Lockdown Place : Rohini, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Sector 24",2020-05-23 18:17:51+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,1 Date 03 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 8340 poor people in Lockdown Place Rohini Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Sector 24,[],,,,,,,
"2 Date : 03/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 8220 poor people in Lockdown Place : Rohini, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Sector 24",2020-05-23 18:17:13+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,2 Date 03 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 8220 poor people in Lockdown Place Rohini Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Sector 24,[],,,,,,,
"1 Date : 03/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 8220 poor people in Lockdown Place : Rohini, Delhi Jai Hind2 @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Sector 24",2020-05-23 18:15:47+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,1 Date 03 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 8220 poor people in Lockdown Place Rohini Delhi Jai Hind2 SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Sector 24,[],,,,,,,
Centre point of India District Katni (M.P.) is still green zone and not a single case of #covid19 register. Pray to God as soon as all over world gets #Covid free. @sudhirchaudhary @ZeeNews,2020-05-23 17:49:05+00:00,0,0,#covid19 #Covid,Delhi,Centre point of India District Katni M P is still green zone and not a single case of covid19 register Pray to God as soon as all over world gets Covid free,[],,,,,,,
Employee at @Maruti_Corp's Manesar plant tests positive for #COVID19: Company spokesperson ,2020-05-23 17:35:18+00:00,5,13,#COVID19,Delhi,Employee at Corp s Manesar plant tests positive for COVID19 Company spokesperson,"[{'score': 0.60863, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
"7 Date : 03/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 8160 poor people in Lockdown Place : Karala, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy",2020-05-23 16:23:15+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,7 Date 03 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 8160 poor people in Lockdown Place Karala Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy,[],,,,,,,
"5 Date : 03/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 8160 poor people in Lockdown Place : Karala, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy",2020-05-23 16:19:40+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,5 Date 03 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 8160 poor people in Lockdown Place Karala Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy,[],,,,,,,
"4 Date : 03/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 8160 poor people in Lockdown Place : Karala, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy",2020-05-23 16:17:55+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,4 Date 03 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 8160 poor people in Lockdown Place Karala Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy,[],,,,,,,
"3 Date : 03/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 8160 poor people in Lockdown Place : Karala, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy",2020-05-23 16:16:17+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,3 Date 03 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 8160 poor people in Lockdown Place Karala Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy,[],,,,,,,
"2 Date : 03/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 8160 poor people in Lockdown Place : Karala, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy",2020-05-23 16:14:27+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,2 Date 03 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 8160 poor people in Lockdown Place Karala Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy,[],,,,,,,
"1 Date : 03/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 8160 poor people in Lockdown Place : Karala, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy",2020-05-23 16:12:25+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,1 Date 03 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 8160 poor people in Lockdown Place Karala Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy,[],,,,,,,
"3 Date : 01/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 7680 poor people in Lockdown Place : Rohini, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Sector 24",2020-05-23 15:55:57+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,3 Date 01 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 7680 poor people in Lockdown Place Rohini Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Sector 24,[],,,,,,,
"2 Date : 01/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 7680 poor people in Lockdown Place : Rohini, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Sector 24",2020-05-23 15:54:17+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,2 Date 01 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 7680 poor people in Lockdown Place Rohini Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Sector 24,[],,,,,,,
