Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,analytical,confident,tentative,sadness,fear,anger
Govt should use force now to keep people indoors. Enough is enough. #COVID19 #LockdownMaharashtra #IndiaFightsCorona,2020-03-23 05:17:19+00:00,0,0,#COVID19 #LockdownMaharashtra #IndiaFightsCorona,Mumbai,Govt should use force now to keep people indoors Enough is enough COVID19 LockdownMaharashtra IndiaFightsCorona,"[{'score': 0.584447, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,1.0,,
@OfficeofUT @narendramodi shut everything lock everyone. We Indians are stupid we do not understand the fact that staying home is for not only good ourselves but for our parents friends relatives #COVID19 #LockdownMaharashtra #IndiaFightsCorona,2020-03-23 05:13:42+00:00,0,0,#COVID19 #LockdownMaharashtra #IndiaFightsCorona,Mumbai,shut everything lock everyone We Indians are stupid we do not understand the fact that staying home is for not only good ourselves but for our parents friends relatives COVID19 LockdownMaharashtra IndiaFightsCorona,"[{'score': 0.693736, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.87565, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,1.0
"Today 14 new #COVID19 positive cases and 1 death in Mumbai. This is not time to show your Mumbai spirit, all toll naka of mumbai full of traffic. @waglenikhil @iamShantanu_D @Archanagsanap2 @rajuparulekar @ss_suryawanshi @RimaNeeraj @VrushaliGYadav @Nishigandha269 @DrVrushaliRaut",2020-03-23 05:06:43+00:00,2,4,#COVID19,Mumbai,Today 14 new COVID19 positive cases and 1 death in Mumbai This is not time to show your Mumbai spirit all toll naka of mumbai full of traffic D suryawanshi,"[{'score': 0.535866, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,,,
Indiana are so stupid they don't understand staying home is for their own safety #COVID19 #LockdownMaharashtra #IndiaFightsCorona,2020-03-23 04:49:12+00:00,0,3,#COVID19 #LockdownMaharashtra #IndiaFightsCorona,Mumbai,Indiana are so stupid they don t understand staying home is for their own safety COVID19 LockdownMaharashtra IndiaFightsCorona,"[{'score': 0.526907, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,,1.0
Lock the fucking down completely please #COVID19 #LockdownMaharashtra #IndiaFightsCorona,2020-03-23 04:47:39+00:00,0,1,#COVID19 #LockdownMaharashtra #IndiaFightsCorona,Mumbai,Lock the fucking down completely please COVID19 LockdownMaharashtra IndiaFightsCorona,"[{'score': 0.882078, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.874372, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,,1.0
India is repeating the same mistakes. Following footsteps of Italy Spain France. STAY INDOORS STAY HOME STAY SAFE #COVID19 #LockdownMaharashtra #IndiaFightsCorona,2020-03-23 04:36:16+00:00,0,0,#COVID19 #LockdownMaharashtra #IndiaFightsCorona,Mumbai,India is repeating the same mistakes Following footsteps of Italy Spain France STAY INDOORS STAY HOME STAY SAFE COVID19 LockdownMaharashtra IndiaFightsCorona,"[{'score': 0.670204, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
Home quarantined. #COVID19 #LockdownIndia #IndiaFightsCorona,2020-03-23 04:33:44+00:00,0,0,#COVID19 #LockdownIndia #IndiaFightsCorona,Mumbai,Home quarantined COVID19 LockdownIndia IndiaFightsCorona,[],,,,,,,
Please stay home stay indoors please. #COVID19 #LockdownMumbai #IndiaFightsCorona,2020-03-23 04:32:39+00:00,0,0,#COVID19 #LockdownMumbai #IndiaFightsCorona,Mumbai,Please stay home stay indoors please COVID19 LockdownMumbai IndiaFightsCorona,[],,,,,,,
People who are not taking #covid19 seriously should watch this movie on #AmazonPrime #contagionmovie relatable to current scenario crisis #CoronavirusPandemic #coronavirus,2020-03-23 04:09:58+00:00,1,1,#covid19 #AmazonPrime #contagionmovie #CoronavirusPandemic #coronavirus,Mumbai,People who are not taking covid19 seriously should watch this movie on AmazonPrime contagionmovie relatable to current scenario crisis CoronavirusPandemic coronavirus,[],,,,,,,
"#Doctors around the world are under the pressure and stress as they are on the front lines battling to contain and prevent the spread of the #COVID19 virus, find out how nonverbals plays a role in doctor-patient communication. #coronavirus #lockdown http://bit.ly/Doctor_Sbt",2020-03-23 04:04:48+00:00,2,1,#Doctors #COVID19 #coronavirus #lockdown,Mumbai,Doctors around the world are under the pressure and stress as they are on the front lines battling to contain and prevent the spread of the COVID19 virus find out how nonverbals plays a role in doctor patient communication coronavirus lockdown,"[{'score': 0.563098, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
Don't Forget To Help The Elderly People At This Hour Of Crisis!Read my article2learn how we can still help by maintaining social distancing https://www.instagram.com/p/B-D6-VEF4id/?igshid=un4a6j052bi7 #COVIDー19 #mondaythoughts #BeSafeEveryone #MondayMotivaton #MondayVibes #SocialDistancing #coronavirus #COVID19 ,2020-03-23 03:43:33+00:00,0,1,#COVID #mondaythoughts #BeSafeEveryone #MondayMotivaton #MondayVibes #SocialDistancing #coronavirus #COVID19,Mumbai,Don t Forget To Help The Elderly People At This Hour Of Crisis Read my article2learn how we can still help by maintaining social distancing COVID 19 mondaythoughts BeSafeEveryone MondayMotivaton MondayVibes SocialDistancing coronavirus COVID19,[],,,,,,,
Hate the turning a great beer brand @corona into a buzzkill affliction #CoVid19 (Add to this list ) ,2020-03-23 03:28:17+00:00,0,1,#CoVid19,Mumbai,Hate the turning a great beer brand into a buzzkill affliction CoVid19 Add to this list,[],,,,,,,
"""I have to remind the American doctor that life is changing.… It's not a normal life. It's a #COVID19 life. It's a pandemic life."" - Professor Bin Cao, MD",2020-03-23 03:12:21+00:00,0,0,#COVID19,Mumbai,I have to remind the American doctor that life is changing It s not a normal life It s a COVID19 life It s a pandemic life Professor Bin Cao MD,"[{'score': 0.791644, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
"GOOD NEWS INDIA #Coronavirus @MIT study corroborates @DavidaSinclair's hypothesis 3⁰ to 17⁰C is the temparature where infections are growing fastest Higher Temparature + Humidity slows down spread of #COVID19 India must also continue: Lockdowns, travel bans @nishantchat",2020-03-23 01:08:53+00:00,2,2,#Coronavirus #COVID19,Mumbai,GOOD NEWS INDIA Coronavirus study corroborates s hypothesis 3 to 17 C is the temparature where infections are growing fastest Higher Temparature Humidity slows down spread of COVID19 India must also continue Lockdowns travel bans,"[{'score': 0.677381, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
"As things get worse by the day in 2020, I was thinking what could get worse. And then i suddenly got reminded of this #Marathi chapter/poem (निबंध) in #School by the name- ' सूर्य उगवला नाही तर? ' #Maharashtra #MaharashtraLockdown #COVID19 #CoronaVirus #GoCorona #SUN",2020-03-22 21:46:38+00:00,0,3,#Marathi #School #Maharashtra #MaharashtraLockdown #COVID19 #CoronaVirus #GoCorona #SUN,Mumbai,As things get worse by the day in 2020 I was thinking what could get worse And then i suddenly got reminded of this Marathi chapter poem in School by the name Maharashtra MaharashtraLockdown COVID19 CoronaVirus GoCorona SUN,"[{'score': 0.569231, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.537979, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,1.0,,
Probably the best Fifteen minutes I've witnessed today in a very very long time. Every Indian who saw this has felt it and has lived it . https://www.instagram.com/tv/B-DE-POFQdo/?igshid=11hlg3da8bz3n . #Coronavirus #COVID19 #SatyavisDanka #BeSensible #BeSafe #Peace #PhonePTography #GodBless ,2020-03-22 20:05:46+00:00,0,1,#Coronavirus #COVID19 #SatyavisDanka #BeSensible #BeSafe #Peace #PhonePTography #GodBless,Mumbai,Probably the best Fifteen minutes I ve witnessed today in a very very long time Every Indian who saw this has felt it and has lived it Coronavirus COVID19 SatyavisDanka BeSensible BeSafe Peace PhonePTography GodBless,"[{'score': 0.717694, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.554927, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,,,
United against COVID 19 #TheQKnit #QueerSamachar #Queer #Together #United #COVID19 #CoronaVirus #Fight #Fighters #Community #Hope #Love #StaySafe #BeSafe #TakeCare #SocialDistancing #Pandemic #India #Worldpmo,2020-03-22 19:44:43+00:00,1,4,#TheQKnit #QueerSamachar #Queer #Together #United #COVID19 #CoronaVirus #Fight #Fighters #Community #Hope #Love #StaySafe #BeSafe #TakeCare #SocialDistancing #Pandemic #India #Worldpmo,Mumbai,United against COVID 19 TheQKnit QueerSamachar Queer Together United COVID19 CoronaVirus Fight Fighters Community Hope Love StaySafe BeSafe TakeCare SocialDistancing Pandemic India Worldpmo,"[{'score': 0.756215, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Italy reports 651 deaths today, total death toll crosses 5,400. India is at 396 cases,biggest jump today. #Covid19",2020-03-22 19:43:27+00:00,14,134,#Covid19,Mumbai,Italy reports 651 deaths today total death toll crosses 5 400 India is at 396 cases biggest jump today Covid19,"[{'score': 0.625846, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
China Italy Spain Iran and now France #COVID19,2020-03-22 19:04:22+00:00,0,0,#COVID19,Mumbai,China Italy Spain Iran and now France COVID19,[],,,,,,,
"@SrBachchan Clapping was realy a good initiative by our Hon. PM. But most ppl took wrong.This was supposed 2b happening from ur windows,balconies &amp; doors without coming out of ur http://house.Pl try to understand wat is meant &amp; Y #covid19 #coronavirus #stopthespread",2020-03-22 18:57:26+00:00,1,1,#covid19 #coronavirus #stopthespread,Mumbai,Clapping was realy a good initiative by our Hon PM But most ppl took wrong This was supposed 2b happening from ur windows balconies amp doors without coming out of ur try to understand wat is meant amp Y covid19 coronavirus stopthespread,"[{'score': 0.517403, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
Man who ate a bat and was on duty to crash US economy down lost midway in Italy and... #COVID19,2020-03-22 18:09:55+00:00,0,1,#COVID19,Mumbai,Man who ate a bat and was on duty to crash US economy down lost midway in Italy and COVID19,"[{'score': 0.623294, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"We are Doctors and doing our karma. It's time you do your part, Ie. Follow instructions. #Covid19 #CoronaStopKaroNa #52typesofmasti #Happyglobe #happyhomoeopathy Stay home and stay safe. #mumbaikar Call for… https://www.instagram.com/p/B-C55VEhDfE/?igshid=eyv73lvd95kv",2020-03-22 18:07:07+00:00,0,0,#Covid19 #CoronaStopKaroNa #52typesofmasti #Happyglobe #happyhomoeopathy #mumbaikar,Mumbai,We are Doctors and doing our karma It s time you do your part Ie Follow instructions Covid19 CoronaStopKaroNa 52typesofmasti Happyglobe happyhomoeopathy Stay home and stay safe mumbaikar Call for,"[{'score': 0.802309, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
Thank you all who support us directly and indirectly in deadly situations. God bless us! #Covid_19india #covid19 #coronavirus #stayhome #StayHomeStaySafe #5Baje5Minute #coronaupdatesindia @ANI @narendramodi,2020-03-22 17:43:48+00:00,0,2,#Covid_19india #covid19 #coronavirus #stayhome #stayhome #StayHomeStaySafe #5Baje5Minute #coronaupdatesindia,Mumbai,Thank you all who support us directly and indirectly in deadly situations God bless us Covid 19india covid19 coronavirus stayhome StayHomeStaySafe 5Baje5Minute coronaupdatesindia,"[{'score': 0.876383, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.560944, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,,,
Steps of stopping COVID19! Drawing by Chasheen Fatima #coronavirus #covid19 #stayhome #staysafe #StayHomeStaySafe #SocialDistancing #Social_Distancing #WHO #art #drawing @WHO,2020-03-22 16:58:21+00:00,1,5,#coronavirus #covid19 #stayhome #stayhome #staysafe #StayHomeStaySafe #SocialDistancing #Social_Distancing #WHO #art #drawing,Mumbai,Steps of stopping COVID19 Drawing by Chasheen Fatima coronavirus covid19 stayhome staysafe StayHomeStaySafe SocialDistancing Social Distancing WHO art drawing,"[{'score': 0.530547, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
#COVIDー19 Lab testing capacity #COVID19 in #Maharashtra to be increased with the help of the help of private labs - Amit Deshmukh @CMOMaharashtra,2020-03-22 16:54:49+00:00,1,1,#COVID #COVID19 #Maharashtra,Mumbai,COVID 19 Lab testing capacity COVID19 in Maharashtra to be increased with the help of the help of private labs Amit Deshmukh,[],,,,,,,
"What an Energetic Display of Claps, Drums Banging around Just A Sign showcasing we are all United. We can Fight the Virus . Also Saluting the warriors who are in the forefront fighting the virus our doctors, essential services workers etc. We salute you. #JantaCurfew #COVID19",2020-03-22 16:47:50+00:00,0,1,#JantaCurfew #COVID19,Mumbai,What an Energetic Display of Claps Drums Banging around Just A Sign showcasing we are all United We can Fight the Virus Also Saluting the warriors who are in the forefront fighting the virus our doctors essential services workers etc We salute you JantaCurfew COVID19,[],,,,,,,
"Thanks @JackMa for your support to most needy countries. I guess you conveniently missed Vietnam, Phillipines, Taiwan n India because of obvious reasons. Let's support the people. #COVID19 Commies like @salimdotcomrade @VidyaKrishnan will keep begging bt ignore @vivekagnihotri",2020-03-22 16:14:57+00:00,0,0,#COVID19,Mumbai,Thanks for your support to most needy countries I guess you conveniently missed Vietnam Phillipines Taiwan n India because of obvious reasons Let s support the people COVID19 Commies like will keep begging bt ignore,"[{'score': 0.805573, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.765977, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,1.0,,
"After @cathaypacific, @Ryanair Emirates is now grounding its fleet..#covid19 https://twitter.com/emirates/status/1241720768997834752",2020-03-22 15:54:40+00:00,0,2,#covid19,Mumbai,After Emirates is now grounding its fleet covid19,[],,,,,,,
Yes this was very successfully conducted. #Mumbai which is the noisiest city of India was dead silent. Ofcourse barring the 5 minutes at 5pm when everyone joined hands to encourage the essential workforce. Hopefully this will continue #COVID19 #JantaCurfew #clapforourcarers,2020-03-22 15:25:26+00:00,1,8,#Mumbai #COVID19 #JantaCurfew #clapforourcarers,Mumbai,Yes this was very successfully conducted Mumbai which is the noisiest city of India was dead silent Ofcourse barring the 5 minutes at 5pm when everyone joined hands to encourage the essential workforce Hopefully this will continue COVID19 JantaCurfew clapforourcarers,[],,,,,,,
It is important for us to remember that diseases can make anyone sick regardless of their race or ethnicity. Fear and anxiety about COVID-19 can cause people to avoid or reject others even though they are not at risk for spreading the virus. . . . #Covid19 #Covid19UK #corona,2020-03-22 14:25:55+00:00,0,0,#Covid19 #Covid19UK #corona,Mumbai,It is important for us to remember that diseases can make anyone sick regardless of their race or ethnicity Fear and anxiety about COVID 19 can cause people to avoid or reject others even though they are not at risk for spreading the virus Covid19 Covid19UK corona,"[{'score': 0.816693, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.721302, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.804906, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,1.0,,1.0,
Just Stay at home even after the curfew ends! Be Responsible! @CMOMaharashtra @MoHFW_INDIA #SwitchAgainstCorona #Switchtocoronarelief #corona #coronavirus #covid19 #covid_19 #coronavirusindia #coronascare #mygovt #kanikakapoor #who #governmentofindia #pandemic #coronaindia,2020-03-22 13:57:38+00:00,0,0,#SwitchAgainstCorona #Switchtocoronarelief #corona #coronavirus #covid19 #covid_19 #coronavirusindia #coronascare #mygovt #kanikakapoor #who #governmentofindia #pandemic #coronaindia,Mumbai,Just Stay at home even after the curfew ends Be Responsible INDIA SwitchAgainstCorona Switchtocoronarelief corona coronavirus covid19 covid 19 coronavirusindia coronascare mygovt kanikakapoor who governmentofindia pandemic coronaindia,"[{'score': 0.698904, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,
India’s taali salute to the warriors of battle against #COVID19. . . .Thank You For Support #jantacurfew22march #StayAtHome.. #SatySafe... @mybmc @MumbaiMirror @TOIMumbai #bhayankarआल_c @NatGeoPhotos @T_Street_Photo @MagnumPhotos @aperturefnd,2020-03-22 13:32:49+00:00,0,5,#COVID19 #jantacurfew22march #StayAtHome #StayAtHome #SatySafe #bhayankar,Mumbai,India s taali salute to the warriors of battle against COVID19 Thank You For Support jantacurfew22march StayAtHome SatySafe bhayankar c Street Photo,"[{'score': 0.65074, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
We did it with full devotion @PMOIndia @CMOMaharashtra @AmitShah @rajnathsingh @AUThackeray @republic @TimesNow @aajtak #coronavirusinindia #coronavirus #covid19 ,2020-03-22 13:31:53+00:00,2,0,#coronavirusinindia #coronavirus #covid19,Mumbai,We did it with full devotion coronavirusinindia coronavirus covid19,[],,,,,,,
I always had to do for office tasks n kids schedule but never way more organised than in #COVID19 times.with a 24 hour help grandparents n 2 kids it’s all about planning to detail office work timing food daily work chores grocery consumption ...may be this bcums a habit,2020-03-22 13:31:49+00:00,0,0,#COVID19,Mumbai,I always had to do for office tasks n kids schedule but never way more organised than in COVID19 times with a 24 hour help grandparents n 2 kids it s all about planning to detail office work timing food daily work chores grocery consumption may be this bcums a habit,"[{'score': 0.587199, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
We did it with full devotion @PMOIndia @CMOMaharashtra @AmitShah @rajnathsingh @AUThackeray @republic @TimesNow @aajtak https://twitter.com/SubirTalks/status/1241717061283282944/video/1 #coronavirusinindia #coronavirus #covid19 ,2020-03-22 13:28:24+00:00,2,0,#coronavirusinindia #coronavirus #covid19,Mumbai,We did it with full devotion coronavirusinindia coronavirus covid19,[],,,,,,,
We never thought of all this. We were never prepared for. But when the time came we all stood together. #UnitedWeStand I feel shame saying china is our neighbouring country. What disaster have they caused. #CoronavirusPandemic #COVID19outbreak #COVID19,2020-03-22 13:25:16+00:00,0,1,#UnitedWeStand #CoronavirusPandemic #COVID19outbreak #COVID19,Mumbai,We never thought of all this We were never prepared for But when the time came we all stood together UnitedWeStand I feel shame saying china is our neighbouring country What disaster have they caused CoronavirusPandemic COVID19outbreak COVID19,"[{'score': 0.504577, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,1.0,,
"Appreciate the sentiment but regret the foolishness of people appreciating #coronafighters. DO NOT BREAK CURFEW!! Stay home, stay safe.. #covid19 #covid19india @Mumbai, Maharashtra https://www.instagram.com/p/B-CZWVBjYYeQiASHRJjXNDWppju8-tHUZqRKv00/?igshid=s4n56xo2t7as",2020-03-22 13:22:44+00:00,0,1,#coronafighters #covid19 #covid19india,Mumbai,Appreciate the sentiment but regret the foolishness of people appreciating coronafighters DO NOT BREAK CURFEW Stay home stay safe covid19 covid19india Maharashtra,"[{'score': 0.862286, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
Can I call 100 to inform about people for no good reason meeting in numbers??? Because they're bored at home? #COVID19 #JanataCurfew #LockdownMumbai #IndiaFightsCorona #IndiaComeTogether,2020-03-22 13:19:05+00:00,0,0,#COVID19 #JanataCurfew #LockdownMumbai #IndiaFightsCorona #IndiaComeTogether,Mumbai,Can I call 100 to inform about people for no good reason meeting in numbers Because they re bored at home COVID19 JanataCurfew LockdownMumbai IndiaFightsCorona IndiaComeTogether,"[{'score': 0.84334, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,1.0,,
"I stand, you stand We all got this together love . #NāToCōरोnā #ThankYouAll . #iChētz #Noप्लानetB #covıd19 #covid_19 #coronavirus #BreatTheVirus #JanataCerfew #IndiaFightsCorona… https://www.instagram.com/p/B-CWGtKBb7jzlOTE4e7HwknV3x1xztg5cFHaCk0/?igshid=m1185vafrkti",2020-03-22 12:58:53+00:00,0,0,#N #ThankYouAll #iCh #No #cov #covid_19 #coronavirus #BreatTheVirus #JanataCerfew #IndiaFightsCorona,Mumbai,I stand you stand We all got this together love N ToC n ThankYouAll iCh tz No etB cov d19 covid 19 coronavirus BreatTheVirus JanataCerfew IndiaFightsCorona,"[{'score': 0.773805, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,,,
Mark Zuckerberg is like bruh wtf just happened in India Facebook Instagram Whatsapp crashed for what? #COVID19 #JanataCurfew #LockdownMumbai #IndiaFightsCorona,2020-03-22 12:54:46+00:00,0,0,#COVID19 #JanataCurfew #LockdownMumbai #IndiaFightsCorona,Mumbai,Mark Zuckerberg is like bruh wtf just happened in India Facebook Instagram Whatsapp crashed for what COVID19 JanataCurfew LockdownMumbai IndiaFightsCorona,"[{'score': 0.509423, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.704683, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,1.0,,
#Delhi Locked Down. #COVID19 #CoronaPrevention @ArvindKejriwal @PMOIndia,2020-03-22 12:49:53+00:00,0,1,#Delhi #COVID19 #CoronaPrevention,Mumbai,Delhi Locked Down COVID19 CoronaPrevention,[],,,,,,,
I can confidently say this to my future generations these were the best 20 mins of my life!!! We salute! #COVID19 #JanataCurfew #LockdownMumbai #IndiaFightCorona,2020-03-22 12:48:37+00:00,0,2,#COVID19 #JanataCurfew #LockdownMumbai #IndiaFightCorona,Mumbai,I can confidently say this to my future generations these were the best 20 mins of my life We salute COVID19 JanataCurfew LockdownMumbai IndiaFightCorona,"[{'score': 0.7471, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,,,
#5baje5minute Bhayandar Mumbai se Gratitude to all those who are working against #Covid19 #JanataCurfew #IndiaThanksCoronaWarriors https://twitter.com/jhalajhal/status/1241700862331764736,2020-03-22 12:40:45+00:00,0,0,#5baje5minute #Covid19 #JanataCurfew #IndiaThanksCoronaWarriors,Mumbai,5baje5minute Bhayandar Mumbai se Gratitude to all those who are working against Covid19 JanataCurfew IndiaThanksCoronaWarriors,"[{'score': 0.780096, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,,,
Let’s fight this #COVID19 #ChineseVirus under the leadership of @narendramodi,2020-03-22 12:38:27+00:00,1,2,#COVID19 #ChineseVirus,Mumbai,Let s fight this COVID19 ChineseVirus under the leadership of,"[{'score': 0.735673, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
Love him or hate him but he is a star!!! You know who. #COVID19 #JanataCurfew #LockDownMumbai #IndiaFightCorona,2020-03-22 12:33:02+00:00,0,4,#COVID19 #JanataCurfew #LockDownMumbai #IndiaFightCorona,Mumbai,Love him or hate him but he is a star You know who COVID19 JanataCurfew LockDownMumbai IndiaFightCorona,"[{'score': 0.508687, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.641954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,1.0,,,1.0
"I salute our doctors, nurses, armed & paramilitary forces, cleaning and assistance staff, aviation staffs, our entire railway workforce, government officials, media professionals and everyone who is working day and night selflessly to serve our nation against #COVID19. ",2020-03-22 12:30:07+00:00,1,2,#COVID19,Mumbai,I salute our doctors nurses armed paramilitary forces cleaning and assistance staff aviation staffs our entire railway workforce government officials media professionals and everyone who is working day and night selflessly to serve our nation against COVID19,[],,,,,,,
"Hearing the chirping of birds in #Mumbai at this time of the day for the first time in my 29 years on the planet! Goosebumps. Well done, India! #JantaCurfew #Covid19 ",2020-03-22 12:27:09+00:00,0,0,#Mumbai #JantaCurfew #Covid19,Mumbai,Hearing the chirping of birds in Mumbai at this time of the day for the first time in my 29 years on the planet Goosebumps Well done India JantaCurfew Covid19,"[{'score': 0.604536, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Thank you India #COVID19 #JanataCurfew #LockDownMumbai #IndiaFightCorona,2020-03-22 12:21:44+00:00,0,1,#COVID19 #JanataCurfew #LockDownMumbai #IndiaFightCorona,Mumbai,Thank you India COVID19 JanataCurfew LockDownMumbai IndiaFightCorona,"[{'score': 0.619752, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Hahahahahahahahahahahahhahahaha #COVID19 #JanataCurfew #LockDownMumbai #IndiaFightCorona,2020-03-22 12:20:13+00:00,0,0,#COVID19 #JanataCurfew #LockDownMumbai #IndiaFightCorona,Mumbai,Hahahahahahahahahahahahhahahaha COVID19 JanataCurfew LockDownMumbai IndiaFightCorona,[],,,,,,,
Facebook Whatsapp Instagram crashed. Very much sure people around the world wonder why? #COVID19 #JanataCurfew #LockDownMumbai #IndiaFightCorona,2020-03-22 12:04:40+00:00,0,2,#COVID19 #JanataCurfew #LockDownMumbai #IndiaFightCorona,Mumbai,Facebook Whatsapp Instagram crashed Very much sure people around the world wonder why COVID19 JanataCurfew LockDownMumbai IndiaFightCorona,[],,,,,,,
Sound of Gratitude is humble as I express immense thank you to all keeping us safe and fighting incessantly against #covid19 #JanataCurfew,2020-03-22 12:01:00+00:00,0,4,#covid19 #JanataCurfew,Mumbai,Sound of Gratitude is humble as I express immense thank you to all keeping us safe and fighting incessantly against covid19 JanataCurfew,"[{'score': 0.77503, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.788547, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,1.0,,,,
#JanataCurfew Together We Stand Against #Covid_19india Nation With Hon @PMOIndia Shri @narendramodi ji @MoHFW_INDIA @JPNadda @AmitShah @manoj_kotak @poonam_mahajan @iGopalShetty @Dev_Fadnavis @DevangVDave @MrsGandhi @Avadhutwaghbjp #CoronaKoDhona #Coronafighters #COVID19 ,2020-03-22 12:00:40+00:00,1,4,#JanataCurfew #Covid_19india #CoronaKoDhona #Coronafighters #COVID19,Mumbai,JanataCurfew Together We Stand Against Covid 19india Nation With Hon Shri ji INDIA kotak mahajan Fadnavis CoronaKoDhona Coronafighters COVID19,[],,,,,,,
For some reason last 20-25 mins were emotional! Jai Hind #COVID19 #JanataCurfew #LockDownMumbai #IndiaFightCorona,2020-03-22 11:57:04+00:00,0,6,#COVID19 #JanataCurfew #LockDownMumbai #IndiaFightCorona,Mumbai,For some reason last 20 25 mins were emotional Jai Hind COVID19 JanataCurfew LockDownMumbai IndiaFightCorona,"[{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,1.0,,,
I was waiting for someone to play Nasik dhol Shya #COVID19 #JanataCurfew #LockDownMumbai #IndiaFightCorona,2020-03-22 11:55:47+00:00,0,1,#COVID19 #JanataCurfew #LockDownMumbai #IndiaFightCorona,Mumbai,I was waiting for someone to play Nasik dhol Shya COVID19 JanataCurfew LockDownMumbai IndiaFightCorona,"[{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,
