Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,tentative,analytical,confident,sadness,anger,fear
@rjpraveenredfm creates this comic strip where India's favourite hero fights the most hated #COVID19 in his own stylish way! @SrBachchan @juniorbachchan @AishwaryaRaiWeb @AmitabhFansFb @Amitabhfans7 #COVID2019india #COVID #21DinStayIn,2020-03-31 02:30:54+00:00,0,1,#COVID19 #COVID2019india #COVID #21DinStayIn,Kolkata,creates this comic strip where India s favourite hero fights the most hated COVID19 in his own stylish way COVID2019india COVID 21DinStayIn,"[{'score': 0.534346, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,1.0,
You can’t see the future with tears of the past in your eyes.#GoodMorningTwitterWorld #lockdownindia #StayHomeStaySafe #China #COVID19 ,2020-03-31 01:51:11+00:00,0,0,#GoodMorningTwitterWorld #lockdownindia #StayHomeStaySafe #China #COVID19,Kolkata,You can t see the future with tears of the past in your eyes GoodMorningTwitterWorld lockdownindia StayHomeStaySafe China COVID19,"[{'score': 0.69448, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
You can’t see the future with tears of the past in your eyes.#GoodMorningTwitterWorld #lockdownindia #StayHomeStaySafe #China #COVID19 ,2020-03-31 01:17:01+00:00,0,0,#GoodMorningTwitterWorld #lockdownindia #StayHomeStaySafe #China #COVID19,Kolkata,You can t see the future with tears of the past in your eyes GoodMorningTwitterWorld lockdownindia StayHomeStaySafe China COVID19,"[{'score': 0.69448, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
For all those still taking strolling around in the streets. Please read this #Covid_19 #CoronavirusLockdown #COVID19 #ChineseVirus #IndiaFightsCOVID19,2020-03-30 20:43:06+00:00,0,1,#Covid_19 #CoronavirusLockdown #COVID19 #ChineseVirus #IndiaFightsCOVID19,Kolkata,For all those still taking strolling around in the streets Please read this Covid 19 CoronavirusLockdown COVID19 ChineseVirus IndiaFightsCOVID19,[],,,,,,,
"Since the media reports the essence & use of ventilators to be critical in treating #COVID19, people at large r coming 2 know abt the necessity of such a life-saving biomedical device.Otherwise, it would've been continued to be labelled as a cash spinning tool for the Dr &amp; hosps.",2020-03-30 20:38:18+00:00,0,1,#COVID19,Kolkata,Since the media reports the essence use of ventilators to be critical in treating COVID19 people at large r coming 2 know abt the necessity of such a life saving biomedical device Otherwise it would ve been continued to be labelled as a cash spinning tool for the Dr amp hosps,[],,,,,,,
"Only if this air of mass encouragement from Top Indian Corporates and Govt Hospitals & Agencies prevailed at all times round the year, we would've secured a better position in fighting pandemics like #COVID19 .",2020-03-30 20:32:22+00:00,0,1,#COVID19,Kolkata,Only if this air of mass encouragement from Top Indian Corporates and Govt Hospitals Agencies prevailed at all times round the year we would ve secured a better position in fighting pandemics like COVID19,[],,,,,,,
Your Health Begins With Us.... #bsdiagnostic #healthcare #FIGHTBACK #COVID19 #StayHomeStaySafe #nablaccredited #washhand #weremask #sanitizeYourself.,2020-03-30 18:51:34+00:00,0,0,#bsdiagnostic #healthcare #FIGHTBACK #COVID19 #StayHomeStaySafe #nablaccredited #washhand #weremask #sanitizeYourself,Kolkata,Your Health Begins With Us bsdiagnostic healthcare FIGHTBACK COVID19 StayHomeStaySafe nablaccredited washhand weremask sanitizeYourself,"[{'score': 0.698734, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
https://youtu.be/rgbkni6edn4 WAYS TO KEEP YOURSELF IN SHAPE NOW #lockdown #BhulaDunga50M #MondayMotivaton #mondaythoughts #StayHome #ShehnaaziansRespectSid #PoliceBrutality #StayHome #Covid_19 #COVID19,2020-03-30 17:53:04+00:00,0,0,#lockdown #BhulaDunga50M #MondayMotivaton #mondaythoughts #StayHome #StayHome #ShehnaaziansRespectSid #PoliceBrutality #StayHome #StayHome #Covid_19 #COVID19,Kolkata,WAYS TO KEEP YOURSELF IN SHAPE NOW lockdown BhulaDunga50M MondayMotivaton mondaythoughts StayHome ShehnaaziansRespectSid PoliceBrutality StayHome Covid 19 COVID19,[],,,,,,,
Reliance Industries announces Rs. 500 crores contribution to #PMCARES Fund. In addition to its multi-pronged on-the-ground fight against #COVID19: Reliance Industries #StayHome #StayAtHome #Covid_19 #CoronavirusLockdown,2020-03-30 17:31:12+00:00,0,1,#PMCARES #COVID19 #StayHome #StayHome #StayAtHome #StayAtHome #Covid_19 #CoronavirusLockdown,Kolkata,Reliance Industries announces Rs 500 crores contribution to PMCARES Fund In addition to its multi pronged on the ground fight against COVID19 Reliance Industries StayHome StayAtHome Covid 19 CoronavirusLockdown,[],,,,,,,
"Instead of implementing social distancing, seems people have chosen ""common sense distancing"". How on earth crowds keep gathering even now! #Social_Distancing #FlattenTheCurve #COVID19 #IndiaFightsCorona",2020-03-30 16:40:29+00:00,0,2,#Social_Distancing #FlattenTheCurve #COVID19 #IndiaFightsCorona,Kolkata,Instead of implementing social distancing seems people have chosen common sense distancing How on earth crowds keep gathering even now Social Distancing FlattenTheCurve COVID19 IndiaFightsCorona,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,1.0,,,,
#COVID19 #Twitter #WorldHealthOrganization #IndiaFightsCorona #NarendraModi #WestBengal We can fight for covid-19 and we will definitely win it. I have done something If you all get time then do it.,2020-03-30 14:08:09+00:00,0,0,#COVID19 #Twitter #WorldHealthOrganization #IndiaFightsCorona #NarendraModi #WestBengal,Kolkata,COVID19 Twitter WorldHealthOrganization IndiaFightsCorona NarendraModi WestBengal We can fight for covid 19 and we will definitely win it I have done something If you all get time then do it,"[{'score': 0.642027, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Everyday helping out to the needy people by Distributing food to them from my residence. We will unitedly fight against this #COVID19 . #StayHomeStaySafe,2020-03-30 12:42:21+00:00,45,157,#COVID19 #StayHomeStaySafe,Kolkata,Everyday helping out to the needy people by Distributing food to them from my residence We will unitedly fight against this COVID19 StayHomeStaySafe,"[{'score': 0.501695, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.541591, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
#COVID19 Why corona virus more dengerous for INDIA ! ____________U KNOW ? let'ssee https://www.facebook.com/himadri.el/videos/736605946870895/ Pls maintain lockdown in INDIA। #besafe #maintain_lockdown #SocialDistance #takecare #GodBless from_ #Kolkata,2020-03-30 12:42:19+00:00,0,0,#COVID19 #besafe #maintain_lockdown #SocialDistance #takecare #GodBless #Kolkata,Kolkata,COVID19 Why corona virus more dengerous for INDIA U KNOW let ssee Pls maintain lockdown in INDIA besafe maintain lockdown SocialDistance takecare GodBless from Kolkata,[],,,,,,,
I just donated to the #COVID19Fund to support @WHO's response efforts to the global #COVID19 pandemic. Join me to help combat this growing global threat to people's health and well-being: ,2020-03-30 11:59:39+00:00,0,1,#COVID19Fund #COVID19,Kolkata,I just donated to the COVID19Fund to support s response efforts to the global COVID19 pandemic Join me to help combat this growing global threat to people s health and well being,"[{'score': 0.540705, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Check out what the #UNSecretaryGeneral : #AntonioGuterres wants to say. https://youtu.be/ubJaJPRdoMk #TogetherWecanFightCoronavirus #VForce #UNV_India #COVID19 #IndiaFightsCorona #IndiaFightsCOVID19 #preventionsofcoronavirus #coronavirus #StopTheSpread @UNV_India,2020-03-30 11:20:11+00:00,0,0,#UNSecretaryGeneral #AntonioGuterres #TogetherWecanFightCoronavirus #VForce #UNV_India #COVID19 #IndiaFightsCorona #IndiaFightsCOVID19 #preventionsofcoronavirus #coronavirus #StopTheSpread,Kolkata,Check out what the UNSecretaryGeneral AntonioGuterres wants to say TogetherWecanFightCoronavirus VForce UNV India COVID19 IndiaFightsCorona IndiaFightsCOVID19 preventionsofcoronavirus coronavirus StopTheSpread India,"[{'score': 0.547147, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.599421, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
There is an Indian Chief Minister who talks about #mentalhealth. Yes he exists. #COVID19 ,2020-03-30 10:38:25+00:00,28,132,#mentalhealth #COVID19,Kolkata,There is an Indian Chief Minister who talks about mentalhealth Yes he exists COVID19,"[{'score': 0.610774, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
#WorkFromHome What you show the world and what you actually do. #DAY6 #lockdown #Lockdown21 #COVID19 ,2020-03-30 06:27:18+00:00,1,4,#WorkFromHome #DAY6 #DAY6 #lockdown #Lockdown21 #COVID19,Kolkata,WorkFromHome What you show the world and what you actually do DAY6 lockdown Lockdown21 COVID19,"[{'score': 0.641655, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,,,
"@RahulGandhi @priyankagandhi @SoniaGandhiMP @SoniaGandhi_FC @PMOIndia @NDRFHQ @ZeeNewsHindi Despite criticizing central govt , u pls donate Rs 5000/- crore from your congress fund to PM relief fund to help the destitute &amp; #covid19 victims , it will help the country &amp; country Men – at Garia Garden",2020-03-30 04:51:36+00:00,1,0,#covid19,Kolkata,FC Despite criticizing central govt u pls donate Rs 5000 crore from your congress fund to PM relief fund to help the destitute amp covid19 victims it will help the country amp country Men at Garia Garden,[],,,,,,,
"This is the #PPE I get in the newly opened #covid19 #ICU in the private multispeciality hospital I work at, a far cry from the @WHO standard. https://twitter.com/DilliDurAst/status/1244361455798874112",2020-03-30 03:24:56+00:00,0,2,#PPE #covid19 #ICU,Kolkata,This is the PPE I get in the newly opened covid19 ICU in the private multispeciality hospital I work at a far cry from the standard,"[{'score': 0.821763, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"Like COVID 19, break the chain is also applicable for WhatsApp/Telegram messaging apps, if you see anyone leaking COVID 19 patients informations such as picture, email, mobile, address, social networking details, please do your part, be a good citizen, break the chain. #Covid19",2020-03-29 19:01:54+00:00,0,0,#Covid19,Kolkata,Like COVID 19 break the chain is also applicable for WhatsApp Telegram messaging apps if you see anyone leaking COVID 19 patients informations such as picture email mobile address social networking details please do your part be a good citizen break the chain Covid19,"[{'score': 0.675026, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Munishamappa a farmer in #Chikkaballapur decided to dump loads of #Grapes cultivated at his #VineYard into a compost pit as buyers failed to turn up citing lack of #transport due to #CoronaLockdown #COVID19 #agriculture #farmer @DeccanHerald @CMofKarnataka @PMOIndia @narendramodi,2020-03-29 15:15:24+00:00,2,4,#Chikkaballapur #Grapes #VineYard #transport #CoronaLockdown #COVID19 #agriculture #farmer,Kolkata,Munishamappa a farmer in Chikkaballapur decided to dump loads of Grapes cultivated at his VineYard into a compost pit as buyers failed to turn up citing lack of transport due to CoronaLockdown COVID19 agriculture farmer,"[{'score': 0.89058, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.867677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.641977, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,1.0,1.0,,
"The terrible claws of #Covid19 spare none. The innocent, hapless and hard working people take the first hit. ",2020-03-29 15:12:42+00:00,0,0,#Covid19,Kolkata,The terrible claws of Covid19 spare none The innocent hapless and hard working people take the first hit,[],,,,,,,
I have joined as a V-Force Volunteer to fight against COVID-19. #AfreenZaman #UNV_INDIA #Volunteer #Kolkata #TogetherWecanFightCoronavirus #VForce #unv_india #COVID19 #IndiaFightsCOVID19 @UNV_India,2020-03-29 13:25:50+00:00,0,0,#AfreenZaman #UNV_INDIA #Volunteer #Kolkata #TogetherWecanFightCoronavirus #VForce #unv_india #COVID19 #IndiaFightsCOVID19,Kolkata,I have joined as a V Force Volunteer to fight against COVID 19 AfreenZaman UNV INDIA Volunteer Kolkata TogetherWecanFightCoronavirus VForce unv india COVID19 IndiaFightsCOVID19 India,[],,,,,,,
Man.... There's literally nothing else to do now.... .. . . #portrait #shadow #figure #fun #quarantinelife #quarantine #bored #shit #covid19 #mental #kolkata #India @Kolkata https://www.instagram.com/p/B-UavWgAfAD/?igshid=fxldxc7l63jn,2020-03-29 13:21:11+00:00,0,1,#portrait #shadow #figure #fun #quarantinelife #quarantine #bored #shit #covid19 #mental #kolkata #India,Kolkata,Man There s literally nothing else to do now portrait shadow figure fun quarantinelife quarantine bored shit covid19 mental kolkata India,"[{'score': 0.669896, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"Dear Sir ... please accept my little contribution for country to fight #COVID19 . I am jobless last 6 months, That's why small contributions!!! Hope I will do something Big for my country in Future!!! ",2020-03-29 12:33:17+00:00,0,0,#COVID19,Kolkata,Dear Sir please accept my little contribution for country to fight COVID19 I am jobless last 6 months That s why small contributions Hope I will do something Big for my country in Future,"[{'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,,,,
Whatever the world is doing now is generating a magnitude of information to deal with bio-war effectively. It is like a Civil & Military joint exercise. #coronavirus #COVID19 @PMOIndia #PANDAMIC,2020-03-29 12:23:14+00:00,0,0,#coronavirus #COVID19 #PANDAMIC,Kolkata,Whatever the world is doing now is generating a magnitude of information to deal with bio war effectively It is like a Civil Military joint exercise coronavirus COVID19 PANDAMIC,"[{'score': 0.546148, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Even as they grapple with the operational aspects of the crisis, many #business leaders are bringing a beginner’s mind and experimenting. They are discovering slivers of opportunity and preparing for a post #COVID19 world. ",2020-03-29 11:33:28+00:00,0,0,#business #COVID19,Kolkata,Even as they grapple with the operational aspects of the crisis many business leaders are bringing a beginner s mind and experimenting They are discovering slivers of opportunity and preparing for a post COVID19 world,"[{'score': 0.631014, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Small contribution from my side Urge to the citizens of our country to contribute to fight against #COVID19. @narendramodi @PMOIndia,2020-03-29 10:54:06+00:00,0,1,#COVID19,Kolkata,Small contribution from my side Urge to the citizens of our country to contribute to fight against COVID19,[],,,,,,,
#covid19 cases are increasing in India. ,2020-03-29 10:36:03+00:00,0,0,#covid19,Kolkata,covid19 cases are increasing in India,[],,,,,,,
Let’s see how many boxes you tick....for the absolute love of #Books Nominate your friends and fellow book lovers by sharing this post and see who hits a BINGO. #COVID19 #SocialDistancing #StaySafe #OxfordBookstore,2020-03-29 06:27:45+00:00,1,2,#Books #COVID19 #SocialDistancing #StaySafe #OxfordBookstore,Kolkata,Let s see how many boxes you tick for the absolute love of Books Nominate your friends and fellow book lovers by sharing this post and see who hits a BINGO COVID19 SocialDistancing StaySafe OxfordBookstore,"[{'score': 0.76226, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.554927, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,,,
Follow us #infographic #web #webdesign #webdesigner #Website #design #company #topwebdesignagency #techcompany #tech #coronaindia #corona #covid #covıd19 #safety #safteyfirst #covidindia #advice #WorkFromHome #SundayMotivation #SundayMorning #SundayFunday #sundayvibes,2020-03-29 05:27:43+00:00,1,1,#infographic #web #webdesign #webdesigner #Website #design #company #topwebdesignagency #techcompany #tech #coronaindia #corona #covid #cov #safety #safteyfirst #covidindia #advice #WorkFromHome #SundayMotivation #SundayMorning #SundayFunday #sundayvibes,Kolkata,Follow us infographic web webdesign webdesigner Website design company topwebdesignagency techcompany tech coronaindia corona covid cov d19 safety safteyfirst covidindia advice WorkFromHome SundayMotivation SundayMorning SundayFunday sundayvibes,"[{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Breaking: One more test positive in Bengal. First case in north Bengal. The 44 year old resident of Kalimpong had recently returned from Thailand via Kerala. Total #COVID19 cases now stand at 18.,2020-03-29 03:47:53+00:00,7,18,#COVID19,Kolkata,Breaking One more test positive in Bengal First case in north Bengal The 44 year old resident of Kalimpong had recently returned from Thailand via Kerala Total COVID19 cases now stand at 18,"[{'score': 0.612271, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
"we are given this small opportunity to serve our nation at this time of crisis. We believe we should all contribute in whatever way possible!We are thankful to all those doctors,nurses etc #DutyTowardsNation #IndiaFightsCorona #covid19 #NarendraModi #India #PMCares #theoncafe",2020-03-29 03:30:22+00:00,0,2,#DutyTowardsNation #IndiaFightsCorona #covid19 #NarendraModi #India #PMCares #theoncafe,Kolkata,we are given this small opportunity to serve our nation at this time of crisis We believe we should all contribute in whatever way possible We are thankful to all those doctors nurses etc DutyTowardsNation IndiaFightsCorona covid19 NarendraModi India PMCares theoncafe,"[{'score': 0.787804, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Amid spike in coronavirus cases, India boosts capacity for tougher challenges ahead. #coronavirusindia #CoronavirusOutbreak #CoronaUpdate #COVID19 #StayAtHomeAndStaySafe",2020-03-29 03:13:23+00:00,0,0,#coronavirusindia #CoronavirusOutbreak #CoronaUpdate #COVID19 #StayAtHomeAndStaySafe,Kolkata,Amid spike in coronavirus cases India boosts capacity for tougher challenges ahead coronavirusindia CoronavirusOutbreak CoronaUpdate COVID19 StayAtHomeAndStaySafe,"[{'score': 0.614975, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Prime Minister Narendra Modi will address the nation through his radio programme '#MannKiBaat', at 11 AM today. The episode will be focused on the situation prevailing due to #COVID19. ",2020-03-29 02:30:21+00:00,2,7,#MannKiBaat #COVID19,Kolkata,Prime Minister Narendra Modi will address the nation through his radio programme MannKiBaat at 11 AM today The episode will be focused on the situation prevailing due to COVID19,[],,,,,,,
FACT: #COVID19 is NOT airborne. #CoronaVirusUpdates #coronavirus,2020-03-28 21:39:23+00:00,0,0,#COVID19 #CoronaVirusUpdates #coronavirus,Kolkata,FACT COVID19 is NOT airborne CoronaVirusUpdates coronavirus,"[{'score': 0.93884, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,1.0,,,
The #central governence #fails to control the situations in emergencies for #Covid19 rater shameful #decisions towards the poor and #needy P.M talking over phones to get #attrection is not enough towards #humanity PMO #proved falier to the promises Do #justice to poor &amp; needy ,2020-03-28 21:38:44+00:00,0,1,#central #fails #Covid19 #decisions #needy #attrection #proved #justice,Kolkata,The central governence fails to control the situations in emergencies for Covid19 rater shameful decisions towards the poor and needy P M talking over phones to get attrection is not enough towards humanity PMO proved falier to the promises Do justice to poor amp needy,"[{'score': 0.512843, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
They are simply hardworking families but not corrupt. That's why they are suffering and you are safe #COVID19 #sanjna29p #NDTV,2020-03-28 20:06:32+00:00,1,1,#COVID19 #sanjna29p #NDTV,Kolkata,They are simply hardworking families but not corrupt That s why they are suffering and you are safe COVID19 sanjna29p NDTV,"[{'score': 0.810352, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
Ramakrishna Mission commenced #COVID19!relief work both in India and #Bangladesh. @mpostdigital #IndiaFightsCorona #Lockdown21,2020-03-28 18:40:32+00:00,4,15,#COVID19 #Bangladesh #IndiaFightsCorona #Lockdown21,Kolkata,Ramakrishna Mission commenced COVID19 relief work both in India and Bangladesh IndiaFightsCorona Lockdown21,[],,,,,,,
Any idea how many would die of #Covid19 &amp; how many from hunger &amp; disease. Any tradeoff ? Caught between deep blue sea and the devil. Imminent catastrophe.,2020-03-28 18:27:41+00:00,0,0,#Covid19,Kolkata,Any idea how many would die of Covid19 amp how many from hunger amp disease Any tradeoff Caught between deep blue sea and the devil Imminent catastrophe,"[{'score': 0.71611, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.698904, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,,1.0,,
This is a short video I thought I should do due to the present lockdown situation for the #COVID19 pandemic. ,2020-03-28 17:33:44+00:00,0,0,#COVID19,Kolkata,This is a short video I thought I should do due to the present lockdown situation for the COVID19 pandemic,"[{'score': 0.795049, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
The reason I love this man and try to follow his principle of life. Still remember the famous quote from my first day @TCS onboarding “what comes from society should go back to the society” #COVID19 ,2020-03-28 17:05:13+00:00,1,1,#COVID19,Kolkata,The reason I love this man and try to follow his principle of life Still remember the famous quote from my first day onboarding what comes from society should go back to the society COVID19,"[{'score': 0.650029, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
#BREAKING One more person tested positive for #COVID19 in West Bengal. A 54 year old woman from North Bengal has tested positive for the infection. This is the third positive case on Saturday taking the total number of cases in the state to 18. @DeccanHerald #Covid19India,2020-03-28 16:46:51+00:00,1,3,#BREAKING #COVID19 #Covid19India,Kolkata,BREAKING One more person tested positive for COVID19 in West Bengal A 54 year old woman from North Bengal has tested positive for the infection This is the third positive case on Saturday taking the total number of cases in the state to 18 Covid19India,"[{'score': 0.790062, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
"Only Mamata Banerjee can do this, salute mam #pmcare #CoronaLockdown #CoronaUpdate #COVID19 ",2020-03-28 16:41:34+00:00,0,0,#pmcare #CoronaLockdown #CoronaUpdate #COVID19,Kolkata,Only Mamata Banerjee can do this salute mam pmcare CoronaLockdown CoronaUpdate COVID19,[],,,,,,,
3. After #COVID19 (#CHINAVIRUS) we will come back to basic #coliving with nature and not outperform .,2020-03-28 16:38:05+00:00,0,0,#COVID19 #CHINAVIRUS #coliving,Kolkata,3 After COVID19 CHINAVIRUS we will come back to basic coliving with nature and not outperform,"[{'score': 0.659021, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
2. After #COVID19 (#CHINAVIRUS) we will try to enforce some type of #lockdown or #JantaCurfew to allow the environment to heal .,2020-03-28 16:36:34+00:00,0,0,#COVID19 #CHINAVIRUS #lockdown #JantaCurfew,Kolkata,2 After COVID19 CHINAVIRUS we will try to enforce some type of lockdown or JantaCurfew to allow the environment to heal,"[{'score': 0.650499, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.876534, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,,1.0,,
1. After #COVID19 (#CHINAVIRUS) we will stop using all their products making sure they won’t create such dependency again for the world.,2020-03-28 16:35:20+00:00,0,0,#COVID19 #CHINAVIRUS,Kolkata,1 After COVID19 CHINAVIRUS we will stop using all their products making sure they won t create such dependency again for the world,"[{'score': 0.738612, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.812632, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.775384, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,1.0,,,
"So, Great talk with the accounts dept in virtual conversation today. Now lets see this month capital will reach or not!! #Quarentined #Staysafe #COVID19 ",2020-03-28 16:23:36+00:00,0,0,#Quarentined #Staysafe #COVID19,Kolkata,So Great talk with the accounts dept in virtual conversation today Now lets see this month capital will reach or not Quarentined Staysafe COVID19,[],,,,,,,
"@PMOIndia Dear sir, humble request to kindly look into this situation.People from different states are waiting to return to their home town at Delhi Bus stand.This will be a tremendous failure of #NationalLockdown if we are unable to handle this situation.#COVID19 #CoronaOutbreak",2020-03-28 16:22:45+00:00,0,0,#NationalLockdown #COVID19 #CoronaOutbreak,Kolkata,Dear sir humble request to kindly look into this situation People from different states are waiting to return to their home town at Delhi Bus stand This will be a tremendous failure of NationalLockdown if we are unable to handle this situation COVID19 CoronaOutbreak,"[{'score': 0.653244, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.5232, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
"I have done my part, requesting if you can make a contribution of 1/- each that will make a difference. #PMCareFund #COVID19 https://gpay.app.goo.gl/jAdbX6",2020-03-28 16:19:43+00:00,0,1,#PMCareFund #COVID19,Kolkata,I have done my part requesting if you can make a contribution of 1 each that will make a difference PMCareFund COVID19,[],,,,,,,
The nation comes before everything else. For this we are donating One Crore Rupees to the Prime Ministers National Relief Fund to fight #COVID19. We urge other companies and individuals to come forward and do their bit. #StayHome #StaySafe #ShyamSteel #CSR #FlexiStrong,2020-03-28 16:18:56+00:00,6,32,#COVID19 #StayHome #StayHome #StaySafe #ShyamSteel #CSR #FlexiStrong,Kolkata,The nation comes before everything else For this we are donating One Crore Rupees to the Prime Ministers National Relief Fund to fight COVID19 We urge other companies and individuals to come forward and do their bit StayHome StaySafe ShyamSteel CSR FlexiStrong,[],,,,,,,
"It is evident that #Lockdown won't help us much unless testing scenario changes drastically. It will only put poor people in a more difficult situation. In #COVID19, testing in #India ranks low &amp; #WB least among others. Tragedy indeed! It is urgent @narendramodi, @MamataOfficial.",2020-03-28 15:52:28+00:00,16,40,#Lockdown #COVID19 #India #WB,Kolkata,It is evident that Lockdown won t help us much unless testing scenario changes drastically It will only put poor people in a more difficult situation In COVID19 testing in India ranks low amp WB least among others Tragedy indeed It is urgent,"[{'score': 0.655475, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.588934, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,1.0,,
"Looking at the donation coming from all over, businessmen, sportsmen, actors and all other Indian. Hopefully the government utilize it correctly and reach out to the poorest of the countrymen, otherwise these Donation will be just figures whihc is of no use. #COVID19 #RatanTata",2020-03-28 15:44:29+00:00,0,0,#COVID19 #RatanTata,Kolkata,Looking at the donation coming from all over businessmen sportsmen actors and all other Indian Hopefully the government utilize it correctly and reach out to the poorest of the countrymen otherwise these Donation will be just figures whihc is of no use COVID19 RatanTata,"[{'score': 0.626595, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.582401, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
"Looking at the donation coming from all over, businessmen, sportsmen, actors and all other Indian. Hopefully the government utilize it correctly and reach out to the poorest of the countrymen, otherwise these Donation will be just figures whihc is of no use. #COVID19 #RatanTata",2020-03-28 15:43:34+00:00,0,0,#COVID19 #RatanTata,Kolkata,Looking at the donation coming from all over businessmen sportsmen actors and all other Indian Hopefully the government utilize it correctly and reach out to the poorest of the countrymen otherwise these Donation will be just figures whihc is of no use COVID19 RatanTata,"[{'score': 0.626595, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.582401, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
"Looking at the donation coming from all over, businessmen, sportsmen, actors and all other Indian. Hopefully the government utilize it correctly and reach out to the poorest of the countrymen, otherwise these Donation will be just figures whihc is of no use. #COVID19",2020-03-28 15:42:12+00:00,0,0,#COVID19,Kolkata,Looking at the donation coming from all over businessmen sportsmen actors and all other Indian Hopefully the government utilize it correctly and reach out to the poorest of the countrymen otherwise these Donation will be just figures whihc is of no use COVID19,"[{'score': 0.628229, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.591614, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
