Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,sadness,joy,fear,confident,analytical,tentative,anger
"Quite surprised by numbing silence from real life Heroes and Superstar Cricketers. No monetary help form our so called celebrities so far. Boss, there is a big cost economy has to pay due to this #COVID19 crisis and this is the time to show real life Heroic.#BollywoodActOnCorona",2020-03-26 09:54:41+00:00,0,2,#COVID19 #BollywoodActOnCorona,Delhi,Quite surprised by numbing silence from real life Heroes and Superstar Cricketers No monetary help form our so called celebrities so far Boss there is a big cost economy has to pay due to this COVID19 crisis and this is the time to show real life Heroic BollywoodActOnCorona,"[{'score': 0.582401, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.533214, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,1.0,,
India's very own #Covid19 tracker is now up and running as #IndiaFightsCorona click the link to see #Covid19India updates:,2020-03-26 09:54:33+00:00,1,1,#Covid19 #IndiaFightsCorona #Covid19India,Delhi,India s very own Covid19 tracker is now up and running as IndiaFightsCorona click the link to see Covid19India updates,"[{'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
Odisha Stat govt says it will set up a 1000 bed hospital for #Covid19 and expected to be functional in a fortnight. #CoronaUpdatesInIndia,2020-03-26 09:52:58+00:00,0,0,#Covid19 #CoronaUpdatesInIndia,Delhi,Odisha Stat govt says it will set up a 1000 bed hospital for Covid19 and expected to be functional in a fortnight CoronaUpdatesInIndia,"[{'score': 0.698879, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.731735, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
It took decades for polio vaccine ... I am sure our best effort can bring out the #covid19 vaccine in a little over one year.,2020-03-26 09:41:44+00:00,1,1,#covid19,Delhi,It took decades for polio vaccine I am sure our best effort can bring out the covid19 vaccine in a little over one year,"[{'score': 0.645332, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.523822, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.560944, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,1.0,1.0,,
When the whole country is fighting with #COVID19 then why only their are welfare schemes for the poor! The middle class is also their in this country @nsitharaman madam. Their are many nurses who are still going to hospital not for Corona patient but for others. What about them.,2020-03-26 09:37:24+00:00,1,2,#COVID19,Delhi,When the whole country is fighting with COVID19 then why only their are welfare schemes for the poor The middle class is also their in this country madam Their are many nurses who are still going to hospital not for Corona patient but for others What about them,"[{'score': 0.529892, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
+1 No point speculating #COVID19 . Economic disruption caused will last months for sure. ,2020-03-26 09:31:41+00:00,0,6,#COVID19,Delhi,1 No point speculating COVID19 Economic disruption caused will last months for sure,"[{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"After #Lockdown21 #lockdown the world. They have returned to work, and roaming around in their cities. This is clearly Chinese virus. #CoronaVillains #CoronavirusLockdown #ChineseVirus19 #COVID19 ",2020-03-26 09:17:42+00:00,0,0,#Lockdown21 #lockdown #CoronaVillains #CoronavirusLockdown #ChineseVirus19 #COVID19,Delhi,After Lockdown21 lockdown the world They have returned to work and roaming around in their cities This is clearly Chinese virus CoronaVillains CoronavirusLockdown ChineseVirus19 COVID19,"[{'score': 0.581827, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
You don't deserve any affirmation...#COVID19 is a #ChineseVirus19 #ChineseVirus,2020-03-26 09:10:33+00:00,0,0,#COVID19 #ChineseVirus19 #ChineseVirus,Delhi,You don t deserve any affirmation COVID19 is a ChineseVirus19 ChineseVirus,"[{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
Is it right even for them to demand fees at this point of time. We see the session will not commence till July for younger kids. @narendramodi @PMOIndia @HRDMinistry #school #schoolfees #education #newsession #fees #CoronavirusLockdown #COVID19 ,2020-03-26 08:52:22+00:00,0,0,#school #schoolfees #education #newsession #fees #CoronavirusLockdown #COVID19,Delhi,Is it right even for them to demand fees at this point of time We see the session will not commence till July for younger kids school schoolfees education newsession fees CoronavirusLockdown COVID19,"[{'score': 0.704382, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
#UNITEDSIKHS faridabad team sanitizing the police booths and distributing mask to the Haryana Police. #CoronaVirus #COVID19 #India #CoronaVirusPandemic #COVID19India #CoronaVirusInIndia #WeAreOne #RecognizeTheHumanRaceAsOne,2020-03-26 08:50:57+00:00,2,16,#UNITEDSIKHS #CoronaVirus #COVID19 #India #CoronaVirusPandemic #COVID19India #CoronaVirusInIndia #WeAreOne #RecognizeTheHumanRaceAsOne,Delhi,UNITEDSIKHS faridabad team sanitizing the police booths and distributing mask to the Haryana Police CoronaVirus COVID19 India CoronaVirusPandemic COVID19India CoronaVirusInIndia WeAreOne RecognizeTheHumanRaceAsOne,[],,,,,,,
#COVID19 #Covid19India #विराजो_श्रीराम But only one solution available @UN_Women @UN,2020-03-26 08:49:27+00:00,0,0,#COVID19 #Covid19India,Delhi,COVID19 Covid19India But only one solution available Women,"[{'score': 0.868982, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
Very very need this time #COVID19 #IndiaFightCorona #21DaysChallenge #StayHome #StayHomeSaveLives #PMModi #CoronavirusOutbreak #CoronavirusLockdown,2020-03-26 08:44:33+00:00,0,0,#COVID19 #IndiaFightCorona #21DaysChallenge #StayHome #StayHome #StayHomeSaveLives #PMModi #CoronavirusOutbreak #CoronavirusLockdown,Delhi,Very very need this time COVID19 IndiaFightCorona 21DaysChallenge StayHome StayHomeSaveLives PMModi CoronavirusOutbreak CoronavirusLockdown,"[{'score': 0.932155, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
@TimesNow @FinMinIndia @nsitharaman @ianuragthakur I have a MSME (A) &amp; I have 6 employees. I have taken term lone for machineries. How my employees will benifit in your scheme &amp; how my unit will survive? Or we are left to die in #COVID19 or without #Covid19India.,2020-03-26 08:44:10+00:00,0,0,#COVID19 #Covid19India,Delhi,I have a MSME A amp I have 6 employees I have taken term lone for machineries How my employees will benifit in your scheme amp how my unit will survive Or we are left to die in COVID19 or without Covid19India,"[{'score': 0.768779, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
"To respected (@AndhraPradeshCM ) sir, Doctors association has raised the issue of converting hostels into Isolation ward. We request you to instruct administration to reverse the orders #Doctor4Covid #COVID2019 #covid19 @PMOIndia @drharshvardhan @MoHFW_INDIA @TwitterNews",2020-03-26 08:43:08+00:00,12,22,#Doctor4Covid #COVID2019 #covid19,Delhi,To respected sir Doctors association has raised the issue of converting hostels into Isolation ward We request you to instruct administration to reverse the orders Doctor4Covid COVID2019 covid19 INDIA,[],,,,,,,
We love you #RamCharan Garu !!! Excellent contribution...#COVID19 #CORONA #coronavirusindia @AlwaysCharan_FC @AlwayzRamCharan @FansOfRamCharan @TrendsRamCharan #AnandAlochanalu,2020-03-26 08:30:04+00:00,1,2,#RamCharan #COVID19 #CORONA #coronavirusindia #AnandAlochanalu,Delhi,We love you RamCharan Garu Excellent contribution COVID19 CORONA coronavirusindia FC AnandAlochanalu,"[{'score': 0.924099, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
Looking at the timeline of relief package it seems that we are locked down for 3 months. #CoronavirusLockdown #COVID19 #coronavirusindia #CoronaVirusUpdates,2020-03-26 08:28:01+00:00,0,0,#CoronavirusLockdown #COVID19 #coronavirusindia #CoronaVirusUpdates,Delhi,Looking at the timeline of relief package it seems that we are locked down for 3 months CoronavirusLockdown COVID19 coronavirusindia CoronaVirusUpdates,"[{'score': 0.518077, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
"BREAKING: Government announces insurance cover of Rs 50 lakh per person for medical workers, paramedics, asha workers. #COVID19",2020-03-26 08:03:47+00:00,2,1,#COVID19,Delhi,BREAKING Government announces insurance cover of Rs 50 lakh per person for medical workers paramedics asha workers COVID19,[],,,,,,,
India - Corona Cases Count Variation @indiatvnews 705 Cases @aajtak 639 Cases @abpnewstv 649 Cases . Why is so much of variation??? We should have exact count for the same on every channel. . #covid_19 #covıd19 #corona #coronavirus #newsupdates #coronacountinindia #anxmedia,2020-03-26 08:01:54+00:00,0,0,#covid_19 #cov #corona #coronavirus #newsupdates #coronacountinindia #anxmedia,Delhi,India Corona Cases Count Variation 705 Cases 639 Cases 649 Cases Why is so much of variation We should have exact count for the same on every channel covid 19 cov d19 corona coronavirus newsupdates coronacountinindia anxmedia,"[{'score': 0.649512, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
"₹50L insurance cover for all personnel ( health , sanitation & hospital management ) directly dealing with #COVID19 patients .. #IndiaFightsCorona #PMGK",2020-03-26 08:01:16+00:00,1,10,#COVID19 #IndiaFightsCorona #PMGK,Delhi,50L insurance cover for all personnel health sanitation hospital management directly dealing with COVID19 patients IndiaFightsCorona PMGK,"[{'score': 0.830157, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
Is there some hope #Corona #COVID19 ,2020-03-26 07:40:02+00:00,0,0,#Corona #COVID19,Delhi,Is there some hope Corona COVID19,"[{'score': 0.994446, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,
"I do not understand why #china is taking it so seriously , it is obvious that if any disease originate from your country you take responsibility of it. #COVID19 is a medical term, our future generation must know from where it originated so we must call it #ChineseWuhanVirus ",2020-03-26 07:39:15+00:00,1,9,#china #COVID19 #ChineseWuhanVirus,Delhi,I do not understand why china is taking it so seriously it is obvious that if any disease originate from your country you take responsibility of it COVID19 is a medical term our future generation must know from where it originated so we must call it ChineseWuhanVirus,"[{'score': 0.560174, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
"People have started romanticising brutalities of State and police, these brutalities are more dangerous than any virus. We can’t and should not normalise brutalities. Virus will be cured but what about brutalities? #21daylockdown #ChineseVirus #COVID19 #StayHomeStaySafe",2020-03-26 07:33:32+00:00,1,5,#21daylockdown #ChineseVirus #COVID19 #StayHomeStaySafe,Delhi,People have started romanticising brutalities of State and police these brutalities are more dangerous than any virus We can t and should not normalise brutalities Virus will be cured but what about brutalities 21daylockdown ChineseVirus COVID19 StayHomeStaySafe,[],,,,,,,
"The right way to do it. #Police ""Essential supply chains will not be disrupted by the Government."" Well believe it when we see it. #COVID2019 #COVID19 #COVID2019india #EssentialWorkers #StopTheHate #StopTheSpread",2020-03-26 07:21:12+00:00,0,0,#Police #COVID2019 #COVID19 #COVID2019india #EssentialWorkers #StopTheHate #StopTheSpread,Delhi,The right way to do it Police Essential supply chains will not be disrupted by the Government Well believe it when we see it COVID2019 COVID19 COVID2019india EssentialWorkers StopTheHate StopTheSpread,"[{'score': 0.567974, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"""Essential supply chains will not be disrupted by the Government."" Well believe it when we see it. #COVID2019 #COVID19 #COVID2019india #EssentialWorkers #StopTheHate #StopTheSpread",2020-03-26 07:20:07+00:00,0,0,#COVID2019 #COVID19 #COVID2019india #EssentialWorkers #StopTheHate #StopTheSpread,Delhi,Essential supply chains will not be disrupted by the Government Well believe it when we see it COVID2019 COVID19 COVID2019india EssentialWorkers StopTheHate StopTheSpread,"[{'score': 0.637999, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"""Essential supply chains will not be disrupted by the Government."" Well believe it when we see it. #COVID2019 #COVID19 #COVID2019india #EssentialWorkers #StopTheHate #StopTheSpread",2020-03-26 07:19:59+00:00,0,0,#COVID2019 #COVID19 #COVID2019india #EssentialWorkers #StopTheHate #StopTheSpread,Delhi,Essential supply chains will not be disrupted by the Government Well believe it when we see it COVID2019 COVID19 COVID2019india EssentialWorkers StopTheHate StopTheSpread,"[{'score': 0.637999, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"COVIS-19 calls from immediate collaboration between human & animal health sector, consensus on the roles & responsibilities of each sector & highest possible priority attached to zoonoses disease prevention. #COVID2019 #Covid_19india #IndiaFightsCorona #COVID19 ",2020-03-26 07:17:38+00:00,1,2,#COVID2019 #Covid_19india #IndiaFightsCorona #COVID19,Delhi,COVIS 19 calls from immediate collaboration between human animal health sector consensus on the roles responsibilities of each sector highest possible priority attached to zoonoses disease prevention COVID2019 Covid 19india IndiaFightsCorona COVID19,[],,,,,,,
"A Zoonotic disease can bet transmitted between humans and animals. Out of the total 1415 infectious pathogens, 868 are zoonotic & 175 are considered to be emerging. #COVID2019 #COVID19 #IndiaFightsCoronavirus #coronanl #IndiaFightsCOVID19",2020-03-26 07:10:39+00:00,2,3,#COVID2019 #COVID19 #IndiaFightsCoronavirus #coronanl #IndiaFightsCOVID19,Delhi,A Zoonotic disease can bet transmitted between humans and animals Out of the total 1415 infectious pathogens 868 are zoonotic 175 are considered to be emerging COVID2019 COVID19 IndiaFightsCoronavirus coronanl IndiaFightsCOVID19,[],,,,,,,
This is most important thing to remember.. all the police and govt people shd help people in need.. written very well.. #COVID19 #Lockdown21,2020-03-26 06:34:12+00:00,0,0,#COVID19 #Lockdown21,Delhi,This is most important thing to remember all the police and govt people shd help people in need written very well COVID19 Lockdown21,"[{'score': 0.544446, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.720015, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,1.0,,,
#LockdownUpdate : Day 2/21 All medical stores open and functional Milk &amp; daily essentials available Clinics open Grocery shops following #SocialDistancing norms Vegetable and fruit shops operational Some vehicular movement Few people out to survey Good job #Faridabad #COVID19 – at Omaxe Hills,2020-03-26 06:32:42+00:00,0,1,#LockdownUpdate #SocialDistancing #Faridabad #COVID19,Delhi,LockdownUpdate Day 2 21 All medical stores open and functional Milk amp daily essentials available Clinics open Grocery shops following SocialDistancing norms Vegetable and fruit shops operational Some vehicular movement Few people out to survey Good job Faridabad COVID19 at Omaxe Hills,"[{'score': 0.75258, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
The lockdown of 21 days can't be successful if State doesn't provide the basic necessities to the people who can't afford the foodstock for 21 days and whose income are severely hit by the coronavirus. #Lockdown21 #CoronavirusLockdown #COVID2019 #COVID19,2020-03-26 06:17:35+00:00,0,3,#Lockdown21 #CoronavirusLockdown #COVID2019 #COVID19,Delhi,The lockdown of 21 days can t be successful if State doesn t provide the basic necessities to the people who can t afford the foodstock for 21 days and whose income are severely hit by the coronavirus Lockdown21 CoronavirusLockdown COVID2019 COVID19,[],,,,,,,
Recently I heard about the #KabulGurdwaraAttack where an #ISIS terrorist executed 25 sikh community.Where on one side the world is already disturbed from #Covid19 and people are dying day by day. On the other hand these coward organisation make it more horrible.,2020-03-26 06:07:09+00:00,0,1,#KabulGurdwaraAttack #ISIS #Covid19,Delhi,Recently I heard about the KabulGurdwaraAttack where an ISIS terrorist executed 25 sikh community Where on one side the world is already disturbed from Covid19 and people are dying day by day On the other hand these coward organisation make it more horrible,"[{'score': 0.581658, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.610552, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
"India has 649 confirmed #COVID19 positive cases at 10: 15 am on March 26, @MoHFW_INDIA Patients cured : 43 Deaths: 13 Confirmed cases in Delhi so far: 36 #21daysLockdown #CoronavirusLockdown",2020-03-26 06:04:35+00:00,1,2,#COVID19 #21daysLockdown #CoronavirusLockdown,Delhi,India has 649 confirmed COVID19 positive cases at 10 15 am on March 26 INDIA Patients cured 43 Deaths 13 Confirmed cases in Delhi so far 36 21daysLockdown CoronavirusLockdown,"[{'score': 0.87867, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"Total number of #COVID19 positive cases rise to 649 in India (including 593 active cases, 42 cured/discharged people and 13 deaths): Ministry of Health and Family Welfare #lockdown #StayHome",2020-03-26 05:21:29+00:00,1,2,#COVID19 #lockdown #StayHome #StayHome,Delhi,Total number of COVID19 positive cases rise to 649 in India including 593 active cases 42 cured discharged people and 13 deaths Ministry of Health and Family Welfare lockdown StayHome,"[{'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
This litterly broke my heart. Please God show some solutions. Stop this merciless actions. Mother EARTH is suffering. #COVID19 Please everyone #StayHomeSaveLives,2020-03-26 05:08:31+00:00,0,3,#COVID19 #StayHomeSaveLives,Delhi,This litterly broke my heart Please God show some solutions Stop this merciless actions Mother EARTH is suffering COVID19 Please everyone StayHomeSaveLives,"[{'score': 0.898415, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
"As @narendramodi is the tallest leader of India at present, he should lead the fight against #COVID19 by including the opinions of all major political parties while taking major executive decisions. This is the demand of time to give importance to other opinions also. ",2020-03-26 05:05:26+00:00,0,1,#COVID19,Delhi,As is the tallest leader of India at present he should lead the fight against COVID19 by including the opinions of all major political parties while taking major executive decisions This is the demand of time to give importance to other opinions also,"[{'score': 0.582401, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"Rapid Response Funding of Rs 7.5 Crore announced by @on_india to fight #Covid19. NGOs, research organisations, social entrepreneurs, &amp; for-profit businesses seeking to do this on a No-profit basis can submit their funding proposals: ",2020-03-26 04:51:45+00:00,0,0,#Covid19,Delhi,Rapid Response Funding of Rs 7 5 Crore announced by india to fight Covid19 NGOs research organisations social entrepreneurs amp for profit businesses seeking to do this on a No profit basis can submit their funding proposals,"[{'score': 0.788667, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.692529, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,1.0,,
#IndiaFightsCorona Know what to do if you have come in close contact with a confirmed #COVID19 case. Share this information and help us to help you. Together we will fight #COVID19. #CoronaOutbreak #SwasthaBharat #HealthForAll,2020-03-26 04:51:33+00:00,0,0,#IndiaFightsCorona #COVID19 #COVID19 #CoronaOutbreak #SwasthaBharat #HealthForAll,Delhi,IndiaFightsCorona Know what to do if you have come in close contact with a confirmed COVID19 case Share this information and help us to help you Together we will fight COVID19 CoronaOutbreak SwasthaBharat HealthForAll,"[{'score': 0.834759, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
#lockdown - 2/21 The troops of #coronavirus are highly active. Please #stayinside #staysafe #coronaviruspandemic #coronavirusindia #quarantine #indialockdown #delhilockdown #covid19 #WorldHealthOrganization #mohfw_india @… https://www.instagram.com/p/B-LulK9B2ZuOPwP3XXM8vjxlnYd6eApymhC0-80/?igshid=21pw91j1cm38,2020-03-26 04:37:09+00:00,0,1,#lockdown #coronavirus #stayinside #staysafe #coronaviruspandemic #coronavirusindia #quarantine #indialockdown #delhilockdown #covid19 #WorldHealthOrganization #mohfw_india,Delhi,lockdown 2 21 The troops of coronavirus are highly active Please stayinside staysafe coronaviruspandemic coronavirusindia quarantine indialockdown delhilockdown covid19 WorldHealthOrganization mohfw india,[],,,,,,,
Washing your hands frequently with soap and water = Protection from #COVID19 #ThursdayMotivation #FightingCoronaTogether,2020-03-26 04:36:07+00:00,5,22,#COVID19 #ThursdayMotivation #FightingCoronaTogether,Delhi,Washing your hands frequently with soap and water Protection from COVID19 ThursdayMotivation FightingCoronaTogether,"[{'score': 0.73677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"Morning! Stay hydrated, eat healthy, maintain hygiene and you have no other choice so better stay at home. Step out only if it's absolutely necessary. Also, I don't know how but even I'm trying to figure it out... Help the daily wage workers please. #Covid19",2020-03-26 04:20:11+00:00,0,6,#Covid19,Delhi,Morning Stay hydrated eat healthy maintain hygiene and you have no other choice so better stay at home Step out only if it s absolutely necessary Also I don t know how but even I m trying to figure it out Help the daily wage workers please Covid19,"[{'score': 0.667032, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.628311, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,1.0,,
@narendramodi @PMOIndia @MoHFW_INDIA @moayush must start a research 4 #COVID19 #medicine may b #indian methods may work &amp; we'll find some #alternatemedicine #IBelieveInIndianMedicine,2020-03-26 04:16:48+00:00,0,0,#COVID19 #medicine #indian #alternatemedicine #IBelieveInIndianMedicine,Delhi,INDIA must start a research 4 COVID19 medicine may b indian methods may work amp we ll find some alternatemedicine IBelieveInIndianMedicine,"[{'score': 0.876534, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,
What's the status of health infrastructure in states where #COVID19 has hit the most? https://www.indiatoday.in/diu/story/where-do-states-worst-hit-by-covid-19-stand-on-health-expenses-1659745-2020-03-25,2020-03-26 03:52:41+00:00,1,1,#COVID19,Delhi,What s the status of health infrastructure in states where COVID19 has hit the most,[],,,,,,,
"The whole country is under lockdown to contain the spread of Corona Virus. To speak about “#COVID19 Outbreak and Students’ Concerns”, National Organising Secretary Shri Ashish Chauhan will be Live on Facebook today. When: Today, 11 am Where: http://facebook.com/ABVPVoice Stay tuned!",2020-03-26 03:05:05+00:00,1,11,#COVID19,Delhi,The whole country is under lockdown to contain the spread of Corona Virus To speak about COVID19 Outbreak and Students Concerns National Organising Secretary Shri Ashish Chauhan will be Live on Facebook today When Today 11 am Where Stay tuned,"[{'score': 0.57157, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
The rise and fall...and rise of COVID-19. Story so far!!! Plotted all confirmed cases from 31 Dec 2019 to 25 March 2020. Source: @ECDC_EU @ECDC_Outbreaks #covid2019 #COVID2019 #Covid_19india #COVID19outbreak #COVID #COVID19 #COVID19KE @UN @WHO @etiennekrug @DrTedros,2020-03-26 03:04:41+00:00,0,11,#covid2019 #COVID2019 #Covid_19india #COVID19outbreak #COVID #COVID19 #COVID19KE,Delhi,The rise and fall and rise of COVID 19 Story so far Plotted all confirmed cases from 31 Dec 2019 to 25 March 2020 Source EU Outbreaks covid2019 COVID2019 Covid 19india COVID19outbreak COVID COVID19 COVID19KE,"[{'score': 0.698008, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
@singhpiya735 Two questions to @WHO . Why did it continue to ask countries to not ban international travel? Why did it say that there is no evidence of human to human transmission? This even on January 14th? What does it have to now say about international travel ban? #COVID19,2020-03-26 02:21:17+00:00,0,0,#COVID19,Delhi,Two questions to Why did it continue to ask countries to not ban international travel Why did it say that there is no evidence of human to human transmission This even on January 14th What does it have to now say about international travel ban COVID19,"[{'score': 0.658408, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
Two questions to @WHO . Why did it continue to ask countries to not ban international travel? Why did it say that there is no evidence of human to human transmission? This even on January 14th? What does it have to now say about international travel ban? #COVID19 ,2020-03-26 02:19:38+00:00,0,0,#COVID19,Delhi,Two questions to Why did it continue to ask countries to not ban international travel Why did it say that there is no evidence of human to human transmission This even on January 14th What does it have to now say about international travel ban COVID19,"[{'score': 0.658408, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
To hon.@PMOIndia sir Please Help the Doctors of NMCH @narendramodi @narendramodi_in @drharshvardhan @DrHVoffice @Drmanugautam @drmanishjain680 @hemantrajora_ @mediaanurag @snehamordani @swadeshjourno @avneesh_NN @vavitachauhan @SRajeshRanjan @JournoAshutosh #Doctor4Covid #COVID19 https://twitter.com/UnitedRda/status/1242500951841206274,2020-03-26 01:43:05+00:00,52,55,#Doctor4Covid #COVID19,Delhi,To hon sir Please Help the Doctors of NMCH in NN Doctor4Covid COVID19,[],,,,,,,
Things to remember - Covid19 Trying to create awareness through my art Please share more &amp; more #COVID19 #21daylockdown #StopTheSpreadOfCorona,2020-03-25 20:41:24+00:00,0,0,#COVID19 #21daylockdown #StopTheSpreadOfCorona,Delhi,Things to remember Covid19 Trying to create awareness through my art Please share more amp more COVID19 21daylockdown StopTheSpreadOfCorona,"[{'score': 0.73085, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"Have never seen #Delhi so calm, beautiful, and clean like this before. #achedin #Quarantine #QuarantineLife #CoronavirusLockdown #Coronaindia #Coronafighters #Lockdown21 #21daylockdown #COVID2019 #COVID19 #COVID19outbreak #COVID #CoronaUpdatesInIndia – at Amar Colony Market",2020-03-25 20:19:18+00:00,0,2,#Delhi #achedin #Quarantine #QuarantineLife #CoronavirusLockdown #Coronaindia #Coronafighters #Lockdown21 #21daylockdown #COVID2019 #COVID19 #COVID19outbreak #COVID #CoronaUpdatesInIndia,Delhi,Have never seen Delhi so calm beautiful and clean like this before achedin Quarantine QuarantineLife CoronavirusLockdown Coronaindia Coronafighters Lockdown21 21daylockdown COVID2019 COVID19 COVID19outbreak COVID CoronaUpdatesInIndia at Amar Colony Market,"[{'score': 0.802027, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"#Lockdown21 Day 1: India definitely has more than 9 #COVID19 deaths, and more than 9 #COVIDIOTS in the government.",2020-03-25 20:02:36+00:00,0,12,#Lockdown21 #COVID19 #COVIDIOTS,Delhi,Lockdown21 Day 1 India definitely has more than 9 COVID19 deaths and more than 9 COVIDIOTS in the government,"[{'score': 0.65247, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,,,
"Dear respected all friends, Everybody knows this #COVID19 coronavirus we fight together for healthy our India I contribute some amount. https://pmnrf.gov.in/en/online-donation in time of need every with of help counts. help us to fight the coronavirus outbreak of India.we support our government",2020-03-25 19:57:41+00:00,0,1,#COVID19,Delhi,Dear respected all friends Everybody knows this COVID19 coronavirus we fight together for healthy our India I contribute some amount in time of need every with of help counts help us to fight the coronavirus outbreak of India we support our government,"[{'score': 0.667485, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
An eye opener on how @WHO IS HAND IN GLOVES with #China in murdering thousands globally - #Covid19: Dr WHO gets prescription wrong https://www.orfonline.org/expert-speak/covid19-dr-who-gets-prescription-wrong-63708/ via @orfonline,2020-03-25 19:47:05+00:00,1,2,#China #Covid19,Delhi,An eye opener on how IS HAND IN GLOVES with China in murdering thousands globally Covid19 Dr WHO gets prescription wrong via,[],,,,,,,
𝗕𝗝𝗣'𝘀 𝗿𝗲𝘀𝗽𝗼𝗻𝘀𝗲 𝘁𝗼 #Covid19: 𝗝𝗮𝗻𝘂𝗮𝗿𝘆: India doesn't need to worry 𝗙𝗲𝗯𝗿𝘂𝗮𝗿𝘆: India won't be affected 𝟭𝟳 𝗠𝗮𝗿𝗰𝗵: Blame Rahul Gandhi for raising the issue 𝟮𝟰 𝗠𝗮𝗿𝗰𝗵: COMPLETE LOCKDOWN #21daylockdown #2day,2020-03-25 19:35:28+00:00,0,0,#Covid19 #21daylockdown #2day,Delhi,Covid19 India doesn t need to worry India won t be affected Blame Rahul Gandhi for raising the issue COMPLETE LOCKDOWN 21daylockdown 2day,[],,,,,,,
