Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,joy,sadness,tentative,confident,anger,fear
"14 more #COVID19 positive cases reported in Andhra Pradesh - 5 in Visakhapatnam, 3 in Anantapuram, 3 in Kurnool, 2 in Guntur, &amp; 1 in West Godavari. Total number of positive coronavirus cases in the state stands at 266: Arja Srikanth, State Nodal Officer",2020-04-06 05:44:14+00:00,1,3,#COVID19,Mumbai,14 more COVID19 positive cases reported in Andhra Pradesh 5 in Visakhapatnam 3 in Anantapuram 3 in Kurnool 2 in Guntur amp 1 in West Godavari Total number of positive coronavirus cases in the state stands at 266 Arja Srikanth State Nodal Officer,"[{'score': 0.532748, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.677668, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1,,,1,,
#TuneIn to #BeginTheJourney with @AshishVid where he talk about the current #COVID19 situation and why we need to stay inside for safety. Full episode here: https://ivm.today/BTJ-09 #IVMPodcasts,2020-04-06 04:45:03+00:00,0,0,#TuneIn #BeginTheJourney #COVID19 #IVMPodcasts,Mumbai,TuneIn to BeginTheJourney with where he talk about the current COVID19 situation and why we need to stay inside for safety Full episode here IVMPodcasts,[],,,,,,,
"Increase of 490 #COVID19 cases in the last 12 hours, India's positive cases cross 4000 mark - at 4067 (including 3666 active cases, 292 cured/discharged/migrated people and 109 deaths): Ministry of Health and Family Welfare ",2020-04-06 04:09:01+00:00,0,0,#COVID19,Mumbai,Increase of 490 COVID19 cases in the last 12 hours India s positive cases cross 4000 mark at 4067 including 3666 active cases 292 cured discharged migrated people and 109 deaths Ministry of Health and Family Welfare,[],,,,,,,
Day 786 : Got so bored that i actually started texting those spam DMs xD #lockdowneffect #TheLockdown #COVID19 #QuarantineDiaries #instagram,2020-04-06 03:30:08+00:00,0,4,#lockdowneffect #TheLockdown #COVID19 #QuarantineDiaries #instagram,Mumbai,Day 786 Got so bored that i actually started texting those spam DMs xD lockdowneffect TheLockdown COVID19 QuarantineDiaries instagram,"[{'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,1,,
"Feel privileged but don't forget while you were sleeping, there was someone's father/mother/son or daughter staying up all night just for you to sleep well :) #morningmotivation #lockdowneffect #COVID19 #TheLockdown",2020-04-06 03:12:01+00:00,0,5,#morningmotivation #lockdowneffect #COVID19 #TheLockdown,Mumbai,Feel privileged but don t forget while you were sleeping there was someone s father mother son or daughter staying up all night just for you to sleep well morningmotivation lockdowneffect COVID19 TheLockdown,"[{'score': 0.709321, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1,,,
Ray of hope watch over #god #spirit #vibes #good #help #worldpeace #goodvibes #warmth #woo #the #evil #gocorona #happyfaces #diyas #diwali #quarantine #pandemic #covid #covid19 #article144 #homeactivity… https://www.instagram.com/p/B-n7DxdpYoa/?igshid=138xo0kibkh8u,2020-04-06 03:09:13+00:00,0,0,#god #spirit #vibes #good #help #worldpeace #goodvibes #warmth #woo #the #evil #gocorona #happyfaces #diyas #diwali #quarantine #pandemic #covid #covid19 #article144 #homeactivity,Mumbai,Ray of hope watch over god spirit vibes good help worldpeace goodvibes warmth woo the evil gocorona happyfaces diyas diwali quarantine pandemic covid covid19 article144 homeactivity,"[{'score': 0.880607, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
"16 more people (all men) have tested positive for #COVID19, they are admitted at various hospitals in the state: King George's Medical University (Lucknow) Administration",2020-04-06 03:07:53+00:00,0,0,#COVID19,Mumbai,16 more people all men have tested positive for COVID19 they are admitted at various hospitals in the state King George s Medical University Lucknow Administration,"[{'score': 0.839923, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,1,,
We shall over come Ek din https://youtu.be/uRTcnrsl3PI #WeShallOvercomeSomeday #HumHongeKamyabekdin #deepininmyheart #covid19 #collab #indiancollab #lifeinquarantine,2020-04-05 22:45:22+00:00,0,0,#WeShallOvercomeSomeday #HumHongeKamyabekdin #deepininmyheart #covid19 #collab #indiancollab #lifeinquarantine,Mumbai,We shall over come Ek din WeShallOvercomeSomeday HumHongeKamyabekdin deepininmyheart covid19 collab indiancollab lifeinquarantine,[],,,,,,,
Photo Is Not Original Its Very Old Or Maybe Some Graphic....But I Loved It And Kept It For Todays Task May Be Its Real Because I Think Todays India Was Totally Like This #9baje9min #covid19 #coronavirus #fightagainestcoronavirus,2020-04-05 21:16:29+00:00,0,0,#9baje9min #covid19 #coronavirus #fightagainestcoronavirus,Mumbai,Photo Is Not Original Its Very Old Or Maybe Some Graphic But I Loved It And Kept It For Todays Task May Be Its Real Because I Think Todays India Was Totally Like This 9baje9min covid19 coronavirus fightagainestcoronavirus,"[{'score': 0.740917, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1,,1,,,
"Prayers from India for The World. May our Mother Earth, Heal Soon. May we all Learn to Respect Nature and Mother Earth #Prayers #FromIndia #ForTheWorld #COVID19 @narendramodi @LupinGlobal",2020-04-05 20:09:20+00:00,4,22,#Prayers #FromIndia #ForTheWorld #COVID19,Mumbai,Prayers from India for The World May our Mother Earth Heal Soon May we all Learn to Respect Nature and Mother Earth Prayers FromIndia ForTheWorld COVID19,"[{'score': 0.631418, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
How beautiful we could enjoy the peace and lighten up the hope in 9 mins!! May it continues. We are together in it #9MinutesForIndia #9बजे9मिनट #COVID19 ,2020-04-05 19:54:07+00:00,0,1,#9MinutesForIndia #9 #COVID19,Mumbai,How beautiful we could enjoy the peace and lighten up the hope in 9 mins May it continues We are together in it 9MinutesForIndia 9 9 COVID19,"[{'score': 0.937242, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1,,1,,,
Its the industry which is involved in rearing Animals for food is responsible for #CoronaVirus ? A good research article from Pakistan. HEALTH: WHY NEW VIRUSES CONTINUE TO SPREAD https://www.dawn.com/news/1546447 #coronavirus #COVID2019 #Covid_19 #TestKaroNa #COVID19 #GoCorona #lockdown,2020-04-05 18:52:53+00:00,10,21,#CoronaVirus #coronavirus #COVID2019 #Covid_19 #TestKaroNa #COVID19 #GoCorona #lockdown,Mumbai,Its the industry which is involved in rearing Animals for food is responsible for CoronaVirus A good research article from Pakistan HEALTH WHY NEW VIRUSES CONTINUE TO SPREAD coronavirus COVID2019 Covid 19 TestKaroNa COVID19 GoCorona lockdown,"[{'score': 0.739289, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
"As part of our fight with #Covid19 there is definitely a need to ramp up medical facilities - can we take help of hotel rooms - they are easy to convert into medical facility and are equipped well with amenities like electricity, water &amp; ease of access @CMOMaharashtra @PMOIndia",2020-04-05 18:30:28+00:00,0,0,#Covid19,Mumbai,As part of our fight with Covid19 there is definitely a need to ramp up medical facilities can we take help of hotel rooms they are easy to convert into medical facility and are equipped well with amenities like electricity water amp ease of access,[],,,,,,,
9 minutes of #Hope #strength as India stands together in solidarity against #COVID19 #memoriesforlife #PowerOfPrayers #9Minute9baje – at Swadeshi Towers,2020-04-05 18:14:46+00:00,0,0,#Hope #strength #COVID19 #memoriesforlife #PowerOfPrayers #9Minute9baje,Mumbai,9 minutes of Hope strength as India stands together in solidarity against COVID19 memoriesforlife PowerOfPrayers 9Minute9baje at Swadeshi Towers,"[{'score': 0.558306, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1,,1,,,
With positive cases of #COVID19 increasing in rapid pace -are we looking at cases like these seriously? @MumbaiPolice this is my 3rd req to you- Can you stop this right away? Can I req @AUThackeray Ji @narendramodi Ji to take immediate strict action on this please! – at Nahar's Amrit Shakti,2020-04-05 18:00:59+00:00,0,0,#COVID19,Mumbai,With positive cases of COVID19 increasing in rapid pace are we looking at cases like these seriously this is my 3rd req to you Can you stop this right away Can I req Ji Ji to take immediate strict action on this please at Nahar s Amrit Shakti,[],,,,,,,
We support and stand with all of you who are dedicated and working hard 24/7 in this fight against #Covid19 #9pm9minutes #weallareinthistogether #thankyyouheroes #waragainstvirus,2020-04-05 17:48:10+00:00,3,85,#Covid19 #9pm9minutes #weallareinthistogether #thankyyouheroes #waragainstvirus,Mumbai,We support and stand with all of you who are dedicated and working hard 24 7 in this fight against Covid19 9pm9minutes weallareinthistogether thankyyouheroes waragainstvirus,"[{'score': 0.525926, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,1,,
"More than 35 percent of all #COVID19 deaths in India are from #Maharastra, mortality rate of around 6 per as against the national average of 2 percent..what would be the reasons? #WarAgainstVirus #Covid19India #coronavirus",2020-04-05 17:17:09+00:00,1,3,#COVID19 #Maharastra #WarAgainstVirus #Covid19India #coronavirus,Mumbai,More than 35 percent of all COVID19 deaths in India are from Maharastra mortality rate of around 6 per as against the national average of 2 percent what would be the reasons WarAgainstVirus Covid19India coronavirus,"[{'score': 0.587868, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1,,,,
"Let’s Show the Power Of Unity Stay Home , Stay safe . . . #stayhome #staysafe #unity #showunityindia #power #strength #showstrength #covid19 #fightback #coronavirus @Mumbai, Maharashtra https://www.instagram.com/p/B-m3GBXgDpU/?igshid=ffk72wfj7uhv",2020-04-05 17:15:17+00:00,0,0,#stayhome #stayhome #staysafe #unity #showunityindia #power #strength #showstrength #covid19 #fightback #coronavirus,Mumbai,Let s Show the Power Of Unity Stay Home Stay safe stayhome staysafe unity showunityindia power strength showstrength covid19 fightback coronavirus Maharashtra,[],,,,,,,
Don't take this #Covid19 lightly. Don't ,2020-04-05 17:13:33+00:00,0,0,#Covid19,Mumbai,Don t take this Covid19 lightly Don t,[],,,,,,,
 Lighted a diya just to show unity for fighting against #covid19 #indiafightscorona #9pm9minutes #stayhomestaysafe #9baje9minute – at Mumbai,2020-04-05 16:49:38+00:00,0,1,#covid19 #indiafightscorona #9pm9minutes #stayhomestaysafe #9baje9minute,Mumbai,Lighted a diya just to show unity for fighting against covid19 indiafightscorona 9pm9minutes stayhomestaysafe 9baje9minute at Mumbai,"[{'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1,,,
"Me: What are you watching right now? She: Money Heist - Season 4 Episode 2. Me: Oh nice. She: And you? Me: Just watched, “Balcony - Season 1 Episode 2.” #9PM9mins #Covid19 #HerdMentality #WhatsNext ",2020-04-05 16:44:56+00:00,0,1,#9PM9mins #Covid19 #HerdMentality #WhatsNext,Mumbai,Me What are you watching right now She Money Heist Season 4 Episode 2 Me Oh nice She And you Me Just watched Balcony Season 1 Episode 2 9PM9mins Covid19 HerdMentality WhatsNext,"[{'score': 0.677765, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
"Not Only #CleanAir, #CleanRoads #Silence, #MotherNatureRecovering from all pollution or air, water, Sound, Nowadays we can hear Birds Chirping In Mumbai, early morning, fresh Air flow everywhere, reduced construction activities has reduced Particulate pollution, #COVID19 ",2020-04-05 16:12:56+00:00,0,0,#CleanAir #CleanRoads #Silence #MotherNatureRecovering #COVID19,Mumbai,Not Only CleanAir CleanRoads Silence MotherNatureRecovering from all pollution or air water Sound Nowadays we can hear Birds Chirping In Mumbai early morning fresh Air flow everywhere reduced construction activities has reduced Particulate pollution COVID19,"[{'score': 0.809841, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,,,,,,
"Dedicating the diyas to all the frontline soldiers in uniform and without uniform who are on streets risking their lives for saving ours. #diya for all who are battling #covid19 , hope… https://www.instagram.com/p/B-mvZZuJulq8Dxcbu-ItwXCy04j34TNEIp6xwE0/?igshid=1odu6j146xp36",2020-04-05 16:08:03+00:00,0,0,#diya #covid19,Mumbai,Dedicating the diyas to all the frontline soldiers in uniform and without uniform who are on streets risking their lives for saving ours diya for all who are battling covid19 hope,[],,,,,,,
Thank you to our Prime Minister @narendramodi Sir for this initiative which is to show solidarity and confidence in our collective fight against #Covid19 Hoping you all are staying safe in your respective houses &amp;… https://www.instagram.com/p/B-mvKmVnH81/?igshid=1nu8w0tq7yhe2,2020-04-05 16:06:01+00:00,0,1,#Covid19,Mumbai,Thank you to our Prime Minister Sir for this initiative which is to show solidarity and confidence in our collective fight against Covid19 Hoping you all are staying safe in your respective houses amp,"[{'score': 0.794593, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
For unity and strength #unity #strength #positivity #covid19 #9बजे9मिनट,2020-04-05 16:00:33+00:00,17,221,#unity #strength #positivity #covid19 #9,Mumbai,For unity and strength unity strength positivity covid19 9 9,"[{'score': 0.757466, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1,,,1,,
The entire fuckin cabinet ministry is now on news channels lighting Diyas. What a fuckin PR stunt! Unbelievable! Has this caused a dent in the #COVID19 problem? NOPE,2020-04-05 15:58:52+00:00,0,2,#COVID19,Mumbai,The entire fuckin cabinet ministry is now on news channels lighting Diyas What a fuckin PR stunt Unbelievable Has this caused a dent in the COVID19 problem NOPE,"[{'score': 0.767683, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,1,
Thank you to our Prime Minister @narendramodi ji for this initiative which is to show solidarity and confidence in our collective fight against #Covid19 Hoping you all are staying safe in your respective houses &amp;… https://www.instagram.com/p/B-muRMBpCHp/?igshid=1j4uh4g32mivz,2020-04-05 15:58:11+00:00,1,2,#Covid19,Mumbai,Thank you to our Prime Minister ji for this initiative which is to show solidarity and confidence in our collective fight against Covid19 Hoping you all are staying safe in your respective houses amp,"[{'score': 0.780544, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
"#9pm9minutes : 130 Crore Indian's join together at 9pm and light up to show the strength &amp; unity of all follow Indians that will help us fight #covid19. Big salute for all those who are keeping us safe - doctors,… https://www.instagram.com/p/B-mt45WhZWK/?igshid=jnze0ou2ahz0",2020-04-05 15:54:52+00:00,0,0,#9pm9minutes #covid19,Mumbai,9pm9minutes 130 Crore Indian s join together at 9pm and light up to show the strength amp unity of all follow Indians that will help us fight covid19 Big salute for all those who are keeping us safe doctors,"[{'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.657939, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,,,,1,,
"#india unites against #covid19 #9pm9minute #9pm9minutes #diyajalao #9minute9baje @narendramodi @Borivali West, Mumbai (Suburban) https://www.instagram.com/p/B-msNO5g37e/?igshid=ycf3qm5e5hdk",2020-04-05 15:48:08+00:00,3,4,#india #covid19 #9pm9minute #9pm9minutes #diyajalao #9minute9baje,Mumbai,india unites against covid19 9pm9minute 9pm9minutes diyajalao 9minute9baje West Mumbai Suburban,[],,,,,,,
"Lights off and candles on to “challenge the darkness spread by the #coronavirus crisis”. It is our shared responsibility as global citizens to defeat #COVID19. Please do your part and #stayhome. If you can’t because you work in an essential field, please be cautious. ",2020-04-05 15:47:23+00:00,0,3,#coronavirus #COVID19 #stayhome #stayhome,Mumbai,Lights off and candles on to challenge the darkness spread by the coronavirus crisis It is our shared responsibility as global citizens to defeat COVID19 Please do your part and stayhome If you can t because you work in an essential field please be cautious,"[{'score': 0.564918, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.625338, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,,,,,,1
"Incredible isnt it, that it takes just 9 mins to take us inwards and the energies that are formed in this 9 mins takes us All To beat the shit out of this deadly #Covid19 virus All Thanks to The great PM @narendramodiJI to unite us in this hour of adversity. #9baje9minute",2020-04-05 15:45:54+00:00,1,14,#Covid19 #9baje9minute,Mumbai,Incredible isnt it that it takes just 9 mins to take us inwards and the energies that are formed in this 9 mins takes us All To beat the shit out of this deadly Covid19 virus All Thanks to The great PM to unite us in this hour of adversity 9baje9minute,"[{'score': 0.686229, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
This is such a brilliant initiative by honourable PM @narendramodi ji towards boosting the public morale &amp; bringing unity in these difficult times of corona virus. #9बजे9मिनट #9baje9minutes #AcandleForUnity #Covid19 #StayHomeStaySafe #BePositive #mumbai,2020-04-05 15:36:44+00:00,0,32,#9 #9baje9minutes #AcandleForUnity #Covid19 #StayHomeStaySafe #BePositive #mumbai,Mumbai,This is such a brilliant initiative by honourable PM ji towards boosting the public morale amp bringing unity in these difficult times of corona virus 9 9 9baje9minutes AcandleForUnity Covid19 StayHomeStaySafe BePositive mumbai,"[{'score': 0.631556, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
When a cheat day turns into a cheat weekend Sunday no regrets!! • • • #covid19 #quarantine #strong #stayhome #staysafe #stayhealthy #zomato #huffposttaste #buzzfeedfood #f52grams #food52 #feedfeed #foodgram #foodstagram #foodlover #comfortfood #indianfoodblogger #india,2020-04-05 15:14:19+00:00,0,1,#covid19 #quarantine #strong #stayhome #stayhome #staysafe #stayhealthy #zomato #huffposttaste #buzzfeedfood #f52grams #food52 #feedfeed #foodgram #foodstagram #foodlover #comfortfood #indianfoodblogger #india,Mumbai,When a cheat day turns into a cheat weekend Sunday no regrets covid19 quarantine strong stayhome staysafe stayhealthy zomato huffposttaste buzzfeedfood f52grams food52 feedfeed foodgram foodstagram foodlover comfortfood indianfoodblogger india,[],,,,,,,
Chocolate is the answer Who cares what the question is • • • #covid19 #quarantine #strong #stayhome #staysafe #stayhealthy #zomato #huffposttaste #buzzfeedfood #f52grams #food52 #feedfeed #foodgram #foodstagram #foodlover #comfortfood #indianfoodblogger #india,2020-04-05 14:55:26+00:00,0,1,#covid19 #quarantine #strong #stayhome #stayhome #staysafe #stayhealthy #zomato #huffposttaste #buzzfeedfood #f52grams #food52 #feedfeed #foodgram #foodstagram #foodlover #comfortfood #indianfoodblogger #india,Mumbai,Chocolate is the answer Who cares what the question is covid19 quarantine strong stayhome staysafe stayhealthy zomato huffposttaste buzzfeedfood f52grams food52 feedfeed foodgram foodstagram foodlover comfortfood indianfoodblogger india,"[{'score': 0.618902, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,1,,,,,
Quarantine 2020 Can you Relate #covid19 #quarantine #strong #stayhome #staysafe #stayhealthy #zomato #huffposttaste #buzzfeedfood #f52grams #food52 #feedfeed #foodgram #foodstagram #foodlover #comfortfood #indianfoodblogger #india #eeeeeats #forkyeah #ig_india #homemade,2020-04-05 14:42:04+00:00,0,0,#covid19 #quarantine #strong #stayhome #stayhome #staysafe #stayhealthy #zomato #huffposttaste #buzzfeedfood #f52grams #food52 #feedfeed #foodgram #foodstagram #foodlover #comfortfood #indianfoodblogger #india #eeeeeats #forkyeah #ig_india #homemade,Mumbai,Quarantine 2020 Can you Relate covid19 quarantine strong stayhome staysafe stayhealthy zomato huffposttaste buzzfeedfood f52grams food52 feedfeed foodgram foodstagram foodlover comfortfood indianfoodblogger india eeeeeats forkyeah ig india homemade,[],,,,,,,
"The rate of doubling of COVID-19 cases in India is at present 4.1 days but if the cases linked to the Tablighi Jamaat congregation had not come, it would have been 7.4 days: Union Health Ministry #COVID19",2020-04-05 14:40:59+00:00,0,0,#COVID19,Mumbai,The rate of doubling of COVID 19 cases in India is at present 4 1 days but if the cases linked to the Tablighi Jamaat congregation had not come it would have been 7 4 days Union Health Ministry COVID19,"[{'score': 0.522477, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
Well social distancing & feeding goes hand in hand. Be serious or you all will end up serious in isolation wards of #Covid19. Be responsible. http://www.amtmindia.org/donate/ Or Gpay: 9819380310 Or https://bit.ly/3dD6pfo Supported : Royal Canin,2020-04-05 14:38:40+00:00,4,23,#Covid19,Mumbai,Well social distancing feeding goes hand in hand Be serious or you all will end up serious in isolation wards of Covid19 Be responsible Or Gpay 9819380310 Or Supported Royal Canin,[],,,,,,,
Motherhood dare!! #parentine #quarantine #QuarantineLife #lockdown #lockdown2020 #covid19 #indiafightscorona #happilyisolated #happy #crazy #lifeofamother #lifeisbeautiful #blessed #gratitude #grateful #thankful… https://www.instagram.com/p/B-mkYYPJjv5/?igshid=1gmoczug75dd,2020-04-05 14:31:47+00:00,0,0,#parentine #quarantine #QuarantineLife #lockdown #lockdown2020 #covid19 #indiafightscorona #happilyisolated #happy #crazy #lifeofamother #lifeisbeautiful #blessed #gratitude #gratitude #grateful #grateful #thankful #thankful,Mumbai,Motherhood dare parentine quarantine QuarantineLife lockdown lockdown2020 covid19 indiafightscorona happilyisolated happy crazy lifeofamother lifeisbeautiful blessed gratitude grateful thankful,"[{'score': 0.989205, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
"Your future is created by what you do today not tomorrow. Seeking excellence, perfection & bright future for your child ? Choose smart study academy for well rounded education & academic excellence. Admissions open 2020-2021 ENROLL NOW ! #quarantine #covid19 #stayhome",2020-04-05 14:30:41+00:00,0,0,#quarantine #covid19 #stayhome #stayhome,Mumbai,Your future is created by what you do today not tomorrow Seeking excellence perfection bright future for your child Choose smart study academy for well rounded education academic excellence Admissions open 2020 2021 ENROLL NOW quarantine covid19 stayhome,"[{'score': 0.625239, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
"wash your hands throughout the day as required,freshen under the arms as needed. Brush and floss your teeth, and use mouthwash.washing the hair with soap or shampoo at least once a week. #Giveaway #ContestAlert #FoundersDay #Quarantine #covid19 #corona #StayHome #StaySafe",2020-04-05 14:29:05+00:00,0,0,#Giveaway #ContestAlert #FoundersDay #Quarantine #covid19 #corona #StayHome #StayHome #StaySafe,Mumbai,wash your hands throughout the day as required freshen under the arms as needed Brush and floss your teeth and use mouthwash washing the hair with soap or shampoo at least once a week Giveaway ContestAlert FoundersDay Quarantine covid19 corona StayHome StaySafe,[],,,,,,,
Today's press conference by @MoHFW_INDIA tackling #Covid19 #WuhanCoronavius,2020-04-05 14:25:01+00:00,0,0,#Covid19 #WuhanCoronavius,Mumbai,Today s press conference by INDIA tackling Covid19 WuhanCoronavius,[],,,,,,,
#INOX Group pledges ₹ 5 cr towards #India's fight against #COVID19... OFFICIAL STATEMENT... #CoronaVirus #COVID19Pandemic,2020-04-05 14:09:53+00:00,0,2,#INOX #India #COVID19 #CoronaVirus #COVID19Pandemic,Mumbai,INOX Group pledges 5 cr towards India s fight against COVID19 OFFICIAL STATEMENT CoronaVirus COVID19Pandemic,"[{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,,,,,,
"#9pm9minute – India stands united in the fight against coronavirus. Join us and all the other 130 crore Indians today, at 9 pm, for 9 minutes to show support and solidarity, in this fight against #COVID19.",2020-04-05 14:06:40+00:00,0,3,#9pm9minute #COVID19,Mumbai,9pm9minute India stands united in the fight against coronavirus Join us and all the other 130 crore Indians today at 9 pm for 9 minutes to show support and solidarity in this fight against COVID19,[],,,,,,,
"#9pm9minute – India stands united in the fight against coronavirus. Join us and all the other 130 crore Indians today, at 9 pm, for 9 minutes to show support and solidarity, in this fight against #COVID19. ",2020-04-05 13:57:14+00:00,0,0,#9pm9minute #COVID19,Mumbai,9pm9minute India stands united in the fight against coronavirus Join us and all the other 130 crore Indians today at 9 pm for 9 minutes to show support and solidarity in this fight against COVID19,[],,,,,,,
"""WE ARE ALL IN THIS TOGETHER SO PLEASE STAY HOME AND HELP US STOP THE SPREAD"" The lockdown has been hard on everyone, but we must all do our part. Stay home, stop the spread. . #imaginarium #ImaginariumAgainstCovid19 #LifeAtImaginarium #stayhome #savelives #coronavirus #COVID19 ",2020-04-05 12:22:57+00:00,0,2,#imaginarium #ImaginariumAgainstCovid19 #LifeAtImaginarium #stayhome #stayhome #savelives #coronavirus #COVID19,Mumbai,WE ARE ALL IN THIS TOGETHER SO PLEASE STAY HOME AND HELP US STOP THE SPREAD The lockdown has been hard on everyone but we must all do our part Stay home stop the spread imaginarium ImaginariumAgainstCovid19 LifeAtImaginarium stayhome savelives coronavirus COVID19,"[{'score': 0.686557, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,1,,
"Total 68 patients have tested positive for #COVID19 till now in the state; of which 1 patient is critical and on ventilator support. 4 patients have been cured. Total 6 #COVID19 patients have passed away till now: Department of Health &amp; Family Welfare, Punjab",2020-04-05 11:00:25+00:00,0,0,#COVID19 #COVID19,Mumbai,Total 68 patients have tested positive for COVID19 till now in the state of which 1 patient is critical and on ventilator support 4 patients have been cured Total 6 COVID19 patients have passed away till now Department of Health amp Family Welfare Punjab,"[{'score': 0.615813, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1,,1,,
"A big thanks to Muthoot Finance, Eapen Alexander, Babu John and Team for Covid Relief Food distribution program! #COVID19 @TheMuthootGroup #CovidRelief",2020-04-05 10:22:26+00:00,6,7,#COVID19 #CovidRelief,Mumbai,A big thanks to Muthoot Finance Eapen Alexander Babu John and Team for Covid Relief Food distribution program COVID19 CovidRelief,[],,,,,,,
"It is rightly said that actions speak louder than words. Other than donating money, it is amazing to know about all the other arrangements that @iamsrk has made for the people of our country in these tough times of #Covid19 #coronavirus. God bless #SRKPrideOfIndia ",2020-04-05 10:12:28+00:00,12,12,#Covid19 #coronavirus #SRKPrideOfIndia,Mumbai,It is rightly said that actions speak louder than words Other than donating money it is amazing to know about all the other arrangements that has made for the people of our country in these tough times of Covid19 coronavirus God bless SRKPrideOfIndia,"[{'score': 0.836555, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
"Quarantine Days Cant live without Workout #selfisolation #quarentena #covıd19 #staysafestayhome #bestrongfirst #fitnesslifestlye #healthfirst #socialdistancing #usemask #usesanitizer #handwash @Mumbai,… https://www.instagram.com/p/B-mEsUGALI2/?igshid=wtubswqm8dwd",2020-04-05 10:07:42+00:00,0,0,#selfisolation #quarentena #cov #staysafestayhome #bestrongfirst #fitnesslifestlye #healthfirst #socialdistancing #usemask #usesanitizer #handwash,Mumbai,Quarantine Days Cant live without Workout selfisolation quarentena cov d19 staysafestayhome bestrongfirst fitnesslifestlye healthfirst socialdistancing usemask usesanitizer handwash,[],,,,,,,
"Tonight at 9pm for 9mins #coronavirus #covid19 #India #support #9pm9minutes @Mumbai, Maharashtra https://www.instagram.com/p/B-l_eLWFUDN/?igshid=1ejpgz7u40qr3",2020-04-05 09:09:14+00:00,0,0,#coronavirus #covid19 #India #support #9pm9minutes,Mumbai,Tonight at 9pm for 9mins coronavirus covid19 India support 9pm9minutes Maharashtra,[],,,,,,,
PM Narendra Modi today called 2 former Presidents Pranab Mukherjee & Pratibha Patil and had a discussion on #COVID19 related issues. He similarly called 2 former Prime Ministers Manmohan Singh &amp; HD Deve Gowda to discuss COVID-19. (Ani),2020-04-05 08:47:30+00:00,0,0,#COVID19,Mumbai,PM Narendra Modi today called 2 former Presidents Pranab Mukherjee Pratibha Patil and had a discussion on COVID19 related issues He similarly called 2 former Prime Ministers Manmohan Singh amp HD Deve Gowda to discuss COVID 19 Ani,"[{'score': 0.502298, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1,,,,
