Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,confident,tentative,analytical,sadness,fear,anger
"Everybody matters! Meeting basic needs of food, shelter & health by means of food packets, ration kits & baby food to the less fortunate & health check up. All measures are to reach up to the last person in the Crisis #COVID19 Bring the change within, be a part of the change. ",2020-04-27 14:48:50+00:00,49,451,#COVID19,Nagpur,Everybody matters Meeting basic needs of food shelter health by means of food packets ration kits baby food to the less fortunate health check up All measures are to reach up to the last person in the Crisis COVID19 Bring the change within be a part of the change,"[{'score': 0.623878, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.663931, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
"Is this even a LOCKDOWN? Vehicles roamming all around. If this is the case now, what after lockdown ends? #lockdown #Quarantine #timelapse #Nagpur #NagpurAlert #lockdownextension #CoronavirusLockdown #covidsafe #COVID19Pandemic #COVID19 @CMOMaharashtra @NagpurPolice @nagpurcp – at burdi book market",2020-04-27 12:46:31+00:00,0,1,#lockdown #Quarantine #timelapse #Nagpur #NagpurAlert #lockdownextension #CoronavirusLockdown #covidsafe #COVID19Pandemic #COVID19,Nagpur,Is this even a LOCKDOWN Vehicles roamming all around If this is the case now what after lockdown ends lockdown Quarantine timelapse Nagpur NagpurAlert lockdownextension CoronavirusLockdown covidsafe COVID19Pandemic COVID19 at burdi book market,[],,,,,,,
#Nagpur : Maharashtra: Nagpur Municipal Corporation launches mobile dispensary to screen pregnant women for #COVID19 in containment zones. #CoronavirusOutbreak,2020-04-27 11:19:52+00:00,0,7,#Nagpur #COVID19 #CoronavirusOutbreak,Nagpur,Nagpur Maharashtra Nagpur Municipal Corporation launches mobile dispensary to screen pregnant women for COVID19 in containment zones CoronavirusOutbreak,[],,,,,,,
Among all the things mental health will be very crucial in this pandemic. Register for this webinar conducted by mental health experts #COVID19 #MondayMotivation #MentalhealthduringCovid19,2020-04-27 10:01:43+00:00,0,0,#COVID19 #MondayMotivation #MentalhealthduringCovid19,Nagpur,Among all the things mental health will be very crucial in this pandemic Register for this webinar conducted by mental health experts COVID19 MondayMotivation MentalhealthduringCovid19,"[{'score': 0.787944, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
#VidarbhaAlert : 1st #COVID19 +ve case detected from #Bhandara (45 F); 7 from #Yavatmal tested +ve for #Covid19; #Yavatmal @71 – 10 recvrd &amp; discrgd. #Vidarbha rose to 258 with 60 recovered and 10 deaths till Monday morning !! #Nagpur @127 ! #MondayMotivaton #covidsafe,2020-04-27 05:24:49+00:00,1,4,#VidarbhaAlert #COVID19 #Bhandara #Yavatmal #Covid19 #Yavatmal #Vidarbha #Nagpur #MondayMotivaton #covidsafe,Nagpur,VidarbhaAlert 1st COVID19 ve case detected from Bhandara 45 F 7 from Yavatmal tested ve for Covid19 Yavatmal 10 recvrd amp discrgd Vidarbha rose to 258 with 60 recovered and 10 deaths till Monday morning Nagpur MondayMotivaton covidsafe,[],,,,,,,
Be aware! #SayNoToFakeNews #StopRumours #StayCyberSafe #StayHomeStaySafe #MahaCyber #COVID19 #MaharashtraFightsCorona,2020-04-26 09:37:30+00:00,0,2,#SayNoToFakeNews #StopRumours #StayCyberSafe #StayHomeStaySafe #MahaCyber #COVID19 #MaharashtraFightsCorona,Nagpur,Be aware SayNoToFakeNews StopRumours StayCyberSafe StayHomeStaySafe MahaCyber COVID19 MaharashtraFightsCorona,[],,,,,,,
"#NagpurAlert : 17 persons tested +ve for #CoronaVirus late night on Saturday, Satranjipura connection; Total cases on Saturday - 19 #Nagpur Total - 126; #StayHomeStaySafe #COVID19 #CoronavirusIndia #Maharashtra #lockdown",2020-04-25 18:55:23+00:00,1,5,#NagpurAlert #CoronaVirus #Nagpur #StayHomeStaySafe #COVID19 #CoronavirusIndia #Maharashtra #lockdown,Nagpur,NagpurAlert 17 persons tested ve for CoronaVirus late night on Saturday Satranjipura connection Total cases on Saturday 19 Nagpur Total 126 StayHomeStaySafe COVID19 CoronavirusIndia Maharashtra lockdown,"[{'score': 0.593392, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
"#Maharashtra reports 811 new #COVID19 cases; tally 7628. Toll rises by 22 to 323, reports PTI quoting health department #coronavirusindia #CoronavirusOutbreakindia speak on this.",2020-04-25 16:09:22+00:00,0,0,#Maharashtra #COVID19 #coronavirusindia #CoronavirusOutbreakindia,Nagpur,Maharashtra reports 811 new COVID19 cases tally 7628 Toll rises by 22 to 323 reports PTI quoting health department coronavirusindia CoronavirusOutbreakindia speak on this,[],,,,,,,
"The proactive measures & strategies like identification, tracing, quarantine, testing, isolation & treating have helped contain #Covid19. Complete lockdown, social distancing &amp; proactive disclosure abt symptoms &amp; symptomatic persons will help achieve the goal of zero active cases ",2020-04-25 14:18:34+00:00,43,449,#Covid19,Nagpur,The proactive measures strategies like identification tracing quarantine testing isolation treating have helped contain Covid19 Complete lockdown social distancing amp proactive disclosure abt symptoms amp symptomatic persons will help achieve the goal of zero active cases,[],,,,,,,
"Do we need ""Clarification Ministry"" in Union Government ? #level4lockdown #COVID19 #coronavirus #malaria #อยู่กับคุณพี่เก้าอี้ไม่ต้อง",2020-04-25 07:11:52+00:00,4,6,#level4lockdown #COVID19 #coronavirus #malaria,Nagpur,Do we need Clarification Ministry in Union Government level4lockdown COVID19 coronavirus malaria,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"@nagpurcp Dr BK Upadhyay instructed all DCPs to immediately process applications for ""transit permissions"" on account of ""death"". #Nagpur #lockdown #level4lockdown #Covid_19 #COVID19 #NagpurPolice @NagpurPolice @trafficngp",2020-04-25 04:12:48+00:00,1,4,#Nagpur #lockdown #level4lockdown #Covid_19 #COVID19 #NagpurPolice,Nagpur,Dr BK Upadhyay instructed all DCPs to immediately process applications for transit permissions on account of death Nagpur lockdown level4lockdown Covid 19 COVID19 NagpurPolice,"[{'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.802462, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,1.0,,,
#COVID19 In fact it should be called CCOVID19. It's CHINESE CARONA VIRAL DISEASE. Pl refer it that way only and shame them at least.,2020-04-24 12:43:50+00:00,1,0,#COVID19,Nagpur,COVID19 In fact it should be called CCOVID19 It s CHINESE CARONA VIRAL DISEASE Pl refer it that way only and shame them at least,"[{'score': 0.506655, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.777256, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,1.0,,
Now people this is #journalism ..... #COVID19 ,2020-04-24 07:25:27+00:00,0,3,#journalism #COVID19,Nagpur,Now people this is journalism COVID19,[],,,,,,,
"#Nagpur@100 : With 2 new #CoronaVirus patients, #Nagpur touches 100 mark of #COVID19 cases! Both are quarantined at MLA hostel, and residents of Mominpura and Satranjipura; Infected by different patients ! FUI: Today is birthday of Sachin Tendulkar !! #SachinSachin",2020-04-24 06:18:12+00:00,3,6,#Nagpur #CoronaVirus #Nagpur #COVID19 #SachinSachin,Nagpur,Nagpur With 2 new CoronaVirus patients Nagpur touches 100 mark of COVID19 cases Both are quarantined at MLA hostel and residents of Mominpura and Satranjipura Infected by different patients FUI Today is birthday of Sachin Tendulkar SachinSachin,"[{'score': 0.604543, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"National Updates: Ground situation cannot be handled by just PR , Maharashtra is a good example of an healthy administration! @CMOMaharashtra @OfficeofUT #COVID19 #vaccine",2020-04-23 17:44:15+00:00,0,0,#COVID19 #vaccine,Nagpur,National Updates Ground situation cannot be handled by just PR Maharashtra is a good example of an healthy administration COVID19 vaccine,"[{'score': 0.740103, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.696092, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
"If your work speaks for you, then your silence is earned. . . . #thursdaymorning #worldbookday2020 #thursdayvibes #lockdownextension #ThankYouThursday #40billion #Corona #vaccine #COVID19 #Survivor",2020-04-23 14:24:10+00:00,0,2,#thursdaymorning #worldbookday2020 #thursdayvibes #lockdownextension #ThankYouThursday #40billion #Corona #vaccine #COVID19 #Survivor,Nagpur,If your work speaks for you then your silence is earned thursdaymorning worldbookday2020 thursdayvibes lockdownextension ThankYouThursday 40billion Corona vaccine COVID19 Survivor,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
#COVID19 Alert : Status and number of positive cases as on 23 April 2020 ,2020-04-23 14:05:26+00:00,10,88,#COVID19,Nagpur,COVID19 Alert Status and number of positive cases as on 23 April 2020,"[{'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
Collective's @hridayeshjoshi tells the first part of our #Covid19 #lockdown investigation through video. Watch https://www.youtube.com/watch?v=B6tY5QSKWL0 You can also subscribe to our youtube channel at http://www.youtube.com/c/thereporterscollective,2020-04-23 08:01:51+00:00,2,3,#Covid19 #lockdown,Nagpur,Collective s tells the first part of our Covid19 lockdown investigation through video Watch You can also subscribe to our youtube channel at,"[{'score': 0.561528, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"The monster of #COVID19 chain needs to be broken. People’s participation for proactive disclosure of symptomatic &amp; contact persons of affected people &amp; providing information to the Government machinery is vital, else it will be too late to contain the epidemic &amp; break the chain ",2020-04-23 07:17:18+00:00,27,240,#COVID19,Nagpur,The monster of COVID19 chain needs to be broken People s participation for proactive disclosure of symptomatic amp contact persons of affected people amp providing information to the Government machinery is vital else it will be too late to contain the epidemic amp break the chain,"[{'score': 0.523143, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
Tried making a Pedal operated hand wash basin which can be operated from a battery or a mobile charger. Hope we can atleast touch it with our toes amid Covid -19 . #handwashchallenge #Handwas #indiaunderlockdown #COVID19 #InnovationForEveryone @PMOIndia @anandmahindra,2020-04-23 06:00:44+00:00,0,6,#handwashchallenge #handwashchallenge #Handwas #indiaunderlockdown #COVID19 #InnovationForEveryone,Nagpur,Tried making a Pedal operated hand wash basin which can be operated from a battery or a mobile charger Hope we can atleast touch it with our toes amid Covid 19 handwashchallenge Handwas indiaunderlockdown COVID19 InnovationForEveryone,"[{'score': 0.668095, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,,
"My philosophy is: If you can't have fun, there's no sense in doing that. - Paul Walker. . . #thursdaymorning #thursdayvibes #IStandWithArnab #EarthDay2020 #ArnabGoswami #EarthDay #IsupportArnabgoshwami #COVID19 #Arnab",2020-04-23 04:48:23+00:00,0,4,#thursdaymorning #thursdayvibes #IStandWithArnab #EarthDay2020 #EarthDay2020 #ArnabGoswami #EarthDay #EarthDay #IsupportArnabgoshwami #COVID19 #Arnab,Nagpur,My philosophy is If you can t have fun there s no sense in doing that Paul Walker thursdaymorning thursdayvibes IStandWithArnab EarthDay2020 ArnabGoswami EarthDay IsupportArnabgoshwami COVID19 Arnab,"[{'score': 0.855108, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Published @crpfindia 213 Mahila #Crpfwomenwing Battalions with HQR at @gccrpfnagpstaff along with their male counter parts distributed #essentialitems under the #civilaction program to the needy &amp; affected persons due to the #COVID19 #lockdown in #Nagpur @mtnagpur @MTatulpande,2020-04-23 02:54:33+00:00,0,1,#Crpfwomenwing #essentialitems #civilaction #COVID19 #lockdown #Nagpur,Nagpur,Published 213 Mahila Crpfwomenwing Battalions with HQR at along with their male counter parts distributed essentialitems under the civilaction program to the needy amp affected persons due to the COVID19 lockdown in Nagpur,[],,,,,,,
Video @crpfindia 213Mahila #Crpfwomenwing Battalions with HQR at @gccrpfnagpur staff along with their male counter parts distributed #essentialitems under the #civilaction program to the needy &amp;affected persons due to the #COVID19 #lockdown in #Nagpur @mtnagpur @AmitShahOffice .,2020-04-22 19:48:21+00:00,1,2,#Crpfwomenwing #essentialitems #civilaction #COVID19 #lockdown #Nagpur,Nagpur,Video 213Mahila Crpfwomenwing Battalions with HQR at staff along with their male counter parts distributed essentialitems under the civilaction program to the needy amp affected persons due to the COVID19 lockdown in Nagpur,[],,,,,,,
#magesy award to @ravishndtv Exchange Clean chit to #China on #COVID19 . . . . . . #Ravish_Kumar #ChinaLiedAndPeopleDied #CCPVirus #BoycottChina #ChinaVirus #ChinaLiedAndPeopleDied,2020-04-22 12:18:48+00:00,0,0,#magesy #China #COVID19 #Ravish_Kumar #ChinaLiedAndPeopleDied #CCPVirus #BoycottChina #ChinaVirus #ChinaLiedAndPeopleDied,Nagpur,magesy award to Exchange Clean chit to China on COVID19 Ravish Kumar ChinaLiedAndPeopleDied CCPVirus BoycottChina ChinaVirus ChinaLiedAndPeopleDied,[],,,,,,,
"#NagpurAlert : With two more cases, tally of #coronavirus cases in #Nagpur increases to 98; Total 7 cases detected so far ! #COVID19 #StayHome",2020-04-22 08:36:04+00:00,3,7,#NagpurAlert #coronavirus #Nagpur #COVID19 #StayHome #StayHome,Nagpur,NagpurAlert With two more cases tally of coronavirus cases in Nagpur increases to 98 Total 7 cases detected so far COVID19 StayHome,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
Final Year Students of Engineering after realising they have to appear for End Semester Examinations once the #Lockdown for #COVID19 is lifted. ,2020-04-22 06:38:36+00:00,0,1,#Lockdown #COVID19,Nagpur,Final Year Students of Engineering after realising they have to appear for End Semester Examinations once the Lockdown for COVID19 is lifted,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
A new study in #China has found that the novel #coronavirus has mutated into at least 30 different variations. #COVID19 ,2020-04-22 05:40:46+00:00,1,6,#China #coronavirus #COVID19,Nagpur,A new study in China has found that the novel coronavirus has mutated into at least 30 different variations COVID19,[],,,,,,,
"Even a better option, make your own, Sanitizer. Get Isopropyl Alcohol+ Hydrogen peroxide+Aloe Vera+Tulsi+Neem... As per #WHO guidelines. #DIY #IndiaFightsCorona #StayHomeStaySafe #COVID19",2020-04-21 20:43:00+00:00,0,0,#WHO #DIY #IndiaFightsCorona #StayHomeStaySafe #COVID19,Nagpur,Even a better option make your own Sanitizer Get Isopropyl Alcohol Hydrogen peroxide Aloe Vera Tulsi Neem As per WHO guidelines DIY IndiaFightsCorona StayHomeStaySafe COVID19,"[{'score': 0.640458, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.594263, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,1.0,,,,
The number is increasing take care. Stay Home Stay Safe. #Nagpur #lockdown #Corona #COVIDー19 #COVID19 #coronavirus #CoronavirusOutbreak https://twitter.com/TOI_Nagpur/status/1252656367153840137,2020-04-21 18:12:02+00:00,0,6,#Nagpur #lockdown #Corona #COVID #COVID19 #coronavirus #CoronavirusOutbreak,Nagpur,The number is increasing take care Stay Home Stay Safe Nagpur lockdown Corona COVID 19 COVID19 coronavirus CoronavirusOutbreak,[],,,,,,,
This piece of #JokerOnPrime #Sambitpatra should apologize to our leader @srinivasiyc for falsehood and #FakeNewsEpidemic #COVID19 ,2020-04-21 17:18:27+00:00,0,0,#JokerOnPrime #Sambitpatra #FakeNewsEpidemic #COVID19,Nagpur,This piece of JokerOnPrime Sambitpatra should apologize to our leader for falsehood and FakeNewsEpidemic COVID19,"[{'score': 0.781949, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"Proactive measures like identifying & tracing suspect cases by active case finding, quarantine, testing & isolation to break #COVID19 chain. Infection prevention &amp; control measures like personal &amp; public sanitation, use of masks &amp; social distancing is must to flatten the curve. ",2020-04-21 15:25:32+00:00,51,461,#COVID19,Nagpur,Proactive measures like identifying tracing suspect cases by active case finding quarantine testing isolation to break COVID19 chain Infection prevention amp control measures like personal amp public sanitation use of masks amp social distancing is must to flatten the curve,"[{'score': 0.638807, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
With #COVID19 #lockdown situation getting so bad that this man has 2 make do with left over of #vegetables dumped #Canalroad #Gokulpeth #Nagpur @timesofindia @TOI_Nagpur @SunilWarrier1 @wordsmith01 @PMOIndia @CMOMaharashtra @RahulGandhi @nitin_gadkari @nsitharaman #Corona #rama,2020-04-21 12:51:39+00:00,0,12,#COVID19 #lockdown #vegetables #Canalroad #Gokulpeth #Nagpur #Corona #rama,Nagpur,With COVID19 lockdown situation getting so bad that this man has 2 make do with left over of vegetables dumped Canalroad Gokulpeth Nagpur Nagpur gadkari Corona rama,"[{'score': 0.620558, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
Arnab Goswami quits Editors Guild of India on live TV; blames Shekhar Gupta for 'compromising on editorial ethics. #EditorsGuild #COVIDー19 #COVID19 #coronavirus #ArnabGoswami #republictv #OilPrices #palgharpolice #PalgharLynchingTruth #HinduSadhus #UddhavWorstCMEver,2020-04-21 06:25:29+00:00,0,2,#EditorsGuild #COVID #COVID19 #coronavirus #ArnabGoswami #republictv #OilPrices #palgharpolice #PalgharLynchingTruth #HinduSadhus #UddhavWorstCMEver,Nagpur,Arnab Goswami quits Editors Guild of India on live TV blames Shekhar Gupta for compromising on editorial ethics EditorsGuild COVID 19 COVID19 coronavirus ArnabGoswami republictv OilPrices palgharpolice PalgharLynchingTruth HinduSadhus UddhavWorstCMEver,[],,,,,,,
"Dear #Covid19 we Indians like #Reservations in everything. You know #Quota System, right ? #JustKidding #BeingSarcastic @HMOIndia @AmitShah #AntiReservations",2020-04-21 01:27:05+00:00,0,3,#Covid19 #Reservations #Quota #JustKidding #BeingSarcastic #AntiReservations,Nagpur,Dear Covid19 we Indians like Reservations in everything You know Quota System right JustKidding BeingSarcastic AntiReservations,"[{'score': 0.562568, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
Now the @WHO is also saying that the previous statement of our leader @RahulGandhi . But the indian govt not trying to understand the situation of #COVID19 @narendramodi ji Plz understand the situation #PMOfIndia,2020-04-20 19:14:56+00:00,1,2,#COVID19 #PMOfIndia,Nagpur,Now the is also saying that the previous statement of our leader But the indian govt not trying to understand the situation of COVID19 ji Plz understand the situation PMOfIndia,"[{'score': 0.587989, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
They are already converted RSS (Rumour Spreading Sources). #FakeJournalismOfMedia #fakecrisis #COVID19 ,2020-04-20 18:04:18+00:00,0,2,#FakeJournalismOfMedia #fakecrisis #COVID19,Nagpur,They are already converted RSS Rumour Spreading Sources FakeJournalismOfMedia fakecrisis COVID19,[],,,,,,,
"#Maharashtra : With 466 new cases and 9 new deaths, number of positive #coronavirusinindia have increased to 4666 in the State, with 232 deaths. #Mumbai crosses the 3000 mark with 3032 positive cases. 76092 samples tested so far in State ― #COVID19 official figures",2020-04-20 16:20:26+00:00,0,2,#Maharashtra #coronavirusinindia #Mumbai #COVID19,Nagpur,Maharashtra With 466 new cases and 9 new deaths number of positive coronavirusinindia have increased to 4666 in the State with 232 deaths Mumbai crosses the 3000 mark with 3032 positive cases 76092 samples tested so far in State COVID19 official figures,"[{'score': 0.608441, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.655353, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,1.0,,,
#CoronavirusLockdown #covi̇d19 special offer on our #digitalmarketing course online You can avail this offer by calling our Management team +918424085508 Any module in our course is just Rs. 1919/- only (valid till… https://www.instagram.com/p/B_M7r8LHxrq/?igshid=e0nkunrjaole,2020-04-20 12:06:33+00:00,0,0,#CoronavirusLockdown #covi #digitalmarketing,Nagpur,CoronavirusLockdown covi d19 special offer on our digitalmarketing course online You can avail this offer by calling our Management team 918424085508 Any module in our course is just Rs 1919 only valid till,[],,,,,,,
Join Nagpur Municipal Commissioner @Tukaram_IndIAS for a Facebook Live interaction tomorrow at 1pm and get your answers regarding #COVID19 updates in the city. #LiveInteraction #BreakTheCoronaChain,2020-04-20 10:10:28+00:00,0,27,#COVID19 #LiveInteraction #BreakTheCoronaChain,Nagpur,Join Nagpur Municipal Commissioner IndIAS for a Facebook Live interaction tomorrow at 1pm and get your answers regarding COVID19 updates in the city LiveInteraction BreakTheCoronaChain,"[{'score': 0.50834, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.74948, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
"#NagpurAlert : One more +ve case detected, total number of patients today - 5 so far ! Satranjipura connection | Total - 79 #Nagpur #COVID19 #StayHome",2020-04-20 08:12:07+00:00,2,7,#NagpurAlert #Nagpur #COVID19 #StayHome #StayHome,Nagpur,NagpurAlert One more ve case detected total number of patients today 5 so far Satranjipura connection Total 79 Nagpur COVID19 StayHome,"[{'score': 0.665015, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,1.0,,,
"A two-month-old baby from #Hyderabad's Narayanpet, who had tested positive for #Covid_19 on April 17, passed away on April 19 at Gandhi Hospital, becoming the first infant to die of #coronavirus in Telangana. #COVID19 #IndiaFightsCoronavirus",2020-04-20 06:41:15+00:00,0,0,#Hyderabad #Covid_19 #coronavirus #COVID19 #IndiaFightsCoronavirus,Nagpur,A two month old baby from Hyderabad s Narayanpet who had tested positive for Covid 19 on April 17 passed away on April 19 at Gandhi Hospital becoming the first infant to die of coronavirus in Telangana COVID19 IndiaFightsCoronavirus,"[{'score': 0.812993, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
Hahahah I'm all around on this video for @KanganaOfficial by #AAPI Saloni #COVID19 #BanTwitter_in_india,2020-04-20 05:37:33+00:00,0,0,#AAPI #COVID19 #BanTwitter_in_india,Nagpur,Hahahah I m all around on this video for by AAPI Saloni COVID19 BanTwitter in india,[],,,,,,,
A matter of fact: #COVID19 #lockdown #Trolls,2020-04-20 04:27:29+00:00,0,0,#COVID19 #lockdown #Trolls,Nagpur,A matter of fact COVID19 lockdown Trolls,"[{'score': 0.586816, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.928569, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,1.0
#नागपूर It's a wonderful view of #Nagpur city. It's my city &amp; my responsibility to keep free from #corona #COVID19 Please stay at home &amp; stay safe. Special thanks to @NagpurPolice @Tukaram_IndIAS @ngpnmc @trafficngp Medical fraternity &amp; Health sanitization worker's ,2020-04-19 19:14:04+00:00,3,13,#Nagpur #corona #COVID19,Nagpur,It s a wonderful view of Nagpur city It s my city amp my responsibility to keep free from corona COVID19 Please stay at home amp stay safe Special thanks to IndIAS Medical fraternity amp Health sanitization worker s,"[{'score': 0.80385, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Maharashtra is facing worst ever time bcoz of incapable @OfficeofUT Uddhav Thackeray. #COVID19 will destroy Maharashtra. #palgharlynching has bloated image. @abpmajhatv Journalist under arrest. Jitendra Awhad @Awhadspeaks monster {minister} behaves like Gunda. Where is democracy?,2020-04-19 17:18:18+00:00,0,0,#COVID19 #palgharlynching,Nagpur,Maharashtra is facing worst ever time bcoz of incapable Uddhav Thackeray COVID19 will destroy Maharashtra palgharlynching has bloated image Journalist under arrest Jitendra Awhad monster minister behaves like Gunda Where is democracy,[],,,,,,,
The @OfficeofUT Govt of Maharashtra has failed miserably in stopping the spread of #COVID19 He is the most incapable @CMOMaharashtra seen till date. #palgharlynching is bad for image of Maharashtra. @rautsanjay61 where are you now? Why is @ShivSena and #Saamna quiet?,2020-04-19 17:15:03+00:00,1,0,#COVID19 #palgharlynching #Saamna,Nagpur,The Govt of Maharashtra has failed miserably in stopping the spread of COVID19 He is the most incapable seen till date palgharlynching is bad for image of Maharashtra where are you now Why is and Saamna quiet,"[{'score': 0.68497, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
Maharashtra Govt is failing miserably. Wadhwan Family get VIP passes. @abpmajhatv reporter arrested. Failure in containing #COVID19 Palghar sadhus are lynched. @Awhadspeaks beats common man. Still @OfficeofUT is the best CM. This Govt should go soon. @PawarSpeaks @prithvrj,2020-04-19 17:11:49+00:00,0,0,#COVID19,Nagpur,Maharashtra Govt is failing miserably Wadhwan Family get VIP passes reporter arrested Failure in containing COVID19 Palghar sadhus are lynched beats common man Still is the best CM This Govt should go soon,"[{'score': 0.833345, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
Instead of only carrying online polls @EconomicTimes better pressurise @narendramodi and @BJP4India Government to do it that will be your true Journalism moments... #COVID19 #CoronavirusLiar,2020-04-19 14:01:04+00:00,0,0,#COVID19 #CoronavirusLiar,Nagpur,Instead of only carrying online polls better pressurise and Government to do it that will be your true Journalism moments COVID19 CoronavirusLiar,[],,,,,,,
@Nagpur has reached the count of 72 in terms of total #COVID19 cases n people r really enjoying d act of breaching d #SocialDistanacing while buying d fish. @ngpnmc @NagpurPolice @Tukaram_IndIAS please take necessary action and suggest the seller to follow the guidelines. – at manish nagar,2020-04-19 12:37:13+00:00,0,0,#COVID19 #SocialDistanacing,Nagpur,has reached the count of 72 in terms of total COVID19 cases n people r really enjoying d act of breaching d SocialDistanacing while buying d fish IndIAS please take necessary action and suggest the seller to follow the guidelines at manish nagar,"[{'score': 0.520224, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"950 #PPEkits delivered #covidhospitals through honourable @nitinGadkari #RajeshBagdi #VijaySarda 400 - GMC, Dean Sajal Mitra 350 - IGMC, Dean Ajay Keoliya 200 - #Nagpur Collector, Maheshwari Samaj @IndiaPostOffice Thank you @ManMundra for the donation #Covidwarrior #Covid19 ",2020-04-19 12:00:08+00:00,13,29,#PPEkits #covidhospitals #RajeshBagdi #VijaySarda #Nagpur #Covidwarrior #Covid19,Nagpur,950 PPEkits delivered covidhospitals through honourable RajeshBagdi VijaySarda 400 GMC Dean Sajal Mitra 350 IGMC Dean Ajay Keoliya 200 Nagpur Collector Maheshwari Samaj Thank you for the donation Covidwarrior Covid19,"[{'score': 0.5367, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"After a drop, big spike in #COVID19 cases in Nagpur today. All are from same area of Satranjipura. ",2020-04-19 05:39:19+00:00,2,2,#COVID19,Nagpur,After a drop big spike in COVID19 cases in Nagpur today All are from same area of Satranjipura,"[{'score': 0.504037, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,1.0,,
"How a single infected faithful from Mecca affected 31 more people in #Nagpur. Out of 66, close to 50% are due to one #SingleSource #Covid19 ",2020-04-19 02:50:37+00:00,4,3,#Nagpur #SingleSource #Covid19,Nagpur,How a single infected faithful from Mecca affected 31 more people in Nagpur Out of 66 close to 50 are due to one SingleSource Covid19,"[{'score': 0.594582, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,1.0,1.0,,
"Fully recovered from #Covid19, ungrateful man puts up misleading FB post against police. Alleging that, he was wrongly admitted. Police move swiftly,put him behind the bar. Any guesses what's the name? Jamirul Jafirul Mohd! ",2020-04-19 02:25:18+00:00,0,0,#Covid19,Nagpur,Fully recovered from Covid19 ungrateful man puts up misleading FB post against police Alleging that he was wrongly admitted Police move swiftly put him behind the bar Any guesses what s the name Jamirul Jafirul Mohd,[],,,,,,,
