Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,sadness,confident,analytical,tentative,anger,fear
87 New #Coronavirus cases reported as of 8:25 PM on 23/3/2020. AP - 1 Del - 1 Guj - 12 Hary - 2 Karnatak - 7 Kerala - 28 Maha - 23 Raj - 2 Punj - 1 Telg - 6 Chandig - 1 Total cases - 496 #Covid19 ,2020-03-23 15:05:07+00:00,0,0,#Coronavirus #Covid19,Mumbai,87 New Coronavirus cases reported as of 8 25 PM on 23 3 2020 AP 1 Del 1 Guj 12 Hary 2 Karnatak 7 Kerala 28 Maha 23 Raj 2 Punj 1 Telg 6 Chandig 1 Total cases 496 Covid19,[],,,,,,,
Relatable. Hope we pass these stages sooner. #CoronaVirus #COVID19 ,2020-03-23 15:03:08+00:00,0,0,#CoronaVirus #COVID19,Mumbai,Relatable Hope we pass these stages sooner CoronaVirus COVID19,"[{'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
Attention. Hope there are some steps taken to ease the current situation. We have no options but to get onto streets to hunt outlets: this list would be useful and published locality wise. We are all to flatten the curve and curtail #CoVid19 #GhatkoparWest,2020-03-23 14:51:32+00:00,0,0,#CoVid19 #GhatkoparWest,Mumbai,Attention Hope there are some steps taken to ease the current situation We have no options but to get onto streets to hunt outlets this list would be useful and published locality wise We are all to flatten the curve and curtail CoVid19 GhatkoparWest,"[{'score': 0.600023, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly",2020-03-23 14:20:07+00:00,0,0,#COVID19 #WeStandWithItaly,Mumbai,We stand by Italy during these trying times Share your Support for our Italian friends They are our colleagues friends and family Cari amici siamo con voi COVID19 WeStandWithItaly,"[{'score': 0.629066, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Do not rush to buy medicines for #COVID19 ,2020-03-23 14:11:59+00:00,1,3,#COVID19,Mumbai,Do not rush to buy medicines for COVID19,[],,,,,,,
"4/5 ""We'll provide Basic JioFiber broadband connectivity (10 Mbps), wherever geographically feasible, 0 service charges, for this period"" “For existing JioFiber subscribers, Jio will provide double data across plans"" - Reliance Industries telecom arm @RelianceJio #COVID19 ",2020-03-23 14:11:19+00:00,15,31,#COVID19,Mumbai,4 5 We ll provide Basic JioFiber broadband connectivity 10 Mbps wherever geographically feasible 0 service charges for this period For existing JioFiber subscribers Jio will provide double data across plans Reliance Industries telecom arm COVID19,[],,,,,,,
A opposition politician warned the Government on 12th Feb’2020 about the Tsunami that was #covid19 on the way and another who implemented measures to fight it effectively. The Supremo’s order a few weeks later was to bang empty vessels Sad and Bizarre to the core ,2020-03-23 14:05:13+00:00,0,0,#covid19,Mumbai,A opposition politician warned the Government on 12th Feb 2020 about the Tsunami that was covid19 on the way and another who implemented measures to fight it effectively The Supremo s order a few weeks later was to bang empty vessels Sad and Bizarre to the core,"[{'score': 0.686801, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
"RIL COMBATS #COVID19 3/5 In US, President Trump is trying to get industries to help in essential equipment production In India, Reliance Industries has already started work to enhance its production capacities to produce 100,000 face-masks per day along with suits and garments ",2020-03-23 13:57:51+00:00,20,31,#COVID19,Mumbai,RIL COMBATS COVID19 3 5 In US President Trump is trying to get industries to help in essential equipment production In India Reliance Industries has already started work to enhance its production capacities to produce 100 000 face masks per day along with suits and garments,"[{'score': 0.523822, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"The Vital Importance of Social Distance! #Coronavirus #COVID19 #SocialDistancing #Statista #StatistaCharts statistacharts https://www.statista.com/chart/21198/effect-of-social-distancing-signer-lab/ @Mumbai,… https://www.instagram.com/p/B-FA14jFpsi/?igshid=bykwz23pp816",2020-03-23 13:46:17+00:00,0,1,#Coronavirus #COVID19 #SocialDistancing #Statista #StatistaCharts,Mumbai,The Vital Importance of Social Distance Coronavirus COVID19 SocialDistancing Statista StatistaCharts statistacharts,[],,,,,,,
"RIL DECLARES WAR ON #COVID19 1/5 Reliance Industries is using all its might to help people combat the #CoronavirusPandemic 100-bedded centre @Seven Hills Hospital, Mumbai, for #COVID19 patients Set up in collaboration with BMC &amp; @ril_foundation Foundation @upadhyayumesh",2020-03-23 13:38:17+00:00,35,69,#COVID19 #CoronavirusPandemic #COVID19,Mumbai,RIL DECLARES WAR ON COVID19 1 5 Reliance Industries is using all its might to help people combat the CoronavirusPandemic 100 bedded centre Hills Hospital Mumbai for COVID19 patients Set up in collaboration with BMC amp foundation Foundation,"[{'score': 0.545207, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.854537, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
"Well done, Great scheme for Future Generation But Right know how much resources India has to fight against #coronavirusinindia #CoronavirusPandemic #COVID19vaccine #Covid_19india #COVID19 What is the present suitation tell the truth instead of showing Dreams to Public.",2020-03-23 13:34:52+00:00,1,1,#coronavirusinindia #CoronavirusPandemic #COVID19vaccine #Covid_19india #COVID19,Mumbai,Well done Great scheme for Future Generation But Right know how much resources India has to fight against coronavirusinindia CoronavirusPandemic COVID19vaccine Covid 19india COVID19 What is the present suitation tell the truth instead of showing Dreams to Public,"[{'score': 0.770588, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
TV Actor Rishiraj Pawar request to Narendra Modi ji About Solution Of #COVID19 Corona virus. @narendramodi @WHO Please Watch Video.... #HowToEnd_CoronaPandemic,2020-03-23 13:07:07+00:00,3,1,#COVID19 #HowToEnd_CoronaPandemic,Mumbai,TV Actor Rishiraj Pawar request to Narendra Modi ji About Solution Of COVID19 Corona virus Please Watch Video HowToEnd CoronaPandemic,[],,,,,,,
@ShekharGupta why is this even a news in #COVID19 times? Gandhi's playing musical chair with courtiers cheering from the side #congressparty,2020-03-23 13:06:34+00:00,0,0,#COVID19 #congressparty,Mumbai,why is this even a news in COVID19 times Gandhi s playing musical chair with courtiers cheering from the side congressparty,"[{'score': 0.529877, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
https://tech-know-crat.posthaven.com/the-world-under-siege-we-fight-as-one A blog post to encourage us all! We fight this Pandemic as one! #covid19 #pandemic #oneworld #fightasone #gocorona #weareinthistogether… https://www.instagram.com/p/B-E6__UF3CC/?igshid=pee6ohgzac1q,2020-03-23 12:55:13+00:00,0,0,#covid19 #pandemic #oneworld #fightasone #gocorona #weareinthistogether,Mumbai,A blog post to encourage us all We fight this Pandemic as one covid19 pandemic oneworld fightasone gocorona weareinthistogether,"[{'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,,
Government is asking nothing else than to stay home for few days. #COVID19 #LockdownMaharashtra #IndiaFightsCorona,2020-03-23 12:47:05+00:00,0,0,#COVID19 #LockdownMaharashtra #IndiaFightsCorona,Mumbai,Government is asking nothing else than to stay home for few days COVID19 LockdownMaharashtra IndiaFightsCorona,[],,,,,,,
"जाहिलियत की पराकाष्ठा,अक्ल के अंधे,जड़ बुद्धि । 1st some started making jokes,then funny memes, for some it's holiday wid friendsfamily n now entire mohalla partying on d street.GOOD carry on n b ready 2 cry on millions death. PLEASE STAY AT HOME #COVID19",2020-03-23 12:24:48+00:00,0,1,#COVID19,Mumbai,1st some started making jokes then funny memes for some it s holiday wid friendsfamily n now entire mohalla partying on d street GOOD carry on n b ready 2 cry on millions death PLEASE STAY AT HOME COVID19,"[{'score': 0.577902, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
@nsitharaman @minmsme @PMOIndia @PiyushGoyalOffc @FinMinIndia @tourismgoi pls note due to current #COVID19 situation @ICICIBank_Care &amp; @HDFCBank_Cares have reduced the limits of corporate credit of IATA agents. In times of distress they show true color.@TAAI1951 @iato_india,2020-03-23 12:18:05+00:00,1,2,#COVID19,Mumbai,pls note due to current COVID19 situation Care amp Cares have reduced the limits of corporate credit of IATA agents In times of distress they show true color india,"[{'score': 0.528221, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
"Extremely appalled to say that the Govt is thinking 30k ft while on ground it's a carnage. Save now, save your present. Future will only come if you have money and people left. Blood bath by market and #Covid19 How can Govt keep quiet plunging @NSEIndia @BSEIndia @RBI @PMOIndia",2020-03-23 12:09:00+00:00,0,0,#Covid19,Mumbai,Extremely appalled to say that the Govt is thinking 30k ft while on ground it s a carnage Save now save your present Future will only come if you have money and people left Blood bath by market and Covid19 How can Govt keep quiet plunging,"[{'score': 0.679906, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
Stay Safe. Stay home. Stay healty #COVID19 ,2020-03-23 12:05:36+00:00,0,4,#COVID19,Mumbai,Stay Safe Stay home Stay healty COVID19,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
@crpf_srinagar @crpfindia the nation is grtaeful for your service in these trying times in #kashmir. Not only do you put ur lives in harms way but also contribute by initiating cleanliness drive. #Covid19,2020-03-23 11:52:46+00:00,0,0,#kashmir #Covid19,Mumbai,srinagar the nation is grtaeful for your service in these trying times in kashmir Not only do you put ur lives in harms way but also contribute by initiating cleanliness drive Covid19,"[{'score': 0.792696, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
Thread from @DavidLat who is undergoing treatment after testing positive for #Covid19 ,2020-03-23 11:51:50+00:00,0,0,#Covid19,Mumbai,Thread from who is undergoing treatment after testing positive for Covid19,"[{'score': 0.766829, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.825035, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,,,
Simple Solution to control the situation .. let's break the chain #Coronavirus #covid19 #breakthechain #bazukaworld #vlog #important #info with English and Hindi Text https://youtu.be/ou6RjdWA90cA,2020-03-23 11:46:19+00:00,0,0,#Coronavirus #covid19 #breakthechain #bazukaworld #vlog #important #info,Mumbai,Simple Solution to control the situation let s break the chain Coronavirus covid19 breakthechain bazukaworld vlog important info with English and Hindi Text,"[{'score': 0.59132, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.754061, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
"THINK AND ACT #COVID19 The enlightened reason is not to protect ourselves, but to contribute to collective efforts to halt #EPIDEMIC Will you make a difference? Spread the word! #selfisolation #protectothers educate your #househelp need to stay at home as well.@VinamratabTOI",2020-03-23 11:31:46+00:00,0,2,#COVID19 #EPIDEMIC #selfisolation #protectothers #househelp,Mumbai,THINK AND ACT COVID19 The enlightened reason is not to protect ourselves but to contribute to collective efforts to halt EPIDEMIC Will you make a difference Spread the word selfisolation protectothers educate your househelp need to stay at home as well,"[{'score': 0.897069, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"Check in on your friends who work in the medical field, even if you haven’t spoken to them in years. They need so much support and love right now. #COVID19",2020-03-23 11:29:28+00:00,0,1,#COVID19,Mumbai,Check in on your friends who work in the medical field even if you haven t spoken to them in years They need so much support and love right now COVID19,"[{'score': 0.663953, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"#NewsAlert - First #COVID19 death reported in Bengal. A 55-yr-old patient from Dum Dum in North Kolkata, undergoing treatment at a pvt hospital in Salt Lake, suffered a cardiac arrest and died at around 3.35 pm. #IndiaFightsCOVID19",2020-03-23 10:47:20+00:00,0,0,#NewsAlert #COVID19 #IndiaFightsCOVID19,Mumbai,NewsAlert First COVID19 death reported in Bengal A 55 yr old patient from Dum Dum in North Kolkata undergoing treatment at a pvt hospital in Salt Lake suffered a cardiac arrest and died at around 3 35 pm IndiaFightsCOVID19,"[{'score': 0.80511, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
A lot of Humans were very vocal about how we don't deserve this Earth . Someone did listen to you guys. #Covid19 #CoronaVirus #Earth #Life,2020-03-23 10:46:40+00:00,0,3,#Covid19 #CoronaVirus #Earth #Life,Mumbai,A lot of Humans were very vocal about how we don t deserve this Earth Someone did listen to you guys Covid19 CoronaVirus Earth Life,"[{'score': 0.521957, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly",2020-03-23 10:36:05+00:00,0,0,#COVID19 #WeStandWithItaly,Mumbai,We stand by Italy during these trying times Share your Support for our Italian friends They are our colleagues friends and family Cari amici siamo con voi COVID19 WeStandWithItaly,"[{'score': 0.629066, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Rahul Gandhi was right to sound the alarm bell on #Covid19. He did so a full month before the WHO declared it a pandemic. He was mocked and ridiculed. For example, this was how @BJP4Karnataka chose to react. https://twitter.com/RahulGandhi/status/1227536939479228417",2020-03-23 09:33:30+00:00,87,179,#Covid19,Mumbai,Rahul Gandhi was right to sound the alarm bell on Covid19 He did so a full month before the WHO declared it a pandemic He was mocked and ridiculed For example this was how chose to react,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
2 days ago never imagined the airport would be this empty.. Not used to this at all.. had to struggle to get a cab as well to get home. #covid_19 #covid #covıd19 #covidー19 #covid2020 #covidindia #covidiot… https://www.instagram.com/p/B-EeK5Ul-AA/?igshid=10jugz52xaq3a,2020-03-23 08:43:20+00:00,0,0,#covid_19 #covid #cov #covid #covid2020 #covidindia #covidiot,Mumbai,2 days ago never imagined the airport would be this empty Not used to this at all had to struggle to get a cab as well to get home covid 19 covid cov d19 covid 19 covid2020 covidindia covidiot,"[{'score': 0.653537, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.694545, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.537979, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,1.0,,,
So us Indians are not the only ones who are behaving like morons #covid19 #Covid_19india @MumbaiMirror @timesofindia @NewIndianXpress @MomentsIndia God help us all now,2020-03-23 08:35:31+00:00,0,0,#covid19 #Covid_19india,Mumbai,So us Indians are not the only ones who are behaving like morons covid19 Covid 19india God help us all now,[],,,,,,,
Condom companies soon launching a special Quarantine package. #COVID19,2020-03-23 07:49:51+00:00,0,2,#COVID19,Mumbai,Condom companies soon launching a special Quarantine package COVID19,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
Velfie is new tech jargon of 2020 ? Group selfie is passé with video conferencing photo with individual employee selfies in multiple boxes as new norm of status updates #videoconferencing #WFH #covid19,2020-03-23 07:44:29+00:00,0,2,#videoconferencing #WFH #covid19,Mumbai,Velfie is new tech jargon of 2020 Group selfie is pass with video conferencing photo with individual employee selfies in multiple boxes as new norm of status updates videoconferencing WFH covid19,"[{'score': 0.696158, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"By stepping out of the house, you're not only endangering your health (life) but your parents friends relatives health (life) as well. PLEASE STAY HOME #COVID19 #LockdownMumbai #IndiaFightsCorona",2020-03-23 07:32:43+00:00,0,2,#COVID19 #LockdownMumbai #IndiaFightsCorona,Mumbai,By stepping out of the house you re not only endangering your health life but your parents friends relatives health life as well PLEASE STAY HOME COVID19 LockdownMumbai IndiaFightsCorona,"[{'score': 0.679362, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.659886, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
Important ... govt given approval to the private lab for #COVID19 testing @patilarchana @Nishigandha269 @VrushaliGYadav @ss_suryawanshi @ushajadhav @RimaNeeraj @HodePratu @waglenikhil @netshrink @Archanagsanap2,2020-03-23 07:12:31+00:00,1,4,#COVID19,Mumbai,Important govt given approval to the private lab for COVID19 testing suryawanshi,[],,,,,,,
"People in their AC living room sitting in front of their 52 inch LED playing FIFA on their PS tweeting/texting from their iPhone X, ""Dude I'm bored with WfH let's just step out for a while I'll pick you up"" #COVID19 #LockdownMumbai #IndiaFightsCorona",2020-03-23 07:04:29+00:00,0,3,#COVID19 #LockdownMumbai #IndiaFightsCorona,Mumbai,People in their AC living room sitting in front of their 52 inch LED playing FIFA on their PS tweeting texting from their iPhone X Dude I m bored with WfH let s just step out for a while I ll pick you up COVID19 LockdownMumbai IndiaFightsCorona,[],,,,,,,
Shut all the roads and highways. Enough of this nonsense. #COVID19 #LockdownMaharashtra #IndiaFightsCorona,2020-03-23 06:46:49+00:00,0,1,#COVID19 #LockdownMaharashtra #IndiaFightsCorona,Mumbai,Shut all the roads and highways Enough of this nonsense COVID19 LockdownMaharashtra IndiaFightsCorona,"[{'score': 0.746113, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,1.0,
"Dear Vikunj are you working with DNA infotel please note due to #covid19 employer inform us to work from home but internet is not working please help, else it will be difficult to work from home",2020-03-23 06:07:59+00:00,0,0,#covid19,Mumbai,Dear Vikunj are you working with DNA infotel please note due to covid19 employer inform us to work from home but internet is not working please help else it will be difficult to work from home,"[{'score': 0.693742, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.745634, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,1.0,,,
Govt should use force now to keep people indoors. Enough is enough. #COVID19 #LockdownMaharashtra #IndiaFightsCorona,2020-03-23 05:17:19+00:00,0,0,#COVID19 #LockdownMaharashtra #IndiaFightsCorona,Mumbai,Govt should use force now to keep people indoors Enough is enough COVID19 LockdownMaharashtra IndiaFightsCorona,"[{'score': 0.584447, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,1.0,,,
@OfficeofUT @narendramodi shut everything lock everyone. We Indians are stupid we do not understand the fact that staying home is for not only good ourselves but for our parents friends relatives #COVID19 #LockdownMaharashtra #IndiaFightsCorona,2020-03-23 05:13:42+00:00,0,0,#COVID19 #LockdownMaharashtra #IndiaFightsCorona,Mumbai,shut everything lock everyone We Indians are stupid we do not understand the fact that staying home is for not only good ourselves but for our parents friends relatives COVID19 LockdownMaharashtra IndiaFightsCorona,"[{'score': 0.693736, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.87565, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,1.0,
"Today 14 new #COVID19 positive cases and 1 death in Mumbai. This is not time to show your Mumbai spirit, all toll naka of mumbai full of traffic. @waglenikhil @iamShantanu_D @Archanagsanap2 @rajuparulekar @ss_suryawanshi @RimaNeeraj @VrushaliGYadav @Nishigandha269 @DrVrushaliRaut",2020-03-23 05:06:43+00:00,2,4,#COVID19,Mumbai,Today 14 new COVID19 positive cases and 1 death in Mumbai This is not time to show your Mumbai spirit all toll naka of mumbai full of traffic D suryawanshi,"[{'score': 0.535866, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,,,
Indiana are so stupid they don't understand staying home is for their own safety #COVID19 #LockdownMaharashtra #IndiaFightsCorona,2020-03-23 04:49:12+00:00,0,3,#COVID19 #LockdownMaharashtra #IndiaFightsCorona,Mumbai,Indiana are so stupid they don t understand staying home is for their own safety COVID19 LockdownMaharashtra IndiaFightsCorona,"[{'score': 0.526907, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,1.0,
Lock the fucking down completely please #COVID19 #LockdownMaharashtra #IndiaFightsCorona,2020-03-23 04:47:39+00:00,0,1,#COVID19 #LockdownMaharashtra #IndiaFightsCorona,Mumbai,Lock the fucking down completely please COVID19 LockdownMaharashtra IndiaFightsCorona,"[{'score': 0.882078, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.874372, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,1.0,
India is repeating the same mistakes. Following footsteps of Italy Spain France. STAY INDOORS STAY HOME STAY SAFE #COVID19 #LockdownMaharashtra #IndiaFightsCorona,2020-03-23 04:36:16+00:00,0,0,#COVID19 #LockdownMaharashtra #IndiaFightsCorona,Mumbai,India is repeating the same mistakes Following footsteps of Italy Spain France STAY INDOORS STAY HOME STAY SAFE COVID19 LockdownMaharashtra IndiaFightsCorona,"[{'score': 0.670204, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
Home quarantined. #COVID19 #LockdownIndia #IndiaFightsCorona,2020-03-23 04:33:44+00:00,0,0,#COVID19 #LockdownIndia #IndiaFightsCorona,Mumbai,Home quarantined COVID19 LockdownIndia IndiaFightsCorona,[],,,,,,,
Please stay home stay indoors please. #COVID19 #LockdownMumbai #IndiaFightsCorona,2020-03-23 04:32:39+00:00,0,0,#COVID19 #LockdownMumbai #IndiaFightsCorona,Mumbai,Please stay home stay indoors please COVID19 LockdownMumbai IndiaFightsCorona,[],,,,,,,
People who are not taking #covid19 seriously should watch this movie on #AmazonPrime #contagionmovie relatable to current scenario crisis #CoronavirusPandemic #coronavirus,2020-03-23 04:09:58+00:00,1,1,#covid19 #AmazonPrime #contagionmovie #CoronavirusPandemic #coronavirus,Mumbai,People who are not taking covid19 seriously should watch this movie on AmazonPrime contagionmovie relatable to current scenario crisis CoronavirusPandemic coronavirus,[],,,,,,,
"#Doctors around the world are under the pressure and stress as they are on the front lines battling to contain and prevent the spread of the #COVID19 virus, find out how nonverbals plays a role in doctor-patient communication. #coronavirus #lockdown http://bit.ly/Doctor_Sbt",2020-03-23 04:04:48+00:00,2,1,#Doctors #COVID19 #coronavirus #lockdown,Mumbai,Doctors around the world are under the pressure and stress as they are on the front lines battling to contain and prevent the spread of the COVID19 virus find out how nonverbals plays a role in doctor patient communication coronavirus lockdown,"[{'score': 0.563098, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,,1.0
Don't Forget To Help The Elderly People At This Hour Of Crisis!Read my article2learn how we can still help by maintaining social distancing https://www.instagram.com/p/B-D6-VEF4id/?igshid=un4a6j052bi7 #COVIDー19 #mondaythoughts #BeSafeEveryone #MondayMotivaton #MondayVibes #SocialDistancing #coronavirus #COVID19 ,2020-03-23 03:43:33+00:00,0,1,#COVID #mondaythoughts #BeSafeEveryone #MondayMotivaton #MondayVibes #SocialDistancing #coronavirus #COVID19,Mumbai,Don t Forget To Help The Elderly People At This Hour Of Crisis Read my article2learn how we can still help by maintaining social distancing COVID 19 mondaythoughts BeSafeEveryone MondayMotivaton MondayVibes SocialDistancing coronavirus COVID19,[],,,,,,,
Hate the turning a great beer brand @corona into a buzzkill affliction #CoVid19 (Add to this list ) ,2020-03-23 03:28:17+00:00,0,1,#CoVid19,Mumbai,Hate the turning a great beer brand into a buzzkill affliction CoVid19 Add to this list,[],,,,,,,
"""I have to remind the American doctor that life is changing.… It's not a normal life. It's a #COVID19 life. It's a pandemic life."" - Professor Bin Cao, MD",2020-03-23 03:12:21+00:00,0,0,#COVID19,Mumbai,I have to remind the American doctor that life is changing It s not a normal life It s a COVID19 life It s a pandemic life Professor Bin Cao MD,"[{'score': 0.791644, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
"GOOD NEWS INDIA #Coronavirus @MIT study corroborates @DavidaSinclair's hypothesis 3⁰ to 17⁰C is the temparature where infections are growing fastest Higher Temparature + Humidity slows down spread of #COVID19 India must also continue: Lockdowns, travel bans @nishantchat",2020-03-23 01:08:53+00:00,2,2,#Coronavirus #COVID19,Mumbai,GOOD NEWS INDIA Coronavirus study corroborates s hypothesis 3 to 17 C is the temparature where infections are growing fastest Higher Temparature Humidity slows down spread of COVID19 India must also continue Lockdowns travel bans,"[{'score': 0.677381, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"As things get worse by the day in 2020, I was thinking what could get worse. And then i suddenly got reminded of this #Marathi chapter/poem (निबंध) in #School by the name- ' सूर्य उगवला नाही तर? ' #Maharashtra #MaharashtraLockdown #COVID19 #CoronaVirus #GoCorona #SUN",2020-03-22 21:46:38+00:00,0,3,#Marathi #School #Maharashtra #MaharashtraLockdown #COVID19 #CoronaVirus #GoCorona #SUN,Mumbai,As things get worse by the day in 2020 I was thinking what could get worse And then i suddenly got reminded of this Marathi chapter poem in School by the name Maharashtra MaharashtraLockdown COVID19 CoronaVirus GoCorona SUN,"[{'score': 0.569231, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.537979, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,1.0,,,
Probably the best Fifteen minutes I've witnessed today in a very very long time. Every Indian who saw this has felt it and has lived it . https://www.instagram.com/tv/B-DE-POFQdo/?igshid=11hlg3da8bz3n . #Coronavirus #COVID19 #SatyavisDanka #BeSensible #BeSafe #Peace #PhonePTography #GodBless ,2020-03-22 20:05:46+00:00,0,1,#Coronavirus #COVID19 #SatyavisDanka #BeSensible #BeSafe #Peace #PhonePTography #GodBless,Mumbai,Probably the best Fifteen minutes I ve witnessed today in a very very long time Every Indian who saw this has felt it and has lived it Coronavirus COVID19 SatyavisDanka BeSensible BeSafe Peace PhonePTography GodBless,"[{'score': 0.717694, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.554927, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,,,
United against COVID 19 #TheQKnit #QueerSamachar #Queer #Together #United #COVID19 #CoronaVirus #Fight #Fighters #Community #Hope #Love #StaySafe #BeSafe #TakeCare #SocialDistancing #Pandemic #India #Worldpmo,2020-03-22 19:44:43+00:00,1,4,#TheQKnit #QueerSamachar #Queer #Together #United #COVID19 #CoronaVirus #Fight #Fighters #Community #Hope #Love #StaySafe #BeSafe #TakeCare #SocialDistancing #Pandemic #India #Worldpmo,Mumbai,United against COVID 19 TheQKnit QueerSamachar Queer Together United COVID19 CoronaVirus Fight Fighters Community Hope Love StaySafe BeSafe TakeCare SocialDistancing Pandemic India Worldpmo,"[{'score': 0.756215, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Italy reports 651 deaths today, total death toll crosses 5,400. India is at 396 cases,biggest jump today. #Covid19",2020-03-22 19:43:27+00:00,14,134,#Covid19,Mumbai,Italy reports 651 deaths today total death toll crosses 5 400 India is at 396 cases biggest jump today Covid19,"[{'score': 0.625846, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
China Italy Spain Iran and now France #COVID19,2020-03-22 19:04:22+00:00,0,0,#COVID19,Mumbai,China Italy Spain Iran and now France COVID19,[],,,,,,,
"@SrBachchan Clapping was realy a good initiative by our Hon. PM. But most ppl took wrong.This was supposed 2b happening from ur windows,balconies &amp; doors without coming out of ur http://house.Pl try to understand wat is meant &amp; Y #covid19 #coronavirus #stopthespread",2020-03-22 18:57:26+00:00,1,1,#covid19 #coronavirus #stopthespread,Mumbai,Clapping was realy a good initiative by our Hon PM But most ppl took wrong This was supposed 2b happening from ur windows balconies amp doors without coming out of ur try to understand wat is meant amp Y covid19 coronavirus stopthespread,"[{'score': 0.517403, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
Man who ate a bat and was on duty to crash US economy down lost midway in Italy and... #COVID19,2020-03-22 18:09:55+00:00,0,1,#COVID19,Mumbai,Man who ate a bat and was on duty to crash US economy down lost midway in Italy and COVID19,"[{'score': 0.623294, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
