Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,anger,sadness,joy,fear,tentative,confident
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 18:46:52+00:00,0,0,#COVID19 #IndiaFightsCorona,Surat,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 17:52:15+00:00,0,2,#COVID19 #IndiaFightsCorona,Surat,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
JAYRAJ NIRAV KHATRI Taking care of his own #Coronavirus #selfcare #CoronaChainScare #COVID19 #Coronavirus #WarAgainstVirus #ISupportJantaCurfew @DevenZapadiya37 @DrKaushalPatel4 @JeetMistry9 @HMachchhar @jigar_inamdar @vijayrupanibjp @MoHFW_INDIA #CoronaUpdatesInIndia,2020-03-21 15:22:45+00:00,0,6,#Coronavirus #selfcare #CoronaChainScare #COVID19 #Coronavirus #WarAgainstVirus #ISupportJantaCurfew #CoronaUpdatesInIndia,Surat,JAYRAJ NIRAV KHATRI Taking care of his own Coronavirus selfcare CoronaChainScare COVID19 Coronavirus WarAgainstVirus ISupportJantaCurfew inamdar INDIA CoronaUpdatesInIndia,"[{'score': 0.513153, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
"As a responsible citizen, Let's join with the idea of ​​Shri Narendra Modiji, by supporting #JantaCurfew. Let's show the strength of India's unity to fight #COVID19. Curfew of the people, by the people, for the… https://www.instagram.com/p/B9_1KARh8m4/?igshid=1axx8efh1futt",2020-03-21 13:28:00+00:00,0,0,#JantaCurfew #COVID19,Surat,As a responsible citizen Let s join with the idea of Shri Narendra Modiji by supporting JantaCurfew Let s show the strength of India s unity to fight COVID19 Curfew of the people by the people for the,"[{'score': 0.538429, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 11:04:24+00:00,0,0,#COVID19 #IndiaFightsCorona,Surat,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCoronavirus https://cards.twitter.com/cards/18ce53z9zje/980zq @PMOIndia",2020-03-21 10:49:21+00:00,0,3,#COVID19 #IndiaFightsCoronavirus,Surat,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCoronavirus,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona @PMOIndia @narendramodi",2020-03-21 10:46:18+00:00,3,14,#COVID19 #IndiaFightsCorona,Surat,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"2 more cases of #COVID19 have turned out to be POSITIVE in Surat. All the health officials are constantly working for their betterment and all the necessary precautions have been taken. Please practice #SocialDistancing , keep washing your hands and avoid touching your face.",2020-03-21 09:16:28+00:00,7,10,#COVID19 #SocialDistancing,Surat,2 more cases of COVID19 have turned out to be POSITIVE in Surat All the health officials are constantly working for their betterment and all the necessary precautions have been taken Please practice SocialDistancing keep washing your hands and avoid touching your face,"[{'score': 0.866237, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,,,1.0
It's a Humble request sir please stop for a few day public transport Facility... Because current india is stand too much near to #3_stage of #Covid19 @RailMinIndia @narendramodi sir Please save our lives Please Save India #JayHind ,2020-03-21 09:15:52+00:00,0,1,#3_stage #Covid19 #JayHind,Surat,It s a Humble request sir please stop for a few day public transport Facility Because current india is stand too much near to 3 stage of Covid19 sir Please save our lives Please Save India JayHind,"[{'score': 0.628439, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"There is no end for this Man's hatred towards India & Countrymen! Instead of joining hands with Govt to fight this pandemic #COVID19, sick #RahulGandhi wants India to suffer! It's sad, #COngress &amp; opposition looking for POLITICAL OPPORTUNITY even in issues like #CoronaVirus!",2020-03-21 08:16:29+00:00,1,1,#COVID19 #RahulGandhi #COngress #CoronaVirus,Surat,There is no end for this Man s hatred towards India Countrymen Instead of joining hands with Govt to fight this pandemic COVID19 sick RahulGandhi wants India to suffer It s sad COngress amp opposition looking for POLITICAL OPPORTUNITY even in issues like CoronaVirus,"[{'score': 0.663949, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
"Anyone who has elderly or sick friends or fam in #Surat? I am here and ready to help in running any errands, get medicines or food supplies too or to go check on them. I'm taking all necessary precautions for #COVID19 otherwise. Let me know! ",2020-03-21 07:45:20+00:00,116,229,#Surat #COVID19,Surat,Anyone who has elderly or sick friends or fam in Surat I am here and ready to help in running any errands get medicines or food supplies too or to go check on them I m taking all necessary precautions for COVID19 otherwise Let me know,"[{'score': 0.769251, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,
"A good safety culture is built over time. Stay safe during this crucial period of Corona Outbreak. #lataar #letsgoforlataar #corona #covid19 #stoprumours #safety @Surat, Gujarat https://www.instagram.com/p/B9_J_ZYA920/?igshid=n2nyns212yc9",2020-03-21 07:10:47+00:00,0,2,#lataar #letsgoforlataar #corona #covid19 #stoprumours #safety,Surat,A good safety culture is built over time Stay safe during this crucial period of Corona Outbreak lataar letsgoforlataar corona covid19 stoprumours safety Gujarat,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"New lab for checking the samples of #COVID19 is being set up in Surat, and will be functional by today. Samples will no more be sent to other places and will be checked here itself. This will speed up the process and bring faster results.",2020-03-21 06:52:12+00:00,7,22,#COVID19,Surat,New lab for checking the samples of COVID19 is being set up in Surat and will be functional by today Samples will no more be sent to other places and will be checked here itself This will speed up the process and bring faster results,"[{'score': 0.518305, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.618534, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 06:49:38+00:00,0,0,#COVID19 #IndiaFightsCorona,Surat,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"We at Kailash Sweets, Whole Heartily Supporting the Indian Prime Minister Shri Narendra Modi ji for JANTA CURFEW #covid19 #corona",2020-03-21 06:10:33+00:00,0,1,#covid19 #corona,Surat,We at Kailash Sweets Whole Heartily Supporting the Indian Prime Minister Shri Narendra Modi ji for JANTA CURFEW covid19 corona,"[{'score': 0.627212, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 05:50:16+00:00,0,0,#COVID19 #IndiaFightsCorona,Surat,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 05:32:19+00:00,0,7,#COVID19 #IndiaFightsCorona,Surat,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 05:16:53+00:00,0,0,#COVID19 #IndiaFightsCorona,Surat,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 05:06:48+00:00,0,1,#COVID19 #IndiaFightsCorona,Surat,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCoronavirus",2020-03-21 04:05:11+00:00,0,1,#COVID19 #IndiaFightsCoronavirus,Surat,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCoronavirus,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 03:45:45+00:00,0,1,#COVID19 #IndiaFightsCorona,Surat,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 03:26:53+00:00,0,2,#COVID19 #IndiaFightsCorona,Surat,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"SMC Headquarters and Zone Offices are not open for visitors from tomorrow onwards till 29th.Kindly use online services,toll free numbers and helpline 1800 123 8000. @CommissionerSMC #Surat #Gujaratcorona #CoronavirusOutbreakindia #CoronaVirusUpdate #care #Surat #COVID19",2020-03-20 19:05:12+00:00,0,0,#Surat #Gujaratcorona #CoronavirusOutbreakindia #CoronaVirusUpdate #care #Surat #COVID19,Surat,SMC Headquarters and Zone Offices are not open for visitors from tomorrow onwards till 29th Kindly use online services toll free numbers and helpline 1800 123 8000 Surat Gujaratcorona CoronavirusOutbreakindia CoronaVirusUpdate care Surat COVID19,[],,,,,,,
"SMC Headquarters and Zone Offices are not open for visitors from tomorrow onwards till 29th. Kindly use online services, toll free numbers and helpline 1800 123 8000. #Gujaratcorona #CoronavirusOutbreakindia #CoronaVirusUpdate #coronavirus #care #Surat #COVID19 – at Surat Municipal Corp",2020-03-20 17:56:27+00:00,57,210,#Gujaratcorona #CoronavirusOutbreakindia #CoronaVirusUpdate #coronavirus #care #Surat #COVID19,Surat,SMC Headquarters and Zone Offices are not open for visitors from tomorrow onwards till 29th Kindly use online services toll free numbers and helpline 1800 123 8000 Gujaratcorona CoronavirusOutbreakindia CoronaVirusUpdate coronavirus care Surat COVID19 at Surat Municipal Corp,[],,,,,,,
"We request you to follow the Janta Curfew on Sunday, 22nd March. Please do your bit to BREAK THE CHAIN! #IndiaFightsCorona #StayAtHome #BreakTheChain #CoronaVirus #COVID19 #Jainshare",2020-03-20 16:16:46+00:00,2,2,#IndiaFightsCorona #StayAtHome #StayAtHome #BreakTheChain #CoronaVirus #COVID19 #Jainshare,Surat,We request you to follow the Janta Curfew on Sunday 22nd March Please do your bit to BREAK THE CHAIN IndiaFightsCorona StayAtHome BreakTheChain CoronaVirus COVID19 Jainshare,"[{'score': 0.549457, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
"Let us fight #COVID19 together, please cooperate with #Government and stay at home on 22nd March 2020 (Sunday). #JantaCurfew",2020-03-20 12:54:46+00:00,0,0,#COVID19 #Government #JantaCurfew,Surat,Let us fight COVID19 together please cooperate with Government and stay at home on 22nd March 2020 Sunday JantaCurfew,[],,,,,,,
18001238000 is the Helpline Number for Information on #COVID19 by SMC. Please give necessary information if someone is not following home quarantine strictly. #Surat #Mysurat #StaySafeStayHome #QuarentineLife #COVID #Corona,2020-03-20 06:03:43+00:00,69,173,#COVID19 #Surat #Mysurat #StaySafeStayHome #QuarentineLife #COVID #Corona,Surat,18001238000 is the Helpline Number for Information on COVID19 by SMC Please give necessary information if someone is not following home quarantine strictly Surat Mysurat StaySafeStayHome QuarentineLife COVID Corona,"[{'score': 0.699729, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Today, some are running towards danger every minute of the day by putting our safety before their own. The #RealHeroes. We feel immense gratitude towards them &amp; wish to do our bit to support these heroes. Know more: http://bit.ly/vw-realheroes #WeNotMe #Covid19 #Volkswagen",2020-04-13 10:49:51+00:00,0,5,#RealHeroes #WeNotMe #Covid19 #Volkswagen,Kanpur,Today some are running towards danger every minute of the day by putting our safety before their own The RealHeroes We feel immense gratitude towards them amp wish to do our bit to support these heroes Know more WeNotMe Covid19 Volkswagen,"[{'score': 0.719659, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
#IndiaFightsCorona: Who should take #COVID19 test? Check #StayHome #StaySafeStayHelpful Via @ICMRDELHI @ABPNews @indiatvnews @NewsNationTV #IndiaFightsCorona #COVID19india #StayAtHome,2020-04-13 06:11:41+00:00,0,0,#IndiaFightsCorona #COVID19 #StayHome #StayHome #StaySafeStayHelpful #IndiaFightsCorona #COVID19india #StayAtHome #StayAtHome,Kanpur,IndiaFightsCorona Who should take COVID19 test Check StayHome StaySafeStayHelpful Via IndiaFightsCorona COVID19india StayAtHome,"[{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"If you violate lockdown, we will put you in a room & play Masakali 2.0 on loop: @UPGovt &amp; @Uppolice warns violators. #Lockdown #COVID19 #StayHome #StaySafeStayHelpful #COVID19",2020-04-12 16:26:55+00:00,0,0,#Lockdown #COVID19 #StayHome #StayHome #StaySafeStayHelpful #COVID19,Kanpur,If you violate lockdown we will put you in a room play Masakali 2 0 on loop amp warns violators Lockdown COVID19 StayHome StaySafeStayHelpful COVID19,[],,,,,,,
Keep your cover the face with a masks and stay at home save lives Stay at safe zone #corona @forzar007 #forzar #forzar007 #forzarindia #forzaroffical #forzarfashion #fashion #coronavirus #coronavirusindia #Covid19India #COVID19 ,2020-04-11 15:42:55+00:00,1,3,#corona #forzar #forzar007 #forzarindia #forzaroffical #forzarfashion #fashion #coronavirus #coronavirusindia #Covid19India #COVID19,Kanpur,Keep your cover the face with a masks and stay at home save lives Stay at safe zone corona forzar forzar007 forzarindia forzaroffical forzarfashion fashion coronavirus coronavirusindia Covid19India COVID19,"[{'score': 0.574817, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Please follow social distance rules.. #COVID19 #SocialDistanacing #follow #coronavirusinindia,2020-04-11 09:31:37+00:00,0,1,#COVID19 #SocialDistanacing #follow #coronavirusinindia,Kanpur,Please follow social distance rules COVID19 SocialDistanacing follow coronavirusinindia,[],,,,,,,
"Tx @PMOIndia 4 grantng exemption frm Basic Customs Duty &amp; Health cess, on the import of the following goods, with immediate effect - ventilators, Face masks, surgical masks, PPEs, #COVID19 test kits,inputs for their manufacture. Exemption available upto 30.9.20",2020-04-09 16:58:10+00:00,0,2,#COVID19,Kanpur,Tx 4 grantng exemption frm Basic Customs Duty amp Health cess on the import of the following goods with immediate effect ventilators Face masks surgical masks PPEs COVID19 test kits inputs for their manufacture Exemption available upto 30 9 20,"[{'score': 0.589124, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
"#COVID19: #IITKanpur makes cheaper #PPE kit, names it #PIPES",2020-04-09 09:50:47+00:00,4,8,#COVID19 #IITKanpur #PPE #PIPES,Kanpur,COVID19 IITKanpur makes cheaper PPE kit names it PIPES,[],,,,,,,
"Corona virus update: Top Five Country’s with Maximum No of Cases followed by Deaths Italy :-135,586. 17,127 Spain : 141,942. 14,045 USA : 400,540. 12,857 France : 109,069. 10,328 UK :55,242. 6,156 #Corana #COVID19 #COVID2019india",2020-04-08 08:04:05+00:00,1,1,#Corana #COVID19 #COVID2019india,Kanpur,Corona virus update Top Five Country s with Maximum No of Cases followed by Deaths Italy 135 586 17 127 Spain 141 942 14 045 USA 400 540 12 857 France 109 069 10 328 UK 55 242 6 156 Corana COVID19 COVID2019india,[],,,,,,,
#Railways develops #disinfectant #tunnel to combat #Covid19 ,2020-04-07 05:06:40+00:00,0,1,#Railways #disinfectant #tunnel #Covid19,Kanpur,Railways develops disinfectant tunnel to combat Covid19,[],,,,,,,
"On this #WorldHealthDay We Salutes to the Doctors, Nurses and health worries for taking care of #Covid19 patients selfies around the clock .. , ",2020-04-07 01:28:47+00:00,0,2,#WorldHealthDay #Covid19,Kanpur,On this WorldHealthDay We Salutes to the Doctors Nurses and health worries for taking care of Covid19 patients selfies around the clock,[],,,,,,,
Thank you @narendramodi @radiocityindia #rjraghavindiaa @RjRaghavindia #quarantine . . . . . . . #radiocity #modi #radio #radiojockey #radiopresenter #radiohost #radiocitykanpur #kanpur #kanpuriya #covi̇d19… https://www.instagram.com/p/B-mxxP1J-W3/?igshid=4vryl8gl9pbb,2020-04-05 16:28:46+00:00,0,0,#rjraghavindiaa #quarantine #radiocity #modi #radio #radiojockey #radiopresenter #radiohost #radiocitykanpur #kanpur #kanpuriya #covi,Kanpur,Thank you rjraghavindiaa quarantine radiocity modi radio radiojockey radiopresenter radiohost radiocitykanpur kanpur kanpuriya covi d19,"[{'score': 0.547608, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
"#9बजे9मिनट #9pm9minutes Our little one ""Vriddhi"" has actively participated Sir. @narendramodi @ZeeNews @avasthiaditi @ABPNews @RubikaLiyaquat @sudhirchaudhary @RubikaLiyaquat @anjanaomkashyap #kanpurFightsCorona #IndiaFightsCornona #COVID19 – at Diviniti Homes",2020-04-05 15:54:46+00:00,0,3,#9 #9pm9minutes #kanpurFightsCorona #IndiaFightsCornona #COVID19,Kanpur,9 9 9pm9minutes Our little one Vriddhi has actively participated Sir kanpurFightsCorona IndiaFightsCornona COVID19 at Diviniti Homes,[],,,,,,,
#9pm9minute | India powers down lights at 9 on PM @narendramodi’s ‘lights out’ #Covid19 ,2020-04-05 15:48:17+00:00,0,1,#9pm9minute #Covid19,Kanpur,9pm9minute India powers down lights at 9 on PM s lights out Covid19,[],,,,,,,
"Together we fall, together we rise! Let's turn on a ray of hope in our lives at 9 p.m today as the nation unites in this fight against #Covid19. #WeAreInItTogether #9pm9minute #2YoDoINDIA",2020-04-05 11:30:39+00:00,0,0,#Covid19 #WeAreInItTogether #9pm9minute #2YoDoINDIA,Kanpur,Together we fall together we rise Let s turn on a ray of hope in our lives at 9 p m today as the nation unites in this fight against Covid19 WeAreInItTogether 9pm9minute 2YoDoINDIA,[],,,,,,,
"#covid19 is a #pandemic but students and teachers had not stoped. They have joined the future and started online classes. #stayhome #staysafe . Happy #creativequarantine . @Kanpur, Uttar Pradesh https://www.instagram.com/p/B-jnySPpHiZ/?igshid=11fj0nbnss82",2020-04-04 11:03:49+00:00,0,0,#covid19 #pandemic #stayhome #stayhome #staysafe #creativequarantine,Kanpur,covid19 is a pandemic but students and teachers had not stoped They have joined the future and started online classes stayhome staysafe Happy creativequarantine Uttar Pradesh,"[{'score': 0.887674, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
Please stay at your home and be safe because together we can break the chain and stop the #corona @forzar007 #forzar #forzar007 #forzarindia #forzaroffical #forzarfashion #fashion #coronavirus #coronavirusindia #covid19 ,2020-04-03 15:10:20+00:00,3,3,#corona #forzar #forzar007 #forzarindia #forzaroffical #forzarfashion #fashion #coronavirus #coronavirusindia #covid19,Kanpur,Please stay at your home and be safe because together we can break the chain and stop the corona forzar forzar007 forzarindia forzaroffical forzarfashion fashion coronavirus coronavirusindia covid19,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Telangana: People who are under quarantine at Gandhi Hospital in Hyderabad offer namaaz. #COVID19 #निज़ामुद्दीन_मरकज़ #nijamuddinidiots,2020-04-02 13:20:27+00:00,0,0,#COVID19 #nijamuddinidiots,Kanpur,Telangana People who are under quarantine at Gandhi Hospital in Hyderabad offer namaaz COVID19 nijamuddinidiots,[],,,,,,,
#Genetic sequencing takes lead in #Covid19 #vaccine development.,2020-04-02 08:01:47+00:00,6,8,#Genetic #Covid19 #vaccine,Kanpur,Genetic sequencing takes lead in Covid19 vaccine development,"[{'score': 0.803567, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Please be quarantine, be safe at home . . . . . . . #corona #coronatime #covıd19 #memes #quarantine #lockdown #instagram #kanpurinfluencers #haqsekanpuriya #kanpur #lucknow #bff #trending #alonerider #friends… https://www.instagram.com/p/B-XGpTyF971/?igshid=g0cp1n0iql6m",2020-03-30 14:23:20+00:00,0,0,#corona #coronatime #cov #memes #quarantine #lockdown #instagram #kanpurinfluencers #haqsekanpuriya #kanpur #lucknow #bff #trending #alonerider #friends,Kanpur,Please be quarantine be safe at home corona coronatime cov d19 memes quarantine lockdown instagram kanpurinfluencers haqsekanpuriya kanpur lucknow bff trending alonerider friends,"[{'score': 0.619337, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
#Emergency Numbers #COVID19 ,2020-03-30 12:41:40+00:00,11,13,#Emergency #COVID19,Kanpur,Emergency Numbers COVID19,[],,,,,,,
"We cannot blame the migrant workers for not following the #Lockdown21 . @narendramodi ji is trying its best to come out of this extraordinary situation #COVID19 , but #SocialDistanacing #StayAtHome is priority now .",2020-03-28 16:59:37+00:00,0,0,#Lockdown21 #COVID19 #SocialDistanacing #StayAtHome #StayAtHome,Kanpur,We cannot blame the migrant workers for not following the Lockdown21 ji is trying its best to come out of this extraordinary situation COVID19 but SocialDistanacing StayAtHome is priority now,"[{'score': 0.595062, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
"During today's #EarthHour at 8.30 p.m. wherever you are, take a moment to honour those at the frontlines of the #COVID19 pandemic. Let’s take care of ourselves, each other, and the planet. @FeedingIndia #KanpurFightsCorona #EarthHour",2020-03-28 14:57:39+00:00,0,1,#EarthHour #COVID19 #KanpurFightsCorona #EarthHour,Kanpur,During today s EarthHour at 8 30 p m wherever you are take a moment to honour those at the frontlines of the COVID19 pandemic Let s take care of ourselves each other and the planet KanpurFightsCorona EarthHour,"[{'score': 0.521245, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
"* COVID-19 updates as on 28.03.2020 at 9:30 AM * Active Cases: *775* Cured/Discharged/Migrated cases: *79* Death cases: *19* * Please stay at home and comply with lockdown guidelines to help yourself, family and community stay safe.* #CoronaLockdown #COVID19",2020-03-28 06:11:12+00:00,0,2,#CoronaLockdown #COVID19,Kanpur,COVID 19 updates as on 28 03 2020 at 9 30 AM Active Cases 775 Cured Discharged Migrated cases 79 Death cases 19 Please stay at home and comply with lockdown guidelines to help yourself family and community stay safe CoronaLockdown COVID19,[],,,,,,,
Is this what lockdown means in kanpur ? Source : Via Someone very close to me . @DMKanpur @kanpurnagarpol @myogiadityanath @narendramodi @aajtak @republic @PriyaBarasia @ANI @TOIIndiaNews #kanpur #CoronaVillains #CoronaUpdatesInIndia #COVID19 #CoronavirusOutbreak – at Birhana Road,2020-03-27 14:34:39+00:00,0,3,#kanpur #CoronaVillains #CoronaUpdatesInIndia #COVID19 #CoronavirusOutbreak,Kanpur,Is this what lockdown means in kanpur Source Via Someone very close to me kanpur CoronaVillains CoronaUpdatesInIndia COVID19 CoronavirusOutbreak at Birhana Road,[],,,,,,,
People in kanpur maintaining Social Distance from each other while purchasing groceries at Arya Nagar. @DMKanpur @kanpurnagarpol @UPGovt @narendramodi @myogiadityanath #coronavirusindia #SocialDistancing #COVID #COVID19 #meagarwalyash – at Arya Nagar,2020-03-27 13:08:33+00:00,0,4,#coronavirusindia #SocialDistancing #COVID #COVID19 #meagarwalyash,Kanpur,People in kanpur maintaining Social Distance from each other while purchasing groceries at Arya Nagar coronavirusindia SocialDistancing COVID COVID19 meagarwalyash at Arya Nagar,[],,,,,,,
"*_Limit your monitoring of #covıd19 *_Focus on happy thoughts. Watch movies, read a book, do something to keep hope alive._* *_Stop counting the dead. You don't work in a morgue._* *_Stop feeding your fear. Grow… https://www.instagram.com/p/B-Ofa18hMDg/?igshid=15615cwwqqfct",2020-03-27 06:06:39+00:00,0,0,#cov,Kanpur,Limit your monitoring of cov d19 Focus on happy thoughts Watch movies read a book do something to keep hope alive Stop counting the dead You don t work in a morgue Stop feeding your fear Grow,"[{'score': 0.528883, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.539235, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,1.0,
Let this #Corona pandemic be over first. Whether china or USA to be blamed for this. Picture will be clear. #COVID19,2020-03-26 15:21:06+00:00,0,0,#Corona #COVID19,Kanpur,Let this Corona pandemic be over first Whether china or USA to be blamed for this Picture will be clear COVID19,[],,,,,,,
