Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,confident,joy,anger,tentative,sadness,fear
A message for social distancing in covid-19 by my niece EVA #Lockdown4 #COVID #COVID19 #Aaj_tak #HealthyAtHome #rajasthanfightscorona #ZeeNews #jaipur #IndiaFightsCorona,2020-05-12 04:29:36+00:00,0,3,#Lockdown4 #COVID #COVID19 #Aaj_tak #HealthyAtHome #HealthyAtHome #rajasthanfightscorona #ZeeNews #jaipur #IndiaFightsCorona,Jaipur,A message for social distancing in covid 19 by my niece EVA Lockdown4 COVID COVID19 Aaj tak HealthyAtHome rajasthanfightscorona ZeeNews jaipur IndiaFightsCorona,[],,,,,,,
Saudi is Increasing value added tax from 5% to 15% starting July. Many other countries likely to announce similar steps. #Saudi #COVID19,2020-05-12 03:17:31+00:00,0,1,#Saudi #COVID19,Jaipur,Saudi is Increasing value added tax from 5 to 15 starting July Many other countries likely to announce similar steps Saudi COVID19,[],,,,,,,
In papers only. Why Kejriwal is hiding the actual figures of #COVID19 deaths? Recently he has announced to give 5000 rupees to each workers while they have already left for their native places? @ArvindKejriwal is a Dodger.,2020-05-12 02:56:18+00:00,0,2,#COVID19,Jaipur,In papers only Why Kejriwal is hiding the actual figures of COVID19 deaths Recently he has announced to give 5000 rupees to each workers while they have already left for their native places is a Dodger,"[{'score': 0.683151, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
#InternationalNursesDay2020 @ashokgehlot51 @RaghusharmaINC @RahulGandhi @drharshvardhan @priyankagandhi @ICMRDELHI @aiims_newdelhi @PMOIndia Ur centuries old commitment nd sacrifices to upkeep the public health system is ar belief that we will soon get over to #COVID19 ,2020-05-12 01:47:08+00:00,0,0,#InternationalNursesDay2020 #COVID19,Jaipur,InternationalNursesDay2020 newdelhi Ur centuries old commitment nd sacrifices to upkeep the public health system is ar belief that we will soon get over to COVID19,[],,,,,,,
" ""Salute &amp; Respect nurses and medical staff for their contribution to the humanity, bcoz their ongoing efforts and selfless dedication are saving the lives of people everyday."" #InternationalNursesDay #COVID19 #ThankYouNurses @Drkiran86 @IMC_Worldwide @NMOBharat @DrShobha",2020-05-12 01:42:35+00:00,4,3,#InternationalNursesDay #COVID19 #ThankYouNurses,Jaipur,Salute amp Respect nurses and medical staff for their contribution to the humanity bcoz their ongoing efforts and selfless dedication are saving the lives of people everyday InternationalNursesDay COVID19 ThankYouNurses Worldwide,"[{'score': 0.531005, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"WFH, Banking Systems, Stock Trading, Hospital Management, ATM, Monitoring, Entertainment Mobile Apps, Social Media, Online Classes, Covid Portal and more... But as Developers we will always be behind the scenes helping &amp; serving. #codinglife #COVID19 #developers #ThankYou",2020-05-11 18:45:15+00:00,0,1,#codinglife #COVID19 #developers #ThankYou #ThankYou,Jaipur,WFH Banking Systems Stock Trading Hospital Management ATM Monitoring Entertainment Mobile Apps Social Media Online Classes Covid Portal and more But as Developers we will always be behind the scenes helping amp serving codinglife COVID19 developers ThankYou,"[{'score': 0.518344, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
#NoRentForStudentsRajGovt No study No rent #COVID19,2020-05-11 15:25:11+00:00,2,3,#NoRentForStudentsRajGovt #COVID19,Jaipur,NoRentForStudentsRajGovt No study No rent COVID19,[],,,,,,,
Day by Day #COVID19 cases are increasing exponentially and people have started fading with lockdown. Is it a sign of catastrophe of huge proportion in coming days? ,2020-05-11 04:28:46+00:00,0,0,#COVID19,Jaipur,Day by Day COVID19 cases are increasing exponentially and people have started fading with lockdown Is it a sign of catastrophe of huge proportion in coming days,[],,,,,,,
Railways plans to gradually restart passenger train operations from May 12 #indianrailways #lockdown #covid19,2020-05-10 15:10:07+00:00,0,1,#indianrailways #lockdown #covid19,Jaipur,Railways plans to gradually restart passenger train operations from May 12 indianrailways lockdown covid19,"[{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
Download Your Own Bodyguard #Ajaydevgun #AarogyaSetu #StayHome #StayHomeStaySafe #TikTok #Twitter #government #LikeForLikes #viralvideo #indian #love #Tweet #retweet #Instagram #SundayFeels #SoundCloud #QurantineLife #COVID__19 #COVID19 ,2020-05-10 14:21:10+00:00,2,2,#Ajaydevgun #AarogyaSetu #StayHome #StayHome #StayHomeStaySafe #TikTok #Twitter #government #LikeForLikes #viralvideo #indian #love #Tweet #retweet #Instagram #SundayFeels #SoundCloud #QurantineLife #COVID__19 #COVID19,Jaipur,Download Your Own Bodyguard Ajaydevgun AarogyaSetu StayHome StayHomeStaySafe TikTok Twitter government LikeForLikes viralvideo indian love Tweet retweet Instagram SundayFeels SoundCloud QurantineLife COVID 19 COVID19,"[{'score': 0.772402, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"This year #JD was suppose to register such figures for us , but everything got hampered #COVID19 #IPL @rajasthanroyals",2020-05-10 08:00:00+00:00,0,0,#JD #COVID19 #IPL,Jaipur,This year JD was suppose to register such figures for us but everything got hampered COVID19 IPL,"[{'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
"In #India On Avg 4.14% Of Daily Tested Cases are found #COVID19 +ve. More or less this has reamained stable &amp; also improving in last week So increase in cases is bcz of Proportionate increase in testing &amp; India is doing 85,000 Test/Day now #IndiaFightsCorona #LockdownIsWorking",2020-05-10 05:24:56+00:00,0,0,#India #COVID19 #IndiaFightsCorona #LockdownIsWorking,Jaipur,In India On Avg 4 14 Of Daily Tested Cases are found COVID19 ve More or less this has reamained stable amp also improving in last week So increase in cases is bcz of Proportionate increase in testing amp India is doing 85 000 Test Day now IndiaFightsCorona LockdownIsWorking,"[{'score': 0.550739, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
Happy Mother's day to all beautiful mothers #mothersday #mothernature #motherlove #healthymothers #staysafestayhome #covid19 #safeathome #arogyalaxmihealthcare #happymothersday ,2020-05-10 04:51:08+00:00,0,0,#mothersday #mothersday #mothernature #motherlove #healthymothers #staysafestayhome #covid19 #safeathome #arogyalaxmihealthcare #happymothersday #happymothersday,Jaipur,Happy Mother s day to all beautiful mothers mothersday mothernature motherlove healthymothers staysafestayhome covid19 safeathome arogyalaxmihealthcare happymothersday,"[{'score': 0.947149, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.6821, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
"Now is the time to come out of the crowd and live in a virus free environment. Ajmer Road, #Jaipur, Call now: 9928-242-899 #propertyinvestment #realestateexperts #home #realestate #realestatemarket #justlisted #homeforsale #invest #forsale #realestateagent #property #COVID19 ",2020-05-09 15:41:22+00:00,0,1,#Jaipur #propertyinvestment #realestateexperts #home #realestate #realestatemarket #justlisted #homeforsale #invest #forsale #realestateagent #property #COVID19,Jaipur,Now is the time to come out of the crowd and live in a virus free environment Ajmer Road Jaipur Call now 9928 242 899 propertyinvestment realestateexperts home realestate realestatemarket justlisted homeforsale invest forsale realestateagent property COVID19,[],,,,,,,
"No challenges could ever deter the resolutions of a dedicated mind set to reach its goal. This week saw an increase in count of #COVID19 positive patients, but Dr @himantabiswa left no stone unturned towards making Assam pandemic free. Weekly Footprints of Assam Health Min ~",2020-05-09 15:02:47+00:00,3,8,#COVID19,Jaipur,No challenges could ever deter the resolutions of a dedicated mind set to reach its goal This week saw an increase in count of COVID19 positive patients but Dr left no stone unturned towards making Assam pandemic free Weekly Footprints of Assam Health Min,"[{'score': 0.808217, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"Now is the time to come out of the crowd and live in a virus free environment. Ajmer Road, #Jaipur, Call now: 9928-242-899 #propertyinvestment #realestateexperts #home #realestate #realestatemarket #justlisted #homeforsale #invest #forsale #realestateagent #property #COVID19 – at Jaipur City",2020-05-09 13:29:09+00:00,0,0,#Jaipur #propertyinvestment #realestateexperts #home #realestate #realestatemarket #justlisted #homeforsale #invest #forsale #realestateagent #property #COVID19,Jaipur,Now is the time to come out of the crowd and live in a virus free environment Ajmer Road Jaipur Call now 9928 242 899 propertyinvestment realestateexperts home realestate realestatemarket justlisted homeforsale invest forsale realestateagent property COVID19 at Jaipur City,[],,,,,,,
Handsfree sanitizer equipment installed at Tooth Talez. Designed and Manufactured by Manu Yantralaya (P)Ltd Jaipur. Thank you for the support. Fighting against Corona together. #covid19 #Dentist #Dentalclinic #corona. – at Tooth Talez,2020-05-09 06:23:28+00:00,2,6,#covid19 #Dentist #Dentalclinic #corona,Jaipur,Handsfree sanitizer equipment installed at Tooth Talez Designed and Manufactured by Manu Yantralaya P Ltd Jaipur Thank you for the support Fighting against Corona together covid19 Dentist Dentalclinic corona at Tooth Talez,[],,,,,,,
This is one emotional topic which @RahulGandhi and his team should focus on. Take the message across the country. While the migrants walked @narendramodi ordered #diya The government will blame the #economy on #COVID19 and Covid on #TablighiJamat,2020-05-09 02:43:32+00:00,0,0,#diya #economy #COVID19 #TablighiJamat,Jaipur,This is one emotional topic which and his team should focus on Take the message across the country While the migrants walked ordered diya The government will blame the economy on COVID19 and Covid on TablighiJamat,"[{'score': 0.701763, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
"#COVID19 update from #Rajasthan 152 new cases today as on May 8, till 9pm including 59 Udaipur 34 Jaipur 10 Chittorgarh 9 each Kota, Jodhpur, Ajmer 6 Rajsamand 5 Pali 4 Bhilwara 3579 cases in all 103 deaths 2011 recovered 1770 discharged 1465 active cases #StayHomeSaveLives",2020-05-08 16:35:47+00:00,0,1,#COVID19 #Rajasthan #StayHomeSaveLives,Jaipur,COVID19 update from Rajasthan 152 new cases today as on May 8 till 9pm including 59 Udaipur 34 Jaipur 10 Chittorgarh 9 each Kota Jodhpur Ajmer 6 Rajsamand 5 Pali 4 Bhilwara 3579 cases in all 103 deaths 2011 recovered 1770 discharged 1465 active cases StayHomeSaveLives,[],,,,,,,
"#COVID19 update from #Rajasthan 152 new cases today as on May 8, till 9pm including 59 Udaipur 34 Jaipur 10 Chittorgarh 9 each Kota, Jodhpur, Ajmer 6 Rajsamand 5 Pali 4 Bhilwara 3579 cases in all 103 deaths 2011 recovered 1770 discharged 1465 active cases #StayHomeSaveLives",2020-05-08 16:34:12+00:00,0,1,#COVID19 #Rajasthan #StayHomeSaveLives,Jaipur,COVID19 update from Rajasthan 152 new cases today as on May 8 till 9pm including 59 Udaipur 34 Jaipur 10 Chittorgarh 9 each Kota Jodhpur Ajmer 6 Rajsamand 5 Pali 4 Bhilwara 3579 cases in all 103 deaths 2011 recovered 1770 discharged 1465 active cases StayHomeSaveLives,[],,,,,,,
Salute our covid 19 all fighters #covid19 #Covid_19 #gharbaithoindia @Upenyad04535960 @akkikumaritaly @avasthiaditi,2020-05-08 16:33:23+00:00,0,2,#covid19 #Covid_19 #gharbaithoindia,Jaipur,Salute our covid 19 all fighters covid19 Covid 19 gharbaithoindia,"[{'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
As preventive measure to #COVID19 every country has reached to #Shutdown mode by imposing #lockdown needs holistic approach to come out of this Labyrinth to reinstate confidence amongst citizens. Increasing incidences of #depression resulting to #casualties blowing Wake Up Call.,2020-05-08 16:27:30+00:00,0,3,#COVID19 #Shutdown #lockdown #depression #casualties,Jaipur,As preventive measure to COVID19 every country has reached to Shutdown mode by imposing lockdown needs holistic approach to come out of this Labyrinth to reinstate confidence amongst citizens Increasing incidences of depression resulting to casualties blowing Wake Up Call,"[{'score': 0.67688, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.65264, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.73677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,1.0,
"When is this getting over..... #stayhome #staysafe #covid19 #quarantinelife @aakanksha_s30 @Jaipur, Rajasthan https://www.instagram.com/p/B_7W7wRg33O/?igshid=4g0ma2ok0bjc",2020-05-08 12:49:43+00:00,0,0,#stayhome #stayhome #staysafe #covid19 #quarantinelife,Jaipur,When is this getting over stayhome staysafe covid19 quarantinelife s30 Rajasthan,[],,,,,,,
"#COVID19 update from #Rajasthan 64 new cases today as on May 8, till 2pm incl 26 Jaipur 9 each Jodhpur, Ajmer 8 Kota 5 Pali 2 each Udaipur, Jhalawar, Alwar 1 Sikar 3491 cases in all 100 deaths 1916 recovered 1620 discharged 1475 active cases #StaySafe",2020-05-08 10:48:18+00:00,0,1,#COVID19 #Rajasthan #StaySafe,Jaipur,COVID19 update from Rajasthan 64 new cases today as on May 8 till 2pm incl 26 Jaipur 9 each Jodhpur Ajmer 8 Kota 5 Pali 2 each Udaipur Jhalawar Alwar 1 Sikar 3491 cases in all 100 deaths 1916 recovered 1620 discharged 1475 active cases StaySafe,[],,,,,,,
#COVID19 deaths in Rajasthan touches 100. #active cases 1475 #recovered 1916 #discharged 1620 #cumulative positive 3491 — till 2pm today. #राजस्थान_सतर्क_है #coronavirus #Rajasthan,2020-05-08 09:19:45+00:00,0,0,#COVID19 #active #recovered #discharged #cumulative #coronavirus #Rajasthan,Jaipur,COVID19 deaths in Rajasthan touches 100 active cases 1475 recovered 1916 discharged 1620 cumulative positive 3491 till 2pm today coronavirus Rajasthan,"[{'score': 0.598602, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
True true #covid19 #corona #facemask #pandemic #coronavirusinindia #lockdown #extendlockdown #CoronavirusOutbreakindia #CoronaUpdates,2020-05-07 18:09:58+00:00,0,1,#covid19 #corona #facemask #pandemic #coronavirusinindia #lockdown #extendlockdown #CoronavirusOutbreakindia #CoronaUpdates,Jaipur,True true covid19 corona facemask pandemic coronavirusinindia lockdown extendlockdown CoronavirusOutbreakindia CoronaUpdates,"[{'score': 0.62497, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.825035, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
*Covid 19 Spreading up Quickly In India* March 05. 30 Cases May 07 50000 With this spread it will be 3 lakhs at the end of this month. Plz do not leave ur home until it's very urgent. #StayHomeStaySafe #COVID19,2020-05-07 09:42:45+00:00,0,0,#StayHomeStaySafe #COVID19,Jaipur,Covid 19 Spreading up Quickly In India March 05 30 Cases May 07 50000 With this spread it will be 3 lakhs at the end of this month Plz do not leave ur home until it s very urgent StayHomeStaySafe COVID19,[],,,,,,,
"Gas leak at LG Polymers in #Vishakapatnam is more fatal and terrifying situation than #COVID19. Many are suffocating, aged and children are most vulnerable; animals are dying. Pray for them #VizagGasLeak ",2020-05-07 06:10:29+00:00,1,16,#Vishakapatnam #COVID19 #VizagGasLeak,Jaipur,Gas leak at LG Polymers in Vishakapatnam is more fatal and terrifying situation than COVID19 Many are suffocating aged and children are most vulnerable animals are dying Pray for them VizagGasLeak,"[{'score': 0.714227, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
Daily Fitness #lockdownextension #sadnessisoverparty #Banksy #level3 #supermoon #level3 #supermoon #COVID19 #noexams #sarpapakbunuatlatamayacaksin,2020-05-07 05:54:45+00:00,0,0,#lockdownextension #sadnessisoverparty #Banksy #level3 #supermoon #level3 #supermoon #COVID19 #noexams #sarpapakbunuatlatamayacaksin,Jaipur,Daily Fitness lockdownextension sadnessisoverparty Banksy level3 supermoon level3 supermoon COVID19 noexams sarpapakbunuatlatamayacaksin,"[{'score': 0.732546, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
#Covid19 could push 12M Indians into extreme poverty: World Bank We want our govt to be proactive to the threats looming large due to the pandemic.,2020-05-07 01:59:51+00:00,0,0,#Covid19,Jaipur,Covid19 could push 12M Indians into extreme poverty World Bank We want our govt to be proactive to the threats looming large due to the pandemic,"[{'score': 0.695822, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
Thanks..We will follow it. @DS_Khimsar #Masks4All #NYCI4India @NYCI4India @amarprasadreddy @iamdatchana @ChowkidarKaran7 @ShubhamUniverse @abhinavsingh996 #COVID19 ,2020-05-06 14:30:39+00:00,0,2,#Masks4All #NYCI4India #COVID19,Jaipur,Thanks We will follow it Khimsar Masks4All NYCI4India COVID19,"[{'score': 0.833071, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
Doctors of #WestBengal question #MamataBanerjee &amp; her govt #Doctors Not Satisfied With what the State Govt is Doing to fight #COVID19 Shame on her &amp; #TMC for playing inhumane politics at the time of a pandemic &amp; risking life of citizens?Put WB under #President Rule #BJP #BJYM,2020-05-06 13:17:23+00:00,0,0,#WestBengal #MamataBanerjee #Doctors #COVID19 #TMC #President #BJP #BJYM,Jaipur,Doctors of WestBengal question MamataBanerjee amp her govt Doctors Not Satisfied With what the State Govt is Doing to fight COVID19 Shame on her amp TMC for playing inhumane politics at the time of a pandemic amp risking life of citizens Put WB under President Rule BJP BJYM,[],,,,,,,
"Running 5 K in May 2020 at Home. #fitness #fitnessmotivation #fitnessroute #fitnessrouteindia #6amclub #coronavirus #lockdown #lockdown2020 #covid19 #marathon #runnersofinstagram @Jaipur, Rajasthan https://www.instagram.com/p/B_159D4gpAM/?igshid=r5yupm8hy3dt",2020-05-06 10:00:17+00:00,0,1,#fitness #fitnessmotivation #fitnessroute #fitnessrouteindia #6amclub #coronavirus #lockdown #lockdown2020 #covid19 #marathon #runnersofinstagram,Jaipur,Running 5 K in May 2020 at Home fitness fitnessmotivation fitnessroute fitnessrouteindia 6amclub coronavirus lockdown lockdown2020 covid19 marathon runnersofinstagram Rajasthan,"[{'score': 0.5915, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
#COVID19: 'Aarogya Setu' team issues a statement on data security of the mobile application. @NYCI4India @amarprasadreddy @iamdatchana @ChowkidarKaran7 @ShubhamUniverse #NYCI4India #COVIDー19 #AarogyaSetuApp,2020-05-06 06:43:16+00:00,0,0,#COVID19 #NYCI4India #COVID #AarogyaSetuApp,Jaipur,COVID19 Aarogya Setu team issues a statement on data security of the mobile application NYCI4India COVID 19 AarogyaSetuApp,[],,,,,,,
Make your morning full of *SMILES* Join our morning Yoga sessions with our Guruji @Dhakaram3 #coronayoga #covid19 #inthistogether #healthcareheroes #instagood #instadaily #immunebooster #immunity #immunesupport #immunityboosters #yoga #londonyogi #yogapractice #yogainspiration,2020-05-06 05:20:00+00:00,0,1,#coronayoga #covid19 #inthistogether #healthcareheroes #instagood #instadaily #immunebooster #immunity #immunesupport #immunityboosters #yoga #londonyogi #yogapractice #yogainspiration,Jaipur,Make your morning full of SMILES Join our morning Yoga sessions with our Guruji coronayoga covid19 inthistogether healthcareheroes instagood instadaily immunebooster immunity immunesupport immunityboosters yoga londonyogi yogapractice yogainspiration,"[{'score': 0.950659, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"Teachers who teach lessons .. Look for people who queue up at liquor stores. In Andhrapradesh ( Visakhapatnam) , government teachers were given duties in liquor stores. #Lockdown #Coronavirus #Covid19 @narendramodi @PawanKalyan @seethakkaMLA",2020-05-06 05:11:58+00:00,0,1,#Lockdown #Coronavirus #Covid19,Jaipur,Teachers who teach lessons Look for people who queue up at liquor stores In Andhrapradesh Visakhapatnam government teachers were given duties in liquor stores Lockdown Coronavirus Covid19,"[{'score': 0.54552, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.784773, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
"Teachers who teach lessons .. Look for people who queue up at liquor stores. In Andhrapradesh (Visakhapatnam), government teachers were given duties in liquor stores. #Lockdown #Coronavirus #Covid19 @narendramodi @seethakkaMLA",2020-05-06 05:06:31+00:00,0,1,#Lockdown #Coronavirus #Covid19,Jaipur,Teachers who teach lessons Look for people who queue up at liquor stores In Andhrapradesh Visakhapatnam government teachers were given duties in liquor stores Lockdown Coronavirus Covid19,"[{'score': 0.54552, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.784773, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
Last night was miracle #sumitphotography #jaipur #rajasthan #COVID19 #nightphotography #travel #Nikon #thunderstorm @NikonIndia @NatGeoTravel @my_rajasthan @incredibleindia @ngadventure @Outlookindia @NatGeoTravel @traveltriangle @PIBJaipur @TOIJaipurNews @Flickr @500px,2020-05-06 00:41:25+00:00,0,4,#sumitphotography #jaipur #rajasthan #COVID19 #nightphotography #travel #Nikon #thunderstorm,Jaipur,Last night was miracle sumitphotography jaipur rajasthan COVID19 nightphotography travel Nikon thunderstorm rajasthan,"[{'score': 0.657752, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
Boys locker room is all about making plans to convince your homies parents for a night out. #Corona #COVID19 #boyslockeroom #girlslockeroom #Trending #lockdownindia,2020-05-05 20:32:43+00:00,0,0,#Corona #COVID19 #boyslockeroom #girlslockeroom #Trending #lockdownindia,Jaipur,Boys locker room is all about making plans to convince your homies parents for a night out Corona COVID19 boyslockeroom girlslockeroom Trending lockdownindia,[],,,,,,,
#Petrol &amp; #Diesel Excise Duty Hiked But NO CHANGE IN RETAIL PRICE. As Global #OilPrices dips &amp; Oil Import becomes cheaper. Govt hiked the #ExciseDuty to earn more revenue from Oil Companies Increased Revenue will be helpful to fight #COVID19 &amp; restarting economy post corona ,2020-05-05 18:58:52+00:00,0,0,#Petrol #Diesel #OilPrices #ExciseDuty #COVID19,Jaipur,Petrol amp Diesel Excise Duty Hiked But NO CHANGE IN RETAIL PRICE As Global OilPrices dips amp Oil Import becomes cheaper Govt hiked the ExciseDuty to earn more revenue from Oil Companies Increased Revenue will be helpful to fight COVID19 amp restarting economy post corona,[],,,,,,,
A big #breakthrough by #Israel claims to find a cure for #COVID19. A top research institute has manged to isolate the coronavirus antibody which could possibly neutralise the virus. https://twitter.com/WIONews/status/1257663839262388225,2020-05-05 18:17:16+00:00,1,1,#breakthrough #Israel #COVID19,Jaipur,A big breakthrough by Israel claims to find a cure for COVID19 A top research institute has manged to isolate the coronavirus antibody which could possibly neutralise the virus,"[{'score': 0.664718, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
Small changes can make this world more beautiful.. #GoCoronaGo #COVID19 #Corona #Israel #mask,2020-05-05 17:58:32+00:00,0,1,#GoCoronaGo #COVID19 #Corona #Israel #mask,Jaipur,Small changes can make this world more beautiful GoCoronaGo COVID19 Corona Israel mask,"[{'score': 0.801558, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
Pink city turn into purple one! #Jaipur #PinkCity #MondayMotivation #thunderstorm #Purple #boyslockeroom #tuesdayvibes #day40oflockdown #Ajmer #Rajasthan #Jodhpur #Udaipur #Jaisalmer #India #COVIDー19 #HandHygiene #COVID19 #COVID19India #Covid_19australia #LockdownExtended #Ok,2020-05-05 16:48:36+00:00,0,1,#Jaipur #PinkCity #MondayMotivation #thunderstorm #Purple #boyslockeroom #tuesdayvibes #day40oflockdown #Ajmer #Rajasthan #Jodhpur #Udaipur #Jaisalmer #India #COVID #HandHygiene #HandHygiene #COVID19 #COVID19India #Covid_19australia #LockdownExtended #Ok,Jaipur,Pink city turn into purple one Jaipur PinkCity MondayMotivation thunderstorm Purple boyslockeroom tuesdayvibes day40oflockdown Ajmer Rajasthan Jodhpur Udaipur Jaisalmer India COVID 19 HandHygiene COVID19 COVID19India Covid 19australia LockdownExtended Ok,"[{'score': 0.684929, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
Lockdown 3.0 #BeardChallenge #look #StayAtHome #GoCoronaGo #Corona #covid19 #WorkAtHome Photo click by @eshan_harsh20,2020-05-05 13:38:35+00:00,0,4,#BeardChallenge #look #StayAtHome #StayAtHome #GoCoronaGo #Corona #covid19 #WorkAtHome,Jaipur,Lockdown 3 0 BeardChallenge look StayAtHome GoCoronaGo Corona covid19 WorkAtHome Photo click by harsh20,[],,,,,,,
Its time to Red zone whole Tripura. People & government are not take #COVID19 seriously. Peoples are coming from outside state as well as outside Country. @CmoTripura,2020-05-05 09:50:16+00:00,0,0,#COVID19,Jaipur,Its time to Red zone whole Tripura People government are not take COVID19 seriously Peoples are coming from outside state as well as outside Country,"[{'score': 0.679906, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Very soon China accept it #ChinaLiedPeopleDied #China #COVID19 @WhiteHouse Trump said truth he will collect all proof https://twitter.com/Arnab5222/status/1256986079565164546,2020-05-05 09:10:00+00:00,0,1,#ChinaLiedPeopleDied #China #COVID19,Jaipur,Very soon China accept it ChinaLiedPeopleDied China COVID19 Trump said truth he will collect all proof,"[{'score': 0.955584, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
#Lockdown3 •If Not Necessary &amp;Going Out Not Permitted #StayHome •If Going Out for Permitted Activity Follow #SocialDistancing &amp; #WearMask •Wash/Sanitize Your Hands #SafeHands •Fighting #COVID19 is a collective effort of Everyone Be A Responsible Citizen #IndiaFightsCorona,2020-05-04 12:27:15+00:00,1,0,#Lockdown3 #StayHome #StayHome #SocialDistancing #WearMask #SafeHands #SafeHands #COVID19 #IndiaFightsCorona,Jaipur,Lockdown3 If Not Necessary amp Going Out Not Permitted StayHome If Going Out for Permitted Activity Follow SocialDistancing amp WearMask Wash Sanitize Your Hands SafeHands Fighting COVID19 is a collective effort of Everyone Be A Responsible Citizen IndiaFightsCorona,"[{'score': 0.531413, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.805466, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
#NagpurAlert : 4 persons +ve today from #Nagpur; Total tests -116; Total patients- 336; Cured - 193; Suspects at govt facility - 1591; In Isolation - 149; Home quarantine- 399 #COVID19 #coronavirus #Maharashtra,2020-05-16 08:31:43+00:00,1,14,#NagpurAlert #Nagpur #COVID19 #coronavirus #Maharashtra,Nagpur,NagpurAlert 4 persons ve today from Nagpur Total tests 116 Total patients 336 Cured 193 Suspects at govt facility 1591 In Isolation 149 Home quarantine 399 COVID19 coronavirus Maharashtra,[],,,,,,,
@NAGPUR_tweets #COVID19 #Nagpur #India @PMOIndia Many small business will close down because of COVID 19 lockdown – at Eternity Mall,2020-05-16 03:39:04+00:00,0,0,#COVID19 #Nagpur #India,Nagpur,tweets COVID19 Nagpur India Many small business will close down because of COVID 19 lockdown at Eternity Mall,"[{'score': 0.855572, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Uddhav & Kaka hv bn running one of the most vindictive & cynical Govt P1:When Mum #Covid19 infections went up Sena pressured central Govt to send workers back home. 2: It was only @nitin_gadkari then who opposed it.He knew what's coming. 3: Now we face acute shortage of Labour,2020-05-15 01:31:51+00:00,0,0,#Covid19,Nagpur,Uddhav Kaka hv bn running one of the most vindictive cynical Govt P1 When Mum Covid19 infections went up Sena pressured central Govt to send workers back home 2 It was only gadkari then who opposed it He knew what s coming 3 Now we face acute shortage of Labour,"[{'score': 0.760619, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
